cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,LNPLEDGE,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"30692","5756","364270","3842948","BANKPACIFIC, LTD","Hagatna","GU","96910","6/30/2022","8/22/2022","SA","151 Aspinal Ave","JOSEPH&ANGELA FLORES TRUST","0","0","1","8","0","Guam","","","1/1/1953","6/23/1954","5/26/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","6","1","www.bankpacific.com","98299","840","99139","0","99139","64815","64815","8090","7363","0","7363","2841","46521","0","0","0","4857","227","29467","0","1003","21207","7257","0","0","0","0","0","0","0","190","65008","1216","589","19","8071","840","1769"
"5903","9754","121642","1097306","BANKPLUS","Belzoni","MS","39038","6/30/2022","8/22/2022","NM","202 E Jackson St","BANCPLUS CORP","98","0","1","4","0","Humphreys","","","1/1/1909","1/1/1934","3/1/2022","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","0","http://www.bankplus.net","5129874","43353","5173227","9743","5182970","4392619","4392619","837623","1829759","842026","987733","228987","1253312","242938","","84006","579299","15","114298","1359","30088","14901","67950","12748","","5382","7366","0","0","0","0","5055924","1615","0","238289","599334","43353",""
"77","10489","194936","1084061","BANKSOUTH","Dothan","AL","36303","6/30/2022","8/22/2022","NM","3251 Ross Clark Cir","BANCSOUTH CORP","2","0","0","4","1","Houston","20020","Dothan, AL","1/1/1928","1/1/1934","6/30/2022","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","142271","2815","145086","32","145118","126675","126675","5446","49089","49089","0","0","71825","315","","0","15326","","2605","0","62","868","1675","512","","512","0","0","0","0","","60396","93","0","5446","0","0",""
"16418","13480","88231","1134313","BANKSOUTH","Greensboro","GA","30642","6/30/2022","8/22/2022","SA","6340 Lake Oconee Pkwy.","BANKSOUTH HOLDING CO","5","0","0","4","0","Greene","","","4/10/1946","4/10/1946","1/22/2021","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.banksouth.com","888969","12567","901536","0","901536","847397","847397","232414","219419","68444","150975","20484","375080","0","","179","49395","","4566","0","381","922","3263","0","","0","0","0","0","0","","141608","500","0","124884","107530","11502",""
"496","16027","109453","1943917","BANKSTAR FINANCIAL","Elkton","SD","57026","6/30/2022","8/22/2022","NM","124 Elk St.","ELKTON HOLDING CO","3","0","0","4","1","Brookings","","","3/20/1926","1/1/1934","3/22/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","https://www.ebankstar.bank","182560","2034","184594","0","184594","135948","135948","4415","45671","9411","36260","25812","41254","18796","","21508","23160","","3506","347","41","1715","1403","472","","260","10","202","0","0","","6000","10","10","758","3657","2034",""
"29177","3050","831576","3610437","BANKTENNESSEE","Collierville","TN","38017","6/30/2022","8/22/2022","SM","1125 W Poplar Ave","BANKTENNESSEE BANCSHARES INC","10","0","0","4","1","Shelby","32820","Memphis, TN-MS-AR","10/1/1934","11/2/1934","11/16/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.banktennessee.com","450617","5587","456204","0","456204","398792","398792","53835","76440","29122","47318","7067","252181","9269","","0","43284","","10691","0","945","2742","7004","3438","","1829","1609","0","0","0","","111942","0","0","31454","22381","5586",""
"58979","18132","3938186","4028712","BANKUNITED, NATIONAL ASSOCIATION","Miami Lakes","FL","33016","6/30/2022","8/22/2022","N","14817 Oak Ln.","BANKUNITED INC","66","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","5/21/2009","5/21/2009","3/22/2013","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","http://www.BankUnited.com","23975771","130239","24106010","0","24106010","15813146","15813146","214193","5808885","1538518","4270367","927476","8862592","0","","40099","4191005","63750","1600","0","0","0","1600","4060160","","1274982","2081320","703858","0","242708","163160","10339190","301124","37256","0","214193","112077",""
"35406","0","2849285","3368185","BANKVISTA","Sartell","MN","56377","6/30/2022","8/22/2022","NM","125 Twin Rivers Court","ABDO INVESTMENTS INC","3","0","0","4","0","Stearns","41060","St. Cloud, MN","2/15/2000","2/15/2000","12/19/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bankvista.com","353641","6910","360551","0","360551","245423","245423","17730","162518","90547","71971","12091","52699","385","","12","103400","","8145","0","1004","1630","5511","3571","","2892","119","560","0","0","","62589","7636","7636","7979","9751","4657",""
"57368","0","3109043","3553815","BANKWELL BANK","New Canaan","CT","6840","6/30/2022","8/22/2022","NM","208 Elm St","BANKWELL FINANCIAL GROUP INC","13","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","4/22/2002","4/22/2002","4/1/2022","Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","New York","Northeastern","Northeast","0","1","http://www.mybankwell.com","2036626","15773","2052399","0","2052399","1671065","1671065","110723","1313809","465286","848523","171668","74865","0","","0","372246","0","52","0","46","0","6","9036","","0","9036","0","0","1355","0","731948","19720","17999","937","109786","15833",""
"16704","0","791353","1134872","BANKWEST","Rockford","MN","55373","6/30/2022","8/22/2022","NM","5921 Main St.","BANKWEST FINANCIAL INC","3","0","0","7","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1948","6/1/1948","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bankwestmn.com","89472","1382","90854","0","90854","67636","67636","5556","31233","20279","10954","1773","25625","3449","","781","17517","","1846","0","441","532","873","3074","","3034","40","0","0","0","","29983","592","224","1130","4426","1210",""
"10502","14289","989758","1051504","BANKWEST OF KANSAS","Goodland","KS","67735","6/30/2022","8/22/2022","SM","922 Main St.","G S BANCSHARES INC","3","0","0","2","1","Sherman","","","1/1/1929","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.ebankwest.com","66943","1075","68018","0","68018","53091","53091","0","2794","86","2708","0","4528","45769","","6399","3378","","1165","0","10","774","381","3985","","0","37","3948","0","0","","1433","0","0","0","0","977",""
"4009","11916","540551","1124060","BANKWEST, INC.","Pierre","SD","57501","6/30/2022","8/22/2022","NM","420 S. Pierre St.","SOUTH DAKOTA BANCSHARES INC","21","0","0","2","0","Hughes","","","8/30/1889","1/1/1934","7/1/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.bankwest-sd.com","894366","13394","907760","0","907760","487664","487664","31248","156072","129536","26536","49277","66683","184384","","201389","110810","0","106346","370","1150","16679","88147","1551","","918","633","0","0","34665","0","82993","1353","1241","14211","17037","13394",""
"28489","1691","352772","2126977","BANNER BANK","Walla Walla","WA","99362","6/30/2022","8/22/2022","NM","10 S 1st Ave","BANNER CORP","147","0","1","4","0","Walla Walla","47460","Walla Walla, WA","1/1/1890","12/6/1934","2/5/2021","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","0","www.bannerbank.com","9397288","128702","9525990","0","9525990","7817392","7817392","1400591","4008509","1819363","2189146","732310","1509015","166967","","157574","1088224","9943","93455","17992","14564","9385","51514","369345","","347013","22332","0","0","40462","0","5031182","4370","2785","625488","775103","127285",""
"10374","9734","453147","1207691","BANNER BANKS","Birnamwood","WI","54414","6/30/2022","8/22/2022","NM","416 Main St","BANNER BCORP LTD","4","0","0","2","1","Shawano","","","1/1/1900","1/1/1934","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","WWW.BANNERBANKS.COM","37851","613","38464","0","38464","34758","34758","371","15668","8742","6926","2921","4707","11091","","878","1532","","397","37","0","159","201","899","","897","2","0","0","0","","2881","0","0","175","196","0",""
"19274","53543","275255","4437426","BANNER CAPITAL BANK","Harrisburg","NE","69345","6/30/2022","8/22/2022","NM","205 State St","BANNER CNTY BAN EMPLOYEE STK OWNERSHIP PLAN&TR","5","0","1","2","1","Banner","","","10/10/1964","10/10/1964","11/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.bcbank.net","197779","2426","200205","32","200237","123235","123235","9175","49321","19531","29790","1255","15924","47560","","40543","30447","","6012","0","78","4780","1154","0","","0","0","0","0","0","","53347","706","706","810","8365","2426",""
"17514","12376","502849","3202832","BANTERRA BANK","Marion","IL","62959","6/30/2022","8/22/2022","NM","3201 Banterra Dr","BANTERRA CORP","44","0","1","4","1","Williamson","16060","Carbondale-Marion, IL","11/26/1955","11/26/1955","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","0","www.banterra.bank","1888407","20531","1908938","0","1908938","616338","616338","95013","355837","152755","203082","18462","109695","37331","","45220","638719","","596572","0","11","1943","594618","12089","","10288","1801","0","0","0","","446925","213","0","18076","76937","20531",""
"11971","9261","522605","1115385","BAR HARBOR BANK & TRUST","Bar Harbor","ME","4609","6/30/2022","8/22/2022","NM","82 Main St","BAR HARBOR BANKSHARES","54","0","1","4","0","Hancock","","","9/15/1887","1/1/1934","4/1/2022","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.barharbor.bank","2707057","23756","2730813","0","2730813","2376853","2376853","119353","1083751","231809","851942","151602","1003074","19073","","23933","204215","196","8150","1009","727","1734","4680","117662","","44438","73208","16","0","0","0","1180732","3778","1246","33193","86160","25856",""
"30878","6049","106676","","BAR HARBOR SAVINGS AND LOAN ASSOCIATION","Bar Harbor","ME","4609","6/30/2022","8/22/2022","SA","103 Main St","","1","0","0","5","0","Hancock","","","1/1/1902","4/15/1957","4/1/2022","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.bhsla.com","71756","804","72560","0","72560","72468","72468","2604","10318","4686","5632","0","59546","0","","0","0","","92","0","0","0","92","0","","0","0","0","0","0","","26810","257","0","2604","0","0",""
"12788","12050","24949","1209248","BARABOO STATE BANK","Baraboo","WI","53913","6/30/2022","8/22/2022","SM","101 3rd Ave","BARABOO BCORP INC THE","7","0","0","4","0","Sauk","","","7/1/1857","1/1/1934","8/29/2021","Stock","0","1","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.baraboobank.com","272144","6276","278420","0","278420","217422","217422","13574","144412","54584","89828","27091","31769","576","","0","28175","","3394","203","35","1224","1932","29429","","2007","27422","0","0","0","","31956","1939","993","1320","12254","4071",""
"57203","0","2980209","1231418","BARCLAYS BANK DELAWARE","Wilmington","DE","19801","6/30/2022","8/22/2022","NM","125 S. West St.","BARCLAYS PLC","1","0","0","3","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/23/2001","5/23/2001","3/24/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.barclaysus.com/deposits","24897000","1408000","26305000","0","26305000","2000","2000","0","0","0","0","2000","0","0","","0","227000","0","26076000","25975000","0","0","101000","0","","0","0","0","0","0","0","24934000","179000","179000","0","0","355351",""
"34395","0","2508751","2260406","BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION","Barrington","IL","60010","6/30/2022","8/22/2022","N","201 S Hough St","WINTRUST FINANCIAL CORP","8","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/19/1996","12/19/1996","8/29/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.barringtonbank.com","2731401","8978","2740379","0","2740379","1343100","1343100","33097","212141","73997","138144","56877","1040985","0","","0","816464","0","567457","0","53","0","567404","13358","","3911","91","9356","0","338522","0","799114","3765","0","3142","29955","10766",""
"22205","0","1007734","","BARWICK BANKING COMPANY","Barwick","GA","31720","6/30/2022","8/22/2022","NM","2020 E Main St","","3","0","1","4","0","Brooks","46660","Valdosta, GA","1/1/1934","1/6/1976","6/30/2022","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.barwickbank.com","209778","2340","212118","0","212118","181345","181345","8532","121928","70998","50930","4700","43846","2339","","283","29002","","1488","0","74","337","1077","0","","0","0","0","0","0","","0","0","0","654","7878","2340",""
"17621","0","188739","2937182","BASILE STATE BANK","Basile","LA","70515","6/30/2022","8/22/2022","NM","3031 Stagg Ave","BASILE BANCSHARES INC","2","0","0","8","1","Acadia","29180","Lafayette, LA","7/2/1956","7/2/1956","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.basilebank.com","47200","615","47815","0","47815","34744","34744","3251","3648","3272","376","0","25185","2660","","4969","2435","","5520","0","0","1266","4254","146","","0","146","0","0","1366","","19652","95","95","1842","1409","0",""
"17749","10960","433505","","BATH SAVINGS INSTITUTION","Bath","ME","4530","6/30/2022","8/22/2022","SB","105 Front St","","14","0","0","4","0","Sagadahoc","38860","Portland-South Portland, ME","4/19/1852","4/18/1957","4/1/2022","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.bathsavings.bank","683137","9778","692915","864","693779","619470","619470","61314","211789","72717","139072","35532","310835","0","","2630","51726","0","10530","540","104","2838","7048","9423","","9423","0","0","0","0","0","209842","506","392","25060","36254","0",""
"8035","0","308340","5473449","BATH STATE BANK","Bath","IN","47010","6/30/2022","8/22/2022","NM","3095 Bath Rd.","BATH ST BCORP EMPLOYEE STK OWNERSHIP PLAN WITH 401 K PROVISIONS","3","0","0","2","1","Franklin","17140","Cincinnati, OH-KY-IN","10/23/1923","1/1/1934","8/29/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.BathStateBank.com","164815","2318","167133","115","167248","119340","119340","7317","14620","10214","4406","1678","38374","57351","","38788","5221","","3899","0","0","1810","2089","0","","0","0","0","0","0","","47107","1336","1336","3831","3486","2120",""
"16330","12275","986757","2249399","BATTLE CREEK STATE BANK","Battle Creek","NE","68715","6/30/2022","8/22/2022","SM","202 W Main St","BATTLE CREEK STATE CO INC","1","0","0","4","0","Madison","","","9/1/1943","10/24/1945","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","http://www.battlecreekstatebank.com","25798","407","26205","0","26205","2841","2841","0","1043","0","1043","0","341","1457","","1357","21516","","262","0","0","116","146","229","","0","0","229","0","0","","0","124","124","0","0","351",""
"34052","0","2329200","2340867","BAY BANK","Green Bay","WI","54313","6/30/2022","8/22/2022","NM","2555 Packerland Dr","BAY BCORP INC","3","0","0","4","0","Brown","24580","Green Bay, WI","8/21/1995","8/21/1995","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.baybankgb.com","74094","1649","75743","0","75743","50415","50415","6074","25268","23277","1991","4051","15022","0","","4","18573","","6742","478","8","5305","951","9","","0","9","0","0","0","","22773","183","183","2570","3504","1187",""
"15585","14349","961446","2389978","BAY PORT STATE BANK","Bay Port","MI","48720","6/30/2022","8/22/2022","NM","9840 Main St","BAY PORT FINANCIAL CORP","4","0","0","2","0","Huron","","","3/1/1938","3/3/1938","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","https://www.bayportstatebank.com","100995","1491","102486","0","102486","70172","70172","1625","13242","9900","3342","1375","23270","30660","","17902","11699","","2713","0","21","1136","1556","0","","0","0","0","0","4140","","44942","248","248","557","1068","1113",""
"90311","7995","963002","3535437","BAY STATE SAVINGS BANK","Worcester","MA","1608","6/30/2022","8/22/2022","SB","28 Franklin St","1895 MHC","7","0","0","4","0","Worcester","49340","Worcester, MA-CT","3/9/1895","11/20/1985","4/1/2022","Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","baystatesavingsbank.com","394809","4490","399299","0","399299","384035","384035","14594","99499","53322","46177","21180","247092","1670","","0","10663","","4575","0","83","1177","3315","26","","0","26","0","0","0","","179817","61","0","6102","8492","4357",""
"1092","9679","242958","2533070","BAYBANK","Gladstone","MI","49837","6/30/2022","8/22/2022","NM","104 S 10th St","BAYBANK CORP","3","0","0","4","0","Delta","","","7/1/1912","1/1/1934","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://baybank.us","92017","1479","93496","0","93496","60298","60298","6398","24370","2000","22370","0","29530","0","","0","18305","","14893","45","152","5487","9209","0","","0","0","0","0","0","","0","961","778","2400","3998","0",""
"90196","13133","771609","2623430","BAYCOAST BANK","Swansea","MA","2777","6/30/2022","8/22/2022","SB","330 Swansea Mall Dr","NARRAGANSETT FINANCIAL CORP","26","0","1","4","0","Bristol","39300","Providence-Warwick, RI-MA","11/15/1851","6/18/1985","4/1/2022","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.baycoast.bank","2008302","21899","2030201","0","2030201","1672815","1672815","204161","755153","361176","393977","227104","486397","0","","40327","213429","","101230","0","37","2665","98528","2400","","119","2281","0","0","84","","803365","6166","4255","74845","129316","21899",""
"34997","0","2771694","2881650","BAYFIRST NATIONAL BANK","Saint Petersburg","FL","33701","6/30/2022","8/22/2022","N","700 Central Ave","BAYFIRST FINANCIAL CORP","7","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","2/12/1999","2/12/1999","5/16/2022","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.bayfirstfinancial.com","706845","9564","716409","0","716409","446537","446537","13525","236288","193508","42780","2620","193775","329","","0","233730","","36084","0","454","2200","33430","58","","0","58","0","0","0","","467467","0","0","3729","9796","8254",""
"32527","8386","242976","3837373","BAYVANGUARD BANK","Baltimore","MD","21219","6/30/2022","8/22/2022","SB","7114 N Point Rd","BAY-VANGUARD MHC","16","0","0","4","0","Baltimore","12580","Baltimore-Columbia-Towson, MD","9/1/1873","3/26/1987","1/1/2022","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.bayvanguard.com","630370","3104","633474","0","633474","586516","586516","20421","278560","81858","196702","16663","251857","19015","","943","19869","0","19525","0","114","257","19154","6621","","226","6395","0","0","0","0","223220","2692","1905","11176","9245","3108",""
"35541","0","2954059","3170539","BCB COMMUNITY BANK","Bayonne","NJ","7002","6/30/2022","8/22/2022","NM","860 Broadway","BCB BCORP INC","29","0","1","4","0","Hudson","35620","New York-Newark-Jersey City, NY-NJ-PA","11/1/2000","11/1/2000","4/17/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.bcb.bank","2620635","34113","2654748","0","2654748","2515012","2515012","217197","1327395","452067","875328","402543","567877","0","","0","137036","0","2429","0","6","13","2410","271","","0","271","0","0","0","0","760428","10869","5067","19480","197717","0",""
"20215","0","829032","1141115","BCBANK, INC.","Philippi","WV","26416","6/30/2022","8/22/2022","NM","107 Pike St.","APPALACHIAN FINANCIAL CORP","5","0","0","4","0","Barbour","","","6/27/1970","6/29/1970","11/5/2015","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","https://www.bcbankinc.com/","146308","1559","147867","0","147867","126579","126579","7770","71580","17257","54323","9396","36658","1175","","0","9922","","5239","0","0","2709","2530","6127","","3468","2659","0","0","0","","0","1207","594","2880","4890","0",""
"57131","0","3022076","5509889","BEACH BANK","Fort Walton Beac","FL","32548","6/30/2022","8/22/2022","NM","17 Eglin Pkwy Se","BEACH BCORP INC","7","0","0","4","0","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","4/27/2001","4/27/2001","6/30/2022","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","WWW.BEACH.BANK","479978","5496","485474","0","485474","370995","370995","54852","206748","116474","90274","4029","103618","1748","","0","111001","","3473","0","259","362","2852","5","","0","5","0","0","532","","100378","0","0","14791","40061","5496",""
"25644","12481","403067","1031515","BEACON BUSINESS BANK, NATIONAL ASSOCIATION","San Francisco","CA","94104","6/30/2022","8/22/2022","N","425 California St.","TRANS PACIFIC BCORP","3","0","0","4","1","San Francisco","41860","San Francisco-Oakland-Hayward, CA","8/21/1984","8/21/1984","6/27/2022","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","https://beaconbusinessbank.com","75946","1360","77306","41","77347","75067","75067","1465","56963","23346","33617","6480","10159","0","","0","2281","","0","0","0","0","0","0","","0","0","0","0","0","","12408","0","0","0","1465","1104",""
"59106","0","5136959","","BEACON COMMUNITY BANK","Charleston","SC","29403","6/30/2022","8/22/2022","NM","578 E. Bay St, # D","","3","0","0","4","0","Charleston","16700","Charleston-North Charleston, SC","1/8/2018","1/8/2018","1/8/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.beacon.bank","376378","4526","380904","418","381322","356919","356919","29387","139594","55173","84421","13107","174831","0","","0","23620","","783","0","0","262","521","0","","0","0","0","0","0","","314263","0","0","4613","24774","4141",""
"32574","18092","1176881","3818804","BEAL BANK","Plano","TX","75024","6/30/2022","8/22/2022","NM","6000 Legacy Dr","BEAL FINANCIAL CORP","9","0","1","9","0","Collin","19100","Dallas-Fort Worth-Arlington, TX","3/10/1988","3/10/1988","12/15/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.bealbank.com","1729618","4574","1734192","0","1734192","372877","372877","70","1857","407","1450","40201","330749","0","","0","106484","36149","4831","0","0","0","4831","1250000","","0","0","0","1250000","0","12","276541","54291","30272","0","70","4574",""
"57833","0","3284397","3818804","BEAL BANK USA","Las Vegas","NV","89134","6/30/2022","8/22/2022","NM","1970 Village Ctr. Cir, Ste 1","BEAL FINANCIAL CORP","13","0","1","9","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","8/2/2004","8/2/2004","9/22/2020","Stock","0","0","FDIC","DIF","San Francisco","DALLAS","Phoenix","San Francisco","Western","Western","0","0","www.bealbankUSA.com","3207773","38769","3246542","0","3246542","1494242","1494242","3767","1380892","46340","1334552","4029","105554","0","","0","1720396","538794","17","0","0","0","17","31887","","0","31887","0","0","0","0","1483249","75994","64360","0","3767","38769",""
"30043","4618","835378","","BEARDSTOWN SAVINGS S.B.","Beardstown","IL","62618","6/30/2022","8/22/2022","SB","301 S State St","","2","0","0","8","0","Cass","","","1/1/1911","5/23/1949","8/29/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.beardstownsavings.com","38127","318","38445","0","38445","31684","31684","432","2058","328","1730","784","25697","2713","","12","1469","","5231","0","8","3882","1341","49","","0","49","0","0","0","","6400","0","0","410","22","318",""
"30339","5195","123374","3841839","BEAUREGARD FSB","Deridder","LA","70634","6/30/2022","8/22/2022","SA","122 Jefferson Ave.","BEAUREGARD BANCSHARES INC","2","0","0","8","1","Beauregard","","","6/23/1948","6/23/1948","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","0","1","www.beauregardfsb.com","42736","977","43713","0","43713","36380","36380","9198","2732","2732","0","1113","23337","0","","0","3325","","3994","0","0","709","3285","14","","0","14","0","0","0","","0","0","0","4499","4699","0",""
"29024","2781","946274","","BEDFORD FEDERAL SAVINGS BANK","Bedford","IN","47421","6/30/2022","8/22/2022","SB","1030 15th St","","2","0","0","8","0","Lawrence","","","7/1/1934","10/25/1934","8/29/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.bedfed.com","114060","1449","115509","0","115509","104223","104223","20806","14742","12064","2678","40","65982","2653","","0","6031","","5256","0","0","2379","2877","0","","0","0","0","0","843","","24582","182","0","14944","5862","0",""
"11355","11482","696047","1100309","BEDFORD LOAN & DEPOSIT BANK","Bedford","KY","40006","6/30/2022","8/22/2022","NM","45 Hwy. 42 E","MEADE BCORP INC","3","0","0","8","0","Trimble","","","11/2/1891","1/1/1934","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.bedfordbank.com","69849","931","70780","94","70874","61870","61870","7328","5644","3410","2234","734","44043","4121","","347","1001","","7406","0","0","2999","4407","250","","0","250","0","0","0","","39604","0","0","5965","1363","856",""
"12208","12667","761244","1136988","BELGRADE STATE BANK","Belgrade","MO","63622","6/30/2022","8/22/2022","SM","401 Main St.","TURNER BANCSHARES INC","6","0","0","4","0","Washington","","","6/19/1906","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","belgradestatebank.com","271463","3953","275416","0","275416","220997","220997","22494","66183","53015","13168","11356","107126","13838","","4917","28564","","20724","0","0","15131","5593","214","","0","214","0","0","0","","95076","0","0","9458","13036","3115",""
"19581","0","929352","1417333","BELL BANK","Fargo","ND","58103","6/30/2022","8/22/2022","NM","3100 13th Ave, S.","STATE BANKSHARES INC","28","0","1","4","0","Cass","22020","Fargo, ND-MN","5/6/1966","5/6/1966","8/21/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","0","http://www.bell.bank","9638806","133333","9772139","2358","9774497","7137151","7137151","510909","2770840","749145","2021695","849126","2752272","254004","","99086","1739437","0","294445","0","130295","90115","74035","504379","","188706","244794","70879","0","0","0","3540879","11","0","91870","419039","129646",""
"14415","0","178244","2307310","BELLEVUE STATE BANK","Bellevue","IA","52031","6/30/2022","8/22/2022","NM","200 S. 2nd St.","BELLEVUE STB EMPLOYEE STK OWNERSHIP PLAN","1","0","0","2","1","Jackson","","","1/1/1934","5/31/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.bellevuestatebank.com","99798","1730","101528","0","101528","61733","61733","1548","9771","0","9771","2015","24975","23424","","16057","13731","","8159","0","10","6385","1764","1847","","1769","78","0","0","0","","136","0","0","1548","0","0",""
