cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,trn,trnipcoc,trnusgov,trnmuni,trncbo,trnfcfg,trnfc,trnfg
"219","0","764843","1948220","BUFFALO SAVINGS BANK","Buffalo","IA","52728","12/31/2012","11/15/2020","NM","120 Washington St.","APM BCORP INC","1","0","0","8","1","Scott","19340","Davenport-Moline-Rock Island, IA-IL","4/1/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","6994","6510","0","375","109","0","0","0"
"34613","15782","2595975","2595939","BUILDERS BANK","Chicago","IL","60606","12/31/2012","11/15/2020","NM","225 W. Wacker Dr.","BUILDERS FINANCIAL CORP","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/14/1997","10/14/1997","7/23/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","5872","5866","4","2","0","0","0","0"
"11578","0","933621","","BURKE & HERBERT BANK & TRUST COMPANY","Alexandria","VA","22314","12/31/2012","11/15/2020","NM","100 S. Fairfax St.","","25","0","0","4","0","Alexandria City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1852","1/1/1934","4/16/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.burkeandherbertbank.com","160074","155968","0","4106","0","0","0","0"
"27556","15540","1404883","4352444","BURLING BANK","Chicago","IL","60604","12/31/2012","11/15/2020","NM","141 W. Jackson Blvd.","BURLING BCORP INC","1","0","0","5","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/7/1989","8/7/1989","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.burlingbank.com","55727","55727","0","0","0","0","0","0"
"58846","0","3831483","3447585","BURR RIDGE BANK AND TRUST","Burr Ridge","IL","60527","12/31/2012","11/15/2020","NM","7020 County Line Rd.","FIRST CMTY FINL PARTNERS INC","1","0","0","4","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/13/2009","4/13/2009","8/12/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","48645","48451","0","10","184","0","0","0"
"13669","0","304155","2896092","BURTON STATE BANK","Burton","TX","77835","12/31/2012","11/15/2020","NM","515 N Main St.","BURTON BANCSHARES INC","1","0","0","7","1","Washington","","","1/1/1906","1/1/1934","6/19/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.burtonbank.com","12930","12711","1","218","0","0","0","0"
"16450","10287","416245","1203602","BUSEY BANK","Champaign","IL","61820","12/31/2012","11/15/2020","NM","100 W. University Ave.","FIRST BUSEY CORP","46","0","1","4","0","Champaign","16580","Champaign-Urbana, IL","7/8/1946","7/8/1946","1/22/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","0","www.busey.com","235542","220271","0","13338","1933","0","0","0"
"57978","0","3346268","","BUSINESS BANK","Burlington","WA","98233","12/31/2012","11/15/2020","NM","1854 S. Burlington Blvd.","","3","0","0","4","0","Skagit","34580","Mount Vernon-Anacortes, WA","4/11/2005","4/11/2005","5/3/2011","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.savibank.com","20438","20438","0","0","0","0","0","0"
"58545","0","3606971","","BUSINESS BANK OF TEXAS, N.A.","Austin","TX","78758","12/31/2012","11/15/2020","N","1910 W. Braker Lane, Ste 100","","1","0","0","4","1","Travis","12420","Austin-Round Rock, TX","8/6/2007","8/6/2007","8/6/2007","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.businessbankoftexas.com","14765","14765","0","0","0","0","0","0"
"58228","0","3408728","3488850","BUSINESS FIRST BANK","Baton Rouge","LA","70809","12/31/2012","11/15/2020","NM","8440 Jefferson Hwy, # 101","BUSINESS FIRST BANCSHARES INC","6","0","0","4","0","East Baton Rouge","12940","Baton Rouge, LA","2/1/2006","2/1/2006","12/11/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.b1bank.com","42223","13041","0","29182","0","0","0","0"
"16110","15723","1004256","1055687","BUTTE STATE BANK","Butte","NE","68722","12/31/2012","11/15/2020","SM","510 Thayer St.","BUTTE STATE CO","2","0","0","2","1","Boyd","","","1/1/1944","1/3/1944","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","http://www.buttebank.com","9279","8465","0","814","0","0","0","0"
"902","13272","325534","1203107","BYRON BANK","Byron","IL","61010","12/31/2012","11/15/2020","NM","200 N. Walnut","BYRON BANCSHARES INC","5","0","0","4","1","Ogle","","","7/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.byronbank.com","67468","61870","0","5598","0","0","0","0"
"22350","0","233451","2249410","BYRON STATE BANK","Byron","NE","68325","12/31/2012","11/15/2020","NM","115 Kansas Ave.","BYRON STATE INC","1","0","0","2","0","Thayer","","","10/20/1976","10/20/1976","5/16/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","","13703","13561","6","136","0","0","0","0"
"18443","10771","900146","1200496","C US BANK","Cresco","IA","52136","12/31/2012","11/15/2020","NM","111 N. Elm St.","HOW-WIN DEVELOPMENT CO","5","0","0","2","1","Howard","","","4/1/1888","10/3/1961","6/27/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.cusb.com","129913","97612","0","32301","0","0","0","0"
"30119","4779","805876","","C&G SAVINGS BANK","Altoona","PA","16601","12/31/2012","11/15/2020","SB","1201 12th St.","","6","0","0","5","0","Blair","11020","Altoona, PA","1/1/1939","11/26/1940","7/10/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.PennCrest.BANK","20589","19913","0","676","0","0","0","0"
"34092","14450","2362074","3819267","C1 BANK","Saint Petersburg","FL","33701","12/31/2012","11/15/2020","NM","100 5th St. S.","CBM FLORIDA HOLDING CO","23","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","11/17/1995","11/17/1995","12/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","238062","237046","0","270","746","0","0","0"
"57545","0","3166729","2082532","CABARRUS BANK & TRUST COMPANY","Concord","NC","28026","12/31/2012","11/15/2020","SM","25 Palaside Drive, N.E.","UWHARRIE CAPITAL CORP","2","0","0","4","0","Cabarrus","16740","Charlotte-Concord-Gastonia, NC-SC","4/10/2003","4/10/2003","12/15/2008","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","33247","32858","0","389","0","0","0","0"
"1419","0","641047","3484012","CABOOL STATE BANK","Cabool","MO","65689","12/31/2012","11/15/2020","NM","600 Main St.","CABOOL STB EMPLOYEE STK OWNERSHIP PLAN","1","0","0","2","0","Texas","","","3/26/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","18176","16915","0","1261","0","0","0","0"
"34328","0","2506328","","CACHE BANK AND TRUST","Greeley","CO","80631","12/31/2012","11/15/2020","NM","4601 W. 20th St.","","4","0","0","4","0","Weld","24540","Greeley, CO","10/11/1996","10/11/1996","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.cachebankandtrust.com","41895","41734","0","161","0","0","0","0"
"22134","10858","995076","2324997","CACHE VALLEY BANK","Logan","UT","84321","12/31/2012","11/15/2020","NM","101 N. Main St.","CACHE VALLEY BANKING CO","8","0","0","4","0","Cache","30860","Logan, UT-ID","10/2/1975","10/2/1975","5/24/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.cachevalleybank.com","128429","106926","0","21503","0","0","0","0"
"4999","10349","4262534","4037349","CADENCE BANK, N.A.","Birmingham","AL","35203","12/31/2012","11/15/2020","N","2100 3rd Ave. N.","CADENCE BCORP LLC","116","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","5/1/1887","1/1/1934","12/14/2012","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","0","www.cadencebank.com","308533","275985","1","32025","522","0","0","0"
"11785","9983","925354","1108985","CALDWELL BANK & TRUST COMPANY","Columbia","LA","71418","12/31/2012","11/15/2020","NM","202 Main St.","CALDWELL HOLDING CO","2","0","0","4","1","Caldwell","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.caldwellbankandtrust.com","26603","13903","0","12700","0","0","0","0"
"9024","12454","498625","1357046","CALHOUN COUNTY BANK, INC.","Grantsville","WV","26147","12/31/2012","11/15/2020","NM","372 Main St.","CALHOUN BANKSHARES INC","4","0","0","8","0","Calhoun","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.calhounbanks.com","35695","33528","0","2167","0","0","0","0"
"20852","0","837260","1027004","CALIFORNIA BANK & TRUST","San Diego","CA","92130","12/31/2012","11/15/2020","NM","11622 El Camino Real, # 200","ZIONS BCORP","107","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","11/9/1972","11/9/1972","7/17/2009","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","","923370","864787","4","55718","2640","221","221","0"
"58583","0","3614958","","CALIFORNIA BANK OF COMMERCE","Lafayette","CA","94549","12/31/2012","11/15/2020","NM","3595 Mt. Diablo Blvd, 2nd Fl","","1","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","7/17/2007","7/17/2007","5/30/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.californiabankofcommerce.com","101785","101785","0","0","0","0","0","0"
"58037","0","3390337","","CALIFORNIA BUSINESS BANK","Los Angeles","CA","90017","12/31/2012","11/15/2020","NM","800 W. 6th St, # 1000","","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/1/2005","11/1/2005","4/25/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.californiabusinessbank.com","15133","15133","0","0","0","0","0","0"
"35331","0","2907439","2907381","CALIFORNIA FIRST NATIONAL BANK","Irvine","CA","92612","12/31/2012","11/15/2020","N","18201 Von Karman Ave, # 800","CALIFORNIA FIRST NATL BCORP","1","0","0","8","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/23/2001","5/23/2001","10/31/2011","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.calfirst.com","16190","16190","0","0","0","0","0","0"
"23242","0","50461","","CALIFORNIA PACIFIC BANK","San Francisco","CA","94104","12/31/2012","11/15/2020","NM","250 Montgomery St, 5th Fl.","","2","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","10/16/1980","10/16/1980","12/31/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.calpacificbank.com","24242","22712","0","0","0","1530","1530","0"
"58663","0","3669930","4346751","CALIFORNIA REPUBLIC BANK","Irvine","CA","92612","12/31/2012","11/15/2020","SM","18400 Von Karmen Ave, Ste 11","CALIFORNIA REPUBLIC BCORP","4","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","12/5/2007","12/5/2007","12/31/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","258780","258780","0","0","0","0","0","0"
"57904","0","3353172","4392132","CALIFORNIA UNITED BANK","Encino","CA","91436","12/31/2012","11/15/2020","NM","15821 Ventura Blvd, # 100","CU BCORP","8","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/23/2005","5/23/2005","10/9/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","117400","116834","0","566","0","0","0","0"
"11607","0","37743","2504762","CALUMET COUNTY BANK","Brillion","WI","54110","12/31/2012","11/15/2020","SM","103 N. Main St.","CALUMET BANCSHARES INC","2","0","0","4","0","Calumet","11540","Appleton, WI","1/19/1921","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","29985","18651","0","11334","0","0","0","0"
"58512","0","3571015","3571006","CALUSA NATIONAL BANK","Punta Gorda","FL","33950","12/31/2012","11/15/2020","N","3105 Tamiami Trail","CALUSA FINANCIAL CORP INC","5","0","0","4","0","Charlotte","39460","Punta Gorda, FL","4/23/2007","4/23/2007","8/24/2009","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","37239","37239","0","0","0","0","0","0"
"5874","0","39327","2391300","CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND","Berlin","MD","21811","12/31/2012","11/15/2020","NM","24 N. Main St.","CALVIN B TAYLOR BANKSHARES INC","10","0","1","4","0","Worcester","41540","Salisbury, MD-DE","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","WWW.TAYLORBANK.COM","41193","35570","0","5419","204","0","0","0"
"17870","14455","758703","2687795","CAMBRIDGE SAVINGS BANK","Cambridge","MA","2138","12/31/2012","11/15/2020","SB","1374 Massachusetts Ave.","CAMBRIDGE FINANCIAL GROUP INC","17","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/2/1834","7/2/1958","1/5/2007","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.cambridgesavings.com","141850","139032","9","2809","0","0","0","0"
"10987","0","338851","","CAMBRIDGE STATE BANK","Cambridge","MN","55008","12/31/2012","11/15/2020","NM","127 S. Main","","4","0","0","4","1","Isanti","33460","Minneapolis-St. Paul-Bloomington, MN-WI","2/19/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.cambridgestatebank.com","16439","15666","0","773","0","0","0","0"
"14823","13954","43744","3613504","CAMBRIDGE STATE BANK","Cambridge","WI","53523","12/31/2012","11/15/2020","NM","221 W. Main St.","JOHN T VUCUREVICH FOUNDATION","1","0","0","4","0","Dane","31540","Madison, WI","1/1/1892","10/23/1934","10/16/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","18856","13533","0","5323","0","0","0","0"
"8152","0","736206","1115013","CAMBRIDGE TRUST COMPANY","Cambridge","MA","2138","12/31/2012","11/15/2020","NM","1336 Massachusetts Ave.","CAMBRIDGE BCORP","14","0","1","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","1/1/1934","9/29/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","WWW.CAMBRIDGETRUST.COM","158478","138937","0","11810","7731","0","0","0"
"10471","0","302133","1206649","CAMP GROVE STATE BANK","Camp Grove","IL","61424","12/31/2012","11/15/2020","SM","One Main St.","CAMP GROVE BCORP INC","1","0","0","2","1","Marshall","37900","Peoria, IL","1/1/1902","1/1/1934","12/31/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","5896","5471","0","425","0","0","0","0"
"16161","15594","293651","","CAMPBELL COUNTY BANK, INC.","Herreid","SD","57632","12/31/2012","11/15/2020","NM","110 N. Main St.","","2","0","0","2","1","Campbell","","","6/13/1944","6/13/1944","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.campbellcountybank.com","28978","27804","0","1174","0","0","0","0"
"10840","0","424437","","CAMPUS STATE BANK","Campus","IL","60920","12/31/2012","11/15/2020","NM","206 Ctr. St","","1","0","0","2","0","Livingston","","","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.campustatebank.com","5753","5337","0","416","0","0","0","0"
"21801","14346","708454","3195804","CANON NATIONAL BANK","Canon City","CO","81212","12/31/2012","11/15/2020","N","816 Royal Gorge Blvd.","CANON BANK CORP","9","0","0","4","0","Fremont","","","10/23/1974","10/23/1974","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","64455","62086","0","2369","0","0","0","0"
"26450","5824","379470","","CANTON CO-OPERATIVE BANK","Canton","MA","2021","12/31/2012","11/15/2020","SM","671 Washington St.","","1","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","12/5/1985","5/18/2011","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.cantoncoopbank.com","17323","17323","0","0","0","0","0","0"
"15285","0","481140","1095021","CANTON STATE BANK","Canton","MO","63435","12/31/2012","11/15/2020","NM","100 S. 4th St.","CANTON BANCSHARES INC","1","0","0","2","0","Lewis","","","9/27/1935","10/1/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.cantonstatebank.com","9480","9244","0","236","0","0","0","0"
"35547","0","2919423","3247561","CANYON COMMUNITY BANK, NATIONAL ASSOCIATION","Tucson","AZ","85704","12/31/2012","11/15/2020","N","7981 N. Oracle Rd.","CANYON BCORP INC","4","0","0","4","0","Pima","46060","Tucson, AZ","10/10/2000","10/10/2000","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.canyoncommunity.com","48597","48597","0","0","0","0","0","0"
"17524","13642","253440","1097285","CAPAHA BANK, SB","Tamms","IL","62988","12/31/2012","11/15/2020","SB","145 Russell Ave.","TAMMCORP INC","6","0","1","2","0","Alexander","16020","Cape Girardeau, MO-IL","11/26/1955","11/26/1955","7/30/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","65197","60137","2","5058","0","0","0","0"
"90203","0","627108","","CAPE ANN SAVINGS BANK","Gloucester","MA","1930","12/31/2012","11/15/2020","SB","109 Main St.","","3","0","0","8","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/15/1846","10/22/1985","9/29/2006","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","capeannsavings.bank","67638","67610","0","28","0","0","0","0"
"28395","1504","106377","3832819","CAPE BANK","Cape May Court H","NJ","8210","12/31/2012","11/15/2020","SB","225 N. Main St.","CAPE BCORP INC","15","0","0","4","0","Cape May","36140","Ocean City, NJ","1/1/1923","6/21/1948","12/31/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","","44642","37649","0","6993","0","0","0","0"
"26517","1456","119779","3444801","CAPE COD CO-OPERATIVE BANK","Yarmouth Port","MA","2675","12/31/2012","11/15/2020","SB","121 Main St.","COASTAL AFFILIATES MHC","10","0","0","4","0","Barnstable","12700","Barnstable Town, MA","1/1/1921","1/22/1986","5/7/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.mycapecodbank.com","50143","50114","0","29","0","0","0","0"
"19401","0","596156","3035227","CAPITAL BANK","Jacinto City","TX","77029","12/31/2012","11/15/2020","NM","10304 E. Fwy.","JSA FAMILY LTD PARTNERSHIP","6","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/10/1965","4/10/1965","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.capitalbanktx.com","19338","18107","0","1231","0","0","0","0"
"58462","0","3597305","","CAPITAL BANK","San Juan Capistr","CA","92675","12/31/2012","11/15/2020","SM","31351 Rancho Viejo Rd, # 101","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","3/26/2008","3/26/2008","3/31/2008","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","29717","29717","0","0","0","0","0","0"
"19195","14472","80936","1081378","CAPITAL BANK","Fort Oglethorpe","GA","30742","12/31/2012","11/15/2020","NM","625 Battlefield Pkwy.","CATOOSA BANCSHARES INC","3","0","0","4","1","Catoosa","16860","Chattanooga, TN-GA","8/7/1964","8/7/1964","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","36210","35526","0","684","0","0","0","0"
"17640","12273","826255","1123401","CAPITAL BANK","St. Paul","MN","55117","12/31/2012","11/15/2020","NM","1020 Rice St.","FIRST SLEEPY EYE BCORP INC","2","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/30/1956","7/30/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","8745","8745","0","0","0","0","0","0"
"35164","15674","2921659","","CAPITAL BANK AND TRUST COMPANY","Irvine","CA","92618","12/31/2012","11/15/2020","SA","6455 Irvine Ctr. Dr.","","1","0","0","7","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/2000","7/1/2000","7/21/2011","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.americanfunds.com","0","0","0","0","0","0","0","0"
"58464","0","3595262","","CAPITAL BANK OF NEW JERSEY","Vineland","NJ","8360","12/31/2012","11/15/2020","NM","175 S. Main Rd.","","4","0","0","4","0","Cumberland","47220","Vineland-Bridgeton, NJ","4/23/2007","4/23/2007","4/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","","97757","94515","3","3239","0","0","0","0"
"57495","0","3134399","","CAPITAL BANK OF TEXAS","Carrizo Springs","TX","78834","12/31/2012","11/15/2020","NM","200 N. 5th St.","","2","0","0","4","0","Dimmit","","","5/9/2003","5/9/2003","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.capitalbankoftexas.com","33038","24919","0","8119","0","0","0","0"
"59049","0","4160667","4160939","CAPITAL BANK, NATIONAL ASSOCIATION","Coral Gables","FL","33134","12/31/2012","11/15/2020","N","121 Alhambra Plaza, # 1601","CAPITAL BANK FINANCIAL CORP","172","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/16/2010","7/16/2010","10/11/2012","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Raleigh","Atlanta","Southern","Southeast","0","0","","530573","424663","98","105809","3","0","0","0"
"35278","0","2808602","2808590","CAPITAL BANK, NATIONAL ASSOCIATION","Rockville","MD","20850","12/31/2012","11/15/2020","N","One Church St.","CAPITAL BCORP INC","3","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/14/1999","12/14/1999","1/20/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.capitalbankmd.com","94149","94149","0","0","0","0","0","0"
"35322","0","2848493","4135209","CAPITAL BANK, SSB","El Paso","TX","79925","12/31/2012","11/15/2020","SB","8700 Montana","STRATEGIC GROWTH BANK INC","2","0","0","4","0","El Paso","21340","El Paso, TX","10/25/1999","10/25/1999","12/9/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Southern","West","0","1","","45194","45148","1","0","45","0","0","0"
"16803","13715","348551","1055427","CAPITAL CITY BANK","Topeka","KS","66609","12/31/2012","11/15/2020","NM","3710 S.W. Topeka Blvd.","CAPITAL CITY BANCSHARES INC","10","0","0","4","0","Shawnee","45820","Topeka, KS","1/30/1892","6/29/1949","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","112643","92304","3874","16465","0","0","0","0"
"9622","13205","876634","1085509","CAPITAL CITY BANK","Tallahassee","FL","32301","12/31/2012","11/15/2020","SM","217 N. Monroe St.","CAPITAL CITY BANK GROUP INC","70","0","1","4","0","Leon","45220","Tallahassee, FL","6/13/1907","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","0","www.ccbg.com","439889","301953","5","127326","10605","0","0","0"
"33823","13865","2068107","2641621","CAPITAL COMMUNITY BANK","Provo","UT","84604","12/31/2012","11/15/2020","NM","3280 N. University Ave.","CAPITAL COMMUNITY BCORP INC","4","0","0","4","0","Utah","39340","Provo-Orem, UT","7/29/1993","7/29/1993","3/9/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.ccbankutah.com","34822","32403","0","2419","0","0","0","0"
"33954","0","2253891","2277860","CAPITAL ONE BANK (USA), NATIONAL ASSOCIATION","Glen Allen","VA","23060","12/31/2012","11/15/2020","N","4851 Cox Rd.","CAPITAL ONE FINANCIAL CORP","1","2","0","3","0","Henrico","40060","Richmond, VA","11/22/1994","11/22/1994","5/1/2012","Stock","0","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","45476","45440","36","0","0","0","0","0"
"4297","11780","112837","2277860","CAPITAL ONE, NATIONAL ASSOCIATION","Mclean","VA","22102","12/31/2012","11/15/2020","N","1680 Capital 1 Dr.","CAPITAL ONE FINANCIAL CORP","948","1","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/22/1933","1/1/1934","11/1/2012","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","19298775","17553042","521","1723312","21869","31","0","31"
"57562","0","3204993","3589702","CAPITAL PACIFIC BANK","Portland","OR","97205","12/31/2012","11/15/2020","NM","805 Sw Broadway, # 780","CAPITAL PACIFIC BCORP","1","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","8/4/2003","8/4/2003","2/16/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","84021","84021","0","0","0","0","0","0"
