cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,trn,trnipcoc,trnusgov,trnmuni,trncbo,trnfcfg,trnfc,trnfg
"58408","0","3470985","4210478","PARK STERLING BANK","Charlotte","NC","28204","12/31/2012","11/15/2020","NM","1043 E. Morehead St, # 201","PARK STERLING CORP","47","0","1","4","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","10/25/2006","10/25/2006","10/10/2012","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","0","","128745","92550","3","36192","0","0","0","0"
"28235","1195","692973","3828652","PARK VIEW FEDERAL SAVINGS BANK","Solon","OH","44139","12/31/2012","11/15/2020","SA","30000 Aurora Rd.","PVF CAPITAL CORP","16","0","0","4","0","Cuyahoga","17460","Cleveland-Elyria, OH","1/1/1920","7/31/1936","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","145079","145079","0","0","0","0","0","0"
"34888","0","2764212","3347292","PARKE BANK","Sewell","NJ","8080","12/31/2012","11/15/2020","NM","601 Delsea Dr.","PARKE BCORP INC","6","0","1","4","0","Gloucester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/28/1999","1/28/1999","7/17/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.parkebank.com","51645","51579","0","13","53","0","0","0"
"58796","0","3688043","3694026","PARKSIDE FINANCIAL BANK & TRUST","Clayton","MO","63105","12/31/2012","11/15/2020","NM","8112 Maryland Ave, # 101","PARKSIDE FINANCIAL INC","1","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","4/23/2008","4/23/2008","4/23/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.pfbt.com","77828","77828","0","0","0","0","0","0"
"57158","0","3044500","","PARKWAY BANK","Lenoir","NC","28645","12/31/2012","11/15/2020","NM","509 Wilkesboro Blvd, N.E.","","3","0","0","4","0","Caldwell","25860","Hickory-Lenoir-Morganton, NC","8/13/2001","8/13/2001","9/17/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","23106","23106","0","0","0","0","0","0"
"20160","10310","177546","1141188","PARKWAY BANK","Rogers","AR","72758","12/31/2012","11/15/2020","NM","3350 Pinnacle Hills Pkwy. S","PARKWAY BANKSHARES INC","4","0","0","4","0","Benton","22220","Fayetteville-Springdale-Rogers, AR-MO","4/1/1900","11/24/1975","7/9/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","","19786","17972","0","1664","150","0","0","0"
"19008","15641","1001639","1200692","PARKWAY BANK AND TRUST COMPANY","Harwood Heights","IL","60656","12/31/2012","11/15/2020","NM","4800 N. Harlem Ave.","PARKWAY BCORP INC","32","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/22/1964","1/22/1964","5/31/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.parkwaybank.com","103270","91612","0","11658","0","0","0","0"
"58588","0","3655933","","PARTNERS BANK OF CALIFORNIA","Mission Viejo","CA","92691","12/31/2012","11/15/2020","NM","27201 Puerta Real","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","11/16/2007","11/16/2007","9/23/2011","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.partnersbankca.com","39060","39060","0","0","0","0","0","0"
"57215","0","3090338","4022738","PASCACK COMMUNITY BANK","Waldwick","NJ","7463","12/31/2012","11/15/2020","NM","64 Crescent Ave.","PASCACK BCORP INC","8","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","2/19/2002","2/19/2002","5/4/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","98169","78880","0","19289","0","0","0","0"
"14134","10324","300009","2337081","PASSUMPSIC SAVINGS BANK","Saint Johnsbury","VT","5819","12/31/2012","11/15/2020","SB","497 Railroad St.","PASSUMPSIC BCORP","12","0","1","4","0","Caledonia","","","2/24/1853","3/31/1934","7/12/2008","Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","http://www.passumpsicbank.com","97531","77670","0","19861","0","0","0","0"
"15977","14133","729310","2368964","PATHFINDER BANK","Oswego","NY","13126","12/31/2012","11/15/2020","SB","214 W. 1st St.","PATHFINDER BCORP M H C","8","0","0","4","0","Oswego","45060","Syracuse, NY","5/28/1859","7/1/1943","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","89986","83401","16","5152","1417","0","0","0"
"57497","0","3145984","2368964","PATHFINDER COMMERCIAL BANK","Oswego","NY","13126","12/31/2012","11/15/2020","NM","214 W. 1st St.","PATHFINDER BCORP M H C","8","0","0","5","0","Oswego","45060","Syracuse, NY","10/25/2002","10/25/2002","3/31/2006","Stock","15977","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.PATHFINDERBANK.com","5058","0","0","5058","0","0","0","0"
"1992","53533","73554","3304361","PATHWAY BANK","Cairo","NE","68824","12/31/2012","11/15/2020","NM","306 High St.","PATHWAY BCORP","4","0","0","2","0","Hall","24260","Grand Island, NE","1/1/1910","1/1/1934","5/27/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.pathwaybank.com","31813","30336","0","1477","0","0","0","0"
"14783","13996","180041","1203666","PATRIOT BANK","Brooklyn","IA","52211","12/31/2012","11/15/2020","NM","104 Jackson St.","GIBSON INVESTMENT CO","3","0","0","2","1","Poweshiek","","","1/1/1904","10/3/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","23759","18119","147","5453","40","0","0","0"
"34098","11880","2371508","3937488","PATRIOT BANK","Broken Arrow","OK","74012","12/31/2012","11/15/2020","SM","1650 S. Elm Pl.","CACHE HOLDINGS INC","1","0","0","4","1","Tulsa","46140","Tulsa, OK","12/4/1995","12/4/1995","10/17/2009","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","20787","20787","0","0","0","0","0","0"
"57789","0","3301641","","PATRIOT BANK","Trinity","FL","34655","12/31/2012","11/15/2020","NM","1815 Little Rd.","","4","0","0","4","0","Pasco","45300","Tampa-St. Petersburg-Clearwater, FL","10/22/2004","10/22/2004","7/1/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","38323","38207","116","0","0","0","0","0"
"57416","0","3120646","1135374","PATRIOT BANK","Millington","TN","38053","12/31/2012","11/15/2020","SM","8376 Hwy. 51 N.","SECURITY BCORP OF TN INC","5","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","10/9/2002","10/9/2002","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.patriot-bank.com","95387","55570","0","39817","0","0","0","0"
"3258","0","78858","3390430","PATRIOT BANK","Houston","TX","77063","12/31/2012","11/15/2020","NM","7500 San Felipe St.","PATRIOT BANCSHARES INC","10","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","1/1/1930","1/1/1934","12/18/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","141270","135513","5","5752","0","0","0","0"
"58133","0","3437166","","PATRIOT COMMUNITY BANK","Woburn","MA","1801","12/31/2012","11/15/2020","SM","237 Lexington St.","","1","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/3/2006","4/3/2006","1/6/2012","Stock","0","1","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.patriotcb.com","22353","22353","0","0","0","0","0","0"
"58077","17992","3393842","","PATRIOT FEDERAL BANK","Canajoharie","NY","13317","12/31/2012","11/15/2020","SA","211 Erie Blvd.","","2","0","0","5","0","Montgomery","","","12/2/2005","12/2/2005","12/31/2012","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","8303","8303","0","0","0","0","0","0"
"33928","0","2236821","4132169","PATRIOT NATIONAL BANK","Stamford","CT","6901","12/31/2012","11/15/2020","N","900 Bedford St.","PNBK SPONSOR LLC","11","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","8/31/1994","8/31/1994","11/17/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","www.bankpatriot.com","24534","24312","1","221","0","0","0","0"
"58248","0","3441033","","PATRIOT STATE BANK","Fuquay Varina","NC","27526","12/31/2012","11/15/2020","NM","210 N. Main St.","","3","0","0","4","0","Wake","39580","Raleigh, NC","8/21/2006","8/21/2006","7/31/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","26991","26991","0","0","0","0","0","0"
"18019","53341","297051","1057896","PATRIOTS BANK","Garnett","KS","66032","12/31/2012","11/15/2020","NM","131 E. 4th Ave.","GARNETT BANCSHARES INC","6","0","0","4","1","Anderson","","","1/1/1899","6/4/1959","1/13/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.patriotsbank.com","31669","30672","0","997","0","0","0","0"
"57651","0","3198980","3202195","PATRIOTS BANK","Liberty","MO","64068","12/31/2012","11/15/2020","NM","913 W. Liberty Dr.","LIBERTY FIRST BANCSHARES INC","4","0","0","4","0","Clay","28140","Kansas City, MO-KS","11/5/2003","11/5/2003","6/13/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","33654","33378","0","271","5","0","0","0"
"12609","12689","85931","3631469","PATTERSON STATE BANK","Patterson","LA","70392","12/31/2012","11/15/2020","NM","1130 Hwy. 90 W.","PATTERSON BANCSHARES INC","5","0","0","5","0","Saint Mary","","","1/1/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.pattersonstatebank.com","56225","46191","0","10034","0","0","0","0"
"24303","0","500658","1131899","PAVILLION BANK","Richardson","TX","75080","12/31/2012","11/15/2020","NM","1200 W Campbell Rd.","AMTEX BANCSHARES INC","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/17/1983","1/17/1983","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.pavillionbank.com","31137","30849","0","0","288","0","0","0"
"9314","12848","522847","1249712","PBI BANK, INC","Louisville","KY","40223","12/31/2012","11/15/2020","NM","2500 Eastpoint Pkwy.","PORTER BCORP INC","19","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","3/24/1902","1/1/1934","7/23/2012","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","https://www.limestonebank.com","201579","166461","0","35118","0","0","0","0"
"9313","9854","148715","1134283","PBK BANK, INC.","Stanford","KY","40484","12/31/2012","11/15/2020","NM","120 Frontier Blvd.","COMMUNITY BANCSHARES INC","6","0","0","8","0","Lincoln","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.pbkbank.com","34990","32813","0","2177","0","0","0","0"
"57232","0","3121081","","PCSB COMMERCIAL BANK","Brewster","NY","10509","12/31/2012","11/15/2020","NM","2477 Rt. 6","","1","0","0","7","0","Putnam","35620","New York-Newark-Jersey City, NY-NJ-PA","6/14/2002","6/14/2002","8/16/2011","Stock","15995","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","5142","24","0","5118","0","0","0","0"
"57923","0","3348468","","PEACH STATE BANK & TRUST","Gainesville","GA","30501","12/31/2012","11/15/2020","NM","325 Washington St.","","2","0","0","4","0","Hall","23580","Gainesville, GA","4/27/2005","4/27/2005","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.peachstate.bank","48158","47822","0","336","0","0","0","0"
"68","10089","572338","2497202","PEACHTREE BANK","Maplesville","AL","36750","12/31/2012","11/15/2020","NM","9411 Al Hwy. 22","SOUTHCREST FINANCIAL GROUP INC","2","0","0","7","0","Chilton","13820","Birmingham-Hoover, AL","9/19/1919","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","22675","21312","0","1363","0","0","0","0"
"11035","0","236706","2651590","PEAPACK-GLADSTONE BANK","Bedminster","NJ","7921","12/31/2012","11/15/2020","SM","500 Hills Dr. Suite 300","PEAPACK-GLADSTONE FINL CORP","23","0","0","4","0","Somerset","35620","New York-Newark-Jersey City, NY-NJ-PA","9/21/1921","1/1/1934","10/9/2012","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.pgbank.com","166904","57886","0","109018","0","0","0","0"
"18132","0","723868","2184043","PEARLAND STATE BANK","Pearland","TX","77581","12/31/2012","11/15/2020","NM","2301 N. Main St.","COASTAL BANCSHARES INC","1","0","0","7","1","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","1/6/1960","1/6/1960","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.pearlandbank.com","67946","61568","1","6377","0","0","0","0"
"29582","3697","515979","","PEE DEE FEDERAL SAVINGS BANK","Marion","SC","29571","12/31/2012","11/15/2020","SA","106 E. Court St.","","2","0","0","8","0","Marion","","","12/11/1935","12/11/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","8470","8470","0","0","0","0","0","0"
"58483","0","3465392","","PEGASUS BANK","Dallas","TX","75209","12/31/2012","11/15/2020","NM","4515 W. Mockingbird Ln.","","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/24/2007","1/24/2007","4/22/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.pegasusbankdallas.com","138729","138729","0","0","0","0","0","0"
"19430","0","864341","3183913","PEKIN NATIONAL BANK","Pekin","IL","61554","12/31/2012","11/15/2020","N","333 Court St.","PNB BANCSHARES INC","3","0","0","5","0","Tazewell","37900","Peoria, IL","5/8/1965","5/8/1965","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","5749","5385","0","364","0","0","0","0"
"15441","11578","634731","1839421","PELHAM BANKING COMPANY","Pelham","GA","31779","12/31/2012","11/15/2020","NM","180 Mathewson Ave, Sw","PBC BANCSHARES INC","2","0","0","2","1","Mitchell","","","1/1/1910","12/9/1936","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","19508","17019","0","2489","0","0","0","0"
"8329","15866","854258","3316186","PENDER STATE BANK","Pender","NE","68047","12/31/2012","11/15/2020","NM","222 Main St.","FRONTIER MANAGEMENT LLC","1","0","0","2","1","Thurston","","","1/1/1888","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","","28666","26914","0","1751","1","0","0","0"
"6176","0","370020","3137082","PENDLETON COMMUNITY BANK, INC.","Franklin","WV","26807","12/31/2012","11/15/2020","NM","300 N. Main St.","ALLEGHENY BANCSHARES INC","5","0","1","4","0","Pendleton","","","10/5/1925","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","https://yourbank.com","75737","63817","4","11916","0","0","0","0"
"57844","0","3277988","3277979","PENN LIBERTY BANK","Wayne","PA","19087","12/31/2012","11/15/2020","NM","724 W Lancaster Ave Ste 210","PENN LIBERTY FINANCIAL CORP","12","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","9/1/2004","9/1/2004","12/31/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","138601","131963","0","6638","0","0","0","0"
"463","15603","528616","2623524","PENN SECURITY BANK AND TRUST COMPANY","Scranton","PA","18503","12/31/2012","11/15/2020","NM","150 N. Washington Ave.","PENSECO FINL SERVICES CORP","14","0","0","4","0","Lackawanna","42540","Scranton-Wilkes-Barre-Hazleton, PA","8/2/1902","1/1/1934","4/1/2009","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","56083","52465","0","3598","20","0","0","0"
"90208","0","635907","","PENTUCKET BANK","Haverhill","MA","1830","12/31/2012","11/15/2020","SB","One Merrimack St.","","5","0","1","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","10/8/1985","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.pentucketbank.com","92898","92187","0","461","250","0","0","0"
"22756","8951","942539","1426782","PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY","Byrdstown","TN","38549","12/31/2012","11/15/2020","NM","19 Courthouse Sq.","EMPLOYEE STK OWNERSHIP TR PEOPLES B&T PICKETT CNTY","1","0","0","4","0","Pickett","","","11/27/1978","11/27/1978","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","https://www.peoplesbankbyrdstown.com","16107","12318","0","3789","0","0","0","0"
"34146","0","2396592","4096645","PEOPLE'S BANK OF SENECA","Seneca","MO","64865","12/31/2012","11/15/2020","NM","1615 Cherokee Ave.","PBS BANCSHARES INC","2","0","0","4","0","Newton","27900","Joplin, MO","3/15/1996","3/15/1996","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","www.peoplesbankofseneca.com","25595","25595","0","0","0","0","0","0"
"27334","18027","613307","3650152","PEOPLE'S UNITED BANK","Bridgeport","CT","6604","12/31/2012","11/15/2020","SA","850 Main St.","PEOPLES UNITED FINANCIAL INC","421","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","7/6/1988","7/6/1988","6/23/2012","Stock","0","1","OCC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","0","www.peoples.com","7756889","7197826","0","531514","27549","0","0","0"
"58597","0","3548763","","PEOPLEFIRST BANK","Joliet","IL","60435","12/31/2012","11/15/2020","NM","3100 Theodore St.","","2","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/8/2007","1/8/2007","10/1/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.peoplefirstbank.com","14296","14296","0","0","0","0","0","0"
"9489","11773","148238","4262525","PEOPLES BANK","Clifton","TN","38425","12/31/2012","11/15/2020","NM","129 Main St.","PB BANCSHARES EMP STK OWNERSHIP PLAN","3","0","0","4","0","Wayne","","","1/1/1890","1/1/1934","12/13/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","pbbanking.com","34306","29839","0","4467","0","0","0","0"
"16265","15434","998844","1249646","PEOPLES BANK","Rock Valley","IA","51247","12/31/2012","11/15/2020","NM","1230 Valley Dr.","PEOPLES BCORP","7","0","1","2","1","Sioux","","","6/1/1945","6/1/1945","1/10/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.peoples-ebank.com","31696","16070","0","15626","0","0","0","0"
"57362","0","3128174","","PEOPLES BANK","Colleyville","TX","76034","12/31/2012","11/15/2020","NM","5712 Colleyville Blvd.","","2","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","7/23/2002","7/23/2002","10/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","30918","30918","0","0","0","0","0","0"
"9366","12640","70638","4189314","PEOPLES BANK","Mendenhall","MS","39114","12/31/2012","11/15/2020","NM","154 Maud Ave.","PEOPLES BANCSHARES INC","5","0","0","4","1","Simpson","27140","Jackson, MS","11/5/1908","1/1/1934","8/21/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.peoplesbank-ms.com","65226","47345","0","17881","0","0","0","0"
"9882","53020","278153","3236912","PEOPLES BANK","Tulsa","OK","74150","12/31/2012","11/15/2020","NM","445 S. Lewis Ave.","PEOPLES STATE BANCSHARES INC","2","0","0","4","1","Tulsa","46140","Tulsa, OK","1/1/1907","1/1/1934","2/12/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","31449","31428","0","21","0","0","0","0"
"2320","14454","539452","2606321","PEOPLES BANK","Westville","OK","74965","12/31/2012","11/15/2020","NM","121 S. Williams Ave.","PEOPLES COMMERCIAL BCORP INC","2","0","0","2","1","Adair","","","2/3/1903","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.carsoncommunity.bank","12816","9759","0","3057","0","0","0","0"
"19788","0","819855","2814528","PEOPLES BANK","Lubbock","TX","79424","12/31/2012","11/15/2020","SM","5820 82nd St.","PEOPLES BCORP INC","6","0","0","2","0","Lubbock","31180","Lubbock, TX","2/13/1968","2/13/1968","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.peoplesbanktexas.com","31064","23822","0","7242","0","0","0","0"
"15216","14483","715032","1081725","PEOPLES BANK","Lyons","GA","30436","12/31/2012","11/15/2020","NM","299 W. Liberty St.","SOUTH GEORGIA BANKSHARES CORP","3","0","0","4","0","Toombs","","","1/1/1931","7/2/1935","6/2/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.ourpeoplesbank.com","27135","24919","0","2216","0","0","0","0"
"57058","0","2939391","","PEOPLES BANK","Sheridan","AR","72150","12/31/2012","11/15/2020","SM","1120 S. Rock St.","","2","0","0","4","0","Grant","30780","Little Rock-North Little Rock-Conway, AR","9/13/2000","9/13/2000","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.peoplesbankar.com","36679","28115","0","8564","0","0","0","0"
"27398","11115","1293078","1406953","PEOPLES BANK","Paris","TX","75460","12/31/2012","11/15/2020","NM","35 S. Plaza","TEXAS PEOPLES NATL BANCSHARES","3","0","0","4","1","Lamar","","","12/15/1988","12/15/1988","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.pbparis.com","37394","37384","10","0","0","0","0","0"
"9328","0","923257","","PEOPLES BANK","Chatham","LA","71226","12/31/2012","11/15/2020","NM","Front &barnett St.","","1","0","0","4","0","Jackson","","","1/1/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.thepeoplesbankla.com","7107","6864","0","243","0","0","0","0"
"4751","15399","177957","1995103","PEOPLES BANK","Lawrence","KS","66049","12/31/2012","11/15/2020","SM","4831 W. 6th St.","WINTER TRUST OF 12 3 74","15","0","1","4","0","Douglas","29940","Lawrence, KS","11/8/1871","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","41715","40613","0","1102","0","0","0","0"
"35367","0","2886178","3182765","PEOPLES BANK","Elkhorn","WI","53121","12/31/2012","11/15/2020","NM","837 N. Wisconsin St.","PEOPLES BANCSHARES INC","3","0","0","4","0","Walworth","","","3/5/2001","3/5/2001","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","52539","49073","0","3466","0","0","0","0"
"1562","10019","519445","1928727","PEOPLES BANK","Lebanon","KY","40033","12/31/2012","11/15/2020","NM","265 Old Springfield Rd.","COMMUNITY FINANCIAL OF KY INC","2","0","0","4","0","Marion","","","9/16/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","http://www.pboflebanon.com","18756","16608","0","2148","0","0","0","0"
"6158","12995","455972","1030947","PEOPLES BANK","Lynden","WA","98264","12/31/2012","11/15/2020","NM","418 Grover St.","PEOPLES BCORP","24","0","0","4","0","Whatcom","13380","Bellingham, WA","1/7/1921","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","http://www.peoplesbank-wa.com","197113","196441","7","665","0","0","0","0"
"14636","0","723756","3343070","PEOPLES BANK","Coldwater","KS","67029","12/31/2012","11/15/2020","SM","101 E. Main St.","STOCKGROWERS STB EMPLOYEE STK OWNERSHIP PLAN","1","0","0","2","1","Comanche","","","12/5/1905","8/6/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.peoplesbankcoldwater.com","14249","11409","0","2840","0","0","0","0"
"12230","10084","948250","2618427","PEOPLES BANK","Cuba","MO","65453","12/31/2012","11/15/2020","NM","408 W, Washington St.","PEOPLES BCORP INC","5","0","0","4","1","Crawford","","","6/22/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.peoplesbk.com","71067","47264","0","23803","0","0","0","0"
"5956","12325","220527","2818245","PEOPLES BANK","Newton","NC","28658","12/31/2012","11/15/2020","NM","518 W. C St.","PEOPLES BCORP OF NC INC","24","0","0","4","0","Catawba","25860","Hickory-Lenoir-Morganton, NC","1/1/1912","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","https://www.peoplesbanknc.com","177919","168346","0","8091","1482","0","0","0"
"17320","10767","922344","1209480","PEOPLES BANK & TRUST","Pana","IL","62557","12/31/2012","11/15/2020","NM","Third &locust St.","PEOPLE FIRST BANCSHARES INC","11","0","0","2","1","Christian","","","5/1/1954","5/1/1954","12/8/2012","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.bankpbt.com","55416","42118","61","13237","0","0","0","0"
