cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,LNPLEDGE,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"57899","0","3317192","4526496","1ST ADVANTAGE BANK","Saint Peters","MO","63376","3/31/2022","8/22/2022","NM","240 Salt Lick Rd.","BANC INVESTORS LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","119069","1214","120283","21","120304","103437","103437","4434","86092","37182","48910","3382","9373","156","","0","14694","","1685","0","23","308","1354","488","","0","488","0","0","0","","40801","0","0","2353","2081","1214",""
"4122","0","350657","","1ST BANK IN HOMINY","Hominy","OK","74035","3/31/2022","8/22/2022","SM","117 N. Price","","1","0","0","7","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","8/1/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","15162","99","15261","0","15261","7788","7788","0","2446","1590","856","0","4164","1178","","1630","3385","","1869","0","0","657","1212","589","","570","19","0","0","0","","0","0","0","0","0","99",""
"30367","5236","148470","3848427","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","3/31/2022","8/22/2022","SB","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","0","8","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","186408","1032","187440","134","187574","186646","186646","23910","19716","14177","5539","41","142979","0","","0","516","","412","0","0","0","412","0","","0","0","0","0","0","","112642","404","0","23620","290","1032",""
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","3/31/2022","8/22/2022","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","263200","3475","266675","1140","267815","223299","223299","22061","160194","94365","65829","17697","13927","9420","","3071","37009","","649","0","99","0","550","3787","","3787","0","0","0","0","","131539","551","0","6015","16046","3530",""
"58485","0","3594797","5533567","1ST CAPITAL BANK","Salinas","CA","93901","3/31/2022","8/22/2022","NM","150 Main St, # 150, Salinas,","1ST CAPITAL BCORP","7","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","10/30/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapitalbank.com","571786","8424","580210","0","580210","464781","464781","7721","305006","111580","193426","78291","63745","10018","","9116","55201","","31499","0","0","0","31499","19613","","0","2016","17597","0","830","","580210","244","0","0","7721","8604",""
"35456","0","2920773","3118513","1ST COLONIAL COMMUNITY BANK","Collingswood","NJ","8108","3/31/2022","8/22/2022","NM","1040 Haddon Ave.","1ST COLONIAL BCORP INC","4","0","1","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","2/3/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","539299","7343","546642","0","546642","510366","510366","63206","117577","58731","58846","20579","307955","1049","","0","32711","","1234","0","58","482","694","2331","","2023","308","0","0","13259","","378648","282","0","28118","35088","6365",""
"11706","12404","338945","1204083","1ST COMMUNITY BANK","Sherrard","IL","61281","3/31/2022","8/22/2022","NM","407 3rd St","ILLINOIS HOLDING CO","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","43950","476","44426","0","44426","29675","29675","30","2823","2534","289","0","6941","19881","","10224","3172","","1283","0","15","1023","245","72","","68","4","0","0","0","","6207","0","0","0","30","0",""
"34393","0","2531562","2531553","1ST EQUITY BANK","Skokie","IL","60076","3/31/2022","8/22/2022","NM","3956 Dempster St","FIRST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","89215","1637","90852","111","90963","80193","80193","3084","18260","6699","11561","31924","26925","0","","0","10499","","271","0","62","0","209","0","","0","0","0","0","0","","21763","716","0","1288","1796","1038",""
"31410","6903","535575","3834710","1ST FEDERAL SAVINGS BANK OF SC, INC.","Walterboro","SC","29488","3/31/2022","8/22/2022","SA","300 Robertson Blvd.","FIRST CAROLINA BANCSHARES M H C","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","79405","871","80276","0","80276","79051","79051","9308","1364","1364","0","0","68379","0","","0","102","","928","0","11","223","694","195","","0","195","0","0","0","","1691","0","0","4953","4355","748",""
"1673","0","526452","","1ST FINANCIAL BANK USA","Dakota Dunes","SD","57049","3/31/2022","8/22/2022","NM","331 N. Dakota Dunes Blvd.","","2","0","0","8","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","723011","13317","736328","0","736328","127482","127482","58237","2568","2568","0","12074","54532","71","0","3600","746","0","358278","357571","0","371","336","246222","0","0","1169","245053","0","278","0","22892","8704","8701","53827","4410","10357","0"
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","3/31/2022","8/22/2022","N","730 E. Main St.","","11","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","12/31/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","151499","2016","153515","0","153515","144034","144034","16182","47897","19157","28740","9258","70181","516","","0","7832","","1610","0","134","1411","65","39","","39","0","0","0","0","","76706","0","0","10247","5935","2164",""
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","3/31/2022","8/22/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","23","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/15/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","1839767","23365","1863132","0","1863132","1225054","1225054","258868","293235","114728","178507","198719","474226","6","","51","141853","","444944","682","1180","417","442665","51230","","0","51230","0","0","33091","","1202464","0","0","172763","86105","0",""
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","3/31/2022","8/22/2022","SM","100 N Michigan St Ste B","1ST SOURCE CORP","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","8/29/2021","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","5268801","129959","5398760","0","5398760","1440941","1440941","95923","698229","381644","316585","48081","522772","75936","","44851","3595687","113855","138024","0","21999","64322","51703","179257","","1230","27566","150461","0","56419","0","1398996","0","0","17570","78353","78628",""
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","3/31/2022","8/22/2022","NM","4800 Fashion Sq. Blvd","1ST STATE FINANCIAL LTD","5","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","255022","4993","260015","48","260063","152239","152239","7613","120341","81582","38759","899","23270","116","","0","107320","","366","0","122","60","184","138","","108","30","0","0","0","","58443","0","0","844","6769","4010",""
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","3/31/2022","8/22/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","17","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","674235","7335","681570","0","681570","519596","519596","35272","125067","61076","63991","9117","348594","1546","","513","106575","0","28262","3213","1581","14986","8482","26624","","26526","98","0","0","0","0","586646","1000","1000","7545","27727","7335",""
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","3/31/2022","8/22/2022","NM","44 Commerce Dr","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","169042","1748","170790","8","170798","136866","136866","21788","66518","51686","14832","3379","44569","612","","0","26544","","5949","0","667","2351","2931","1439","","0","1439","0","0","0","","0","302","0","4187","17601","0",""
"31249","6607","350572","5281989","1ST UNITED BANK","Faribault","MN","55021","3/31/2022","8/22/2022","NM","430 4th St Nw","MIDCOUNTRY ACQUISITION CORP","2","0","0","7","0","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","68950","1095","70045","0","70045","50837","50837","9512","23431","21660","1771","789","12700","4405","","5155","10604","","2242","0","235","640","1367","1207","","1202","5","0","0","0","","29665","110","0","4623","4889","1095",""
"9751","0","340256","1126149","21ST CENTURY BANK","Loretto","MN","55357","3/31/2022","8/22/2022","NM","699 N. Medina St.","CROSSTOWN HOLDING CO","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","516310","4495","520805","0","520805","396334","396334","21815","251291","178966","72325","65908","52709","4611","","0","123337","","820","0","61","49","710","314","","314","0","0","0","0","","394238","112","0","19279","2536","4495",""
"16910","0","449430","3438051","22ND STATE BANK","Louisville","AL","36048","3/31/2022","8/22/2022","NM","1920 Main St.","FEB BANCSHARES INC","6","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","11/13/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.22ndstatebank.com","139310","2061","141371","0","141371","111524","111524","19443","36006","17717","18289","11187","41738","3150","","2910","18756","","8086","0","65","238","7783","95","","95","0","0","0","0","","29597","1000","0","3711","15732","2033",""
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80903","3/31/2022","8/22/2022","NM","104 S Cascade Ave Ste 102","LITTLE LONDON BCORP","6","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","1/3/2022","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","285726","3977","289703","1369","291072","265778","265778","47871","143118","56136","86982","25352","44037","5400","","282","24690","0","317","0","34","222","61","5","","0","5","0","0","0","0","3400","0","0","15183","32688","0",""
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","3/31/2022","8/22/2022","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","3","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","160177","2354","162531","0","162531","120894","120894","15288","53571","22431","31140","1798","46795","3442","","2923","34232","","4433","0","2483","1885","65","49","","0","49","0","0","0","","36379","0","0","470","14818","2245",""
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","3/31/2022","8/22/2022","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","237875","2999","240874","550","241424","241335","241335","0","40552","276","40276","19021","181762","0","","0","14","","75","75","0","0","0","0","","0","0","0","0","0","","40552","407","0","0","0","2042",""
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","3/31/2022","8/22/2022","SB","1212 Charity St","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","11/16/2021","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","42747","630","43377","0","43377","43335","43335","20093","0","0","0","0","23242","0","","0","0","","42","0","0","0","42","0","","0","0","0","0","0","","0","404","0","18632","1461","630",""
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","3/31/2022","8/22/2022","SB","205 S. Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","56026","836","56862","0","56862","51961","51961","1691","6058","3766","2292","2307","41905","0","","0","2961","","1393","0","15","873","505","547","","512","35","0","0","0","","38569","1111","0","1133","558","0",""
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","3/31/2022","8/22/2022","NM","401 E Spruce St","ABBY BCORP INC","8","0","0","4","0","Clark","","","3/1/1968","3/1/1968","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","364395","3981","368376","0","368376","322508","322508","16021","141937","57515","84422","24648","70260","69642","","20746","22881","","1196","0","76","566","554","1045","","1038","7","0","0","0","","78016","399","0","5123","10898","3981",""
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","3/31/2022","8/22/2022","SM","6 Harrison Ave","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/1/2021","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","www.abingtonbank.com","412646","3721","416367","0","416367","397624","397624","47427","140605","41992","98613","43993","165599","0","","0","18575","","156","0","4","1","151","12","","0","12","0","0","0","","66468","0","0","14792","32635","4067",""
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Kansas City","MO","64108","3/31/2022","8/22/2022","N","1881 Main St","DICKINSON FINANCIAL CORP II","83","0","1","4","0","Jackson","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","3/25/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","1695710","29271","1724981","0","1724981","1163102","1163102","136054","776521","143849","632672","37051","209864","3612","","15","472723","","16765","2384","6794","650","6937","72377","","44820","26282","1275","0","27717","","124422","47","0","51264","84790","24908",""
"4061","13760","266253","1055708","ACB BANK","Cherokee","OK","73728","3/31/2022","8/22/2022","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","89482","1591","91073","2","91075","51597","51597","1991","19185","153","19032","0","9454","20967","","27135","8369","","1511","0","0","810","701","2463","","2216","247","0","0","0","","52197","1146","0","1991","0","0",""
"58727","0","3614837","3637939","ACCESS BANK","Omaha","NE","68114","3/31/2022","8/22/2022","NM","8712 W. Dodge Rd.","3MV BCORP INC","8","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","565492","9681","575173","0","575173","439743","439743","58119","243658","93589","150069","47653","88557","1756","","1646","116977","0","1998","0","1150","793","55","14809","","8679","6130","0","0","0","0","217267","0","0","12567","45552","8990",""
"58562","0","3535848","4556381","ACCESSBANK TEXAS","Denton","TX","76201","3/31/2022","8/22/2022","NM","320 W. Eagle Drive, # 100","ACCESS BCORP INC","6","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","394505","4994","399499","0","399499","342624","342624","75121","194364","103282","91082","13549","56323","3267","","1150","50313","","5379","744","0","1515","3120","33","","0","33","0","0","0","","342412","0","0","29319","45802","4994",""
"7506","12499","5210","1117464","ACNB BANK","Gettysburg","PA","17325","3/31/2022","8/22/2022","NM","16 Lincoln Sq.","ACNB CORP","31","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","1/11/2020","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.acnb.com","1466486","18963","1485449","0","1485449","1285653","1285653","57077","659036","297351","361685","54091","428299","87150","","5415","103575","","11664","0","4235","377","7052","79142","","78767","375","0","0","0","","799038","3545","0","17703","39374","19055",""
"18489","12279","463650","5006472","ADAMS BANK & TRUST","Ogallala","NE","69153","3/31/2022","8/22/2022","SM","315 N. Spruce St.","ADAGE LLC","20","0","1","2","0","Keith","","","2/26/1962","2/26/1962","10/3/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.abtbank.com","719351","13192","732543","0","732543","527480","527480","57177","249544","127551","121993","23616","109655","87488","","105136","81735","","12099","0","1028","5797","5274","6093","","2755","3338","0","0","0","","252080","676","0","13675","43502","0",""
"90140","12033","343903","5626937","ADAMS COMMUNITY BANK","Adams","MA","1220","3/31/2022","8/22/2022","SB","2 Ctr. St","COMMUNITY BCORP BERKSHIRES MHC","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2022","Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","691687","5067","696754","0","696754","673327","673327","20686","69592","14952","54640","12465","570551","33","","0","14231","","8698","0","94","5410","3194","498","","0","498","0","0","13","","453795","640","0","13522","7164","5067",""
"14311","0","9553","1053870","ADAMS COUNTY BANK","Kenesaw","NE","68956","3/31/2022","8/22/2022","NM","401 N. Smith Ave.","FIRST KENESAW CO","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.adamscountybank.net","117045","1212","118257","0","118257","65165","65165","3460","2524","1915","609","3140","7340","48701","","39809","10029","","1249","0","0","804","445","2005","","0","2005","0","0","0","","67538","0","0","1551","1909","1212",""
"9812","0","332756","","ADAMS STATE BANK","Adams","NE","68301","3/31/2022","8/22/2022","NM","649 Main St.","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.adamsstate.com","34065","304","34369","0","34369","18559","18559","608","0","0","0","0","8535","9416","","8408","4514","","2726","0","0","2428","298","162","","114","0","48","0","1967","","6510","0","0","608","0","0",""
"28380","1473","101671","2467474","ADIRONDACK BANK","Utica","NY","13501","3/31/2022","8/22/2022","SM","185 Genesee St.","ADIRONDACK BCORP INC","19","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","523990","4676","528666","926","529592","405551","405551","22972","125465","65493","59972","15871","241243","0","","0","116528","0","7513","0","978","616","5919","0","","0","0","0","0","0","0","159127","1603","9","2960","20012","4678",""
"8251","0","94858","1399505","ADRIAN BANK","Adrian","MO","64720","3/31/2022","8/22/2022","SM","130 E. Main St.","ADRIAN BANCSHARES INC","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","89631","1229","90860","0","90860","58927","58927","6092","15420","6931","8489","0","11156","26259","","13688","10188","","7835","0","0","0","7835","222","","37","185","0","0","0","","21568","0","0","6092","0","1106",""
"8822","0","293352","1125254","ADRIAN STATE BANK","Adrian","MN","56110","3/31/2022","8/22/2022","NM","322 Maine Ave.","ADRIAN BUILDING CORP","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","37389","596","37985","0","37985","20727","20727","0","418","313","105","600","1125","18584","","13405","3291","","557","0","0","362","195","5","","0","5","0","0","0","","0","0","0","0","0","0",""
"29510","3575","321273","5535301","AFFINITY BANK","Covington","GA","30014","3/31/2022","8/22/2022","SA","3175 Hwy. 278","AFFINITY BANCSHARES INC","3","0","0","4","0","Newton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1928","1/20/1947","5/7/2021","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.newtonfederal.com","592944","8818","601762","0","601762","359378","359378","27138","271124","156332","114792","4669","56447","0","","0","162518","","79866","0","145","78219","1502","0","","0","0","0","0","0","","261115","1086","0","20790","6348","8128",""
"35267","14939","2909330","","AIG FEDERAL SAVINGS BANK","Wilmington","DE","19809","3/31/2022","8/22/2022","SA","503 Carr Rd, # 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0",""
"35314","0","2877484","3190023","ALAMERICA BANK","Birmingham","AL","35205","3/31/2022","8/22/2022","NM","2170 Highland Ave.","CARVER FINANCIAL CORP","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","7515","185","7700","15","7715","5057","5057","1074","2184","2150","34","406","1299","94","","0","2401","","246","0","0","0","246","11","","0","11","0","0","0","","2646","0","0","724","350","125",""
"13947","0","869953","1061222","ALAMOSA STATE BANK","Alamosa","CO","81101","3/31/2022","8/22/2022","NM","2225 Main St.","ALAMOSA BCORP LTD","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","142439","1591","144030","258","144288","112342","112342","1819","39466","14078","25388","3399","19316","48342","","12130","10611","","8975","181","0","5631","3163","230","","216","14","0","0","0","","26234","0","0","1819","0","1591",""
"17230","0","2732","1208933","ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION","Chicago","IL","60625","3/31/2022","8/22/2022","N","3400 W Lawrence Ave","ALBANK CORP","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","8/29/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albanybank.com","467363","5005","472368","362","472730","443388","443388","34717","173455","33102","140353","206617","28599","0","","0","29138","","139","0","0","7","132","65","","0","65","0","0","7482","","266066","0","0","1778","32939","0",""
"17622","12071","388744","","ALDEN STATE BANK","Alden","MI","49612","3/31/2022","8/22/2022","NM","Coy &helena St.","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","129465","4848","134313","0","134313","111627","111627","13506","61232","49053","12179","11","36878","0","","0","15391","","5775","385","0","3899","1491","1520","","1141","379","0","0","0","","15475","4037","0","6162","7344","0",""
"9831","0","414102","","ALDEN STATE BANK","Alden","NY","14004","3/31/2022","8/22/2022","SM","13216 Broadway","","3","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","5/1/2009","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","292510","4404","296914","0","296914","259598","259598","27267","49637","14731","34906","18933","163663","98","","0","33765","","3511","0","0","589","2922","40","","0","40","0","0","0","","38668","0","0","4830","22437","3529",""
"3931","10999","933256","2067007","ALERUS FINANCIAL, NATIONAL ASSOCIATION","Grand Forks","ND","58201","3/31/2022","8/22/2022","N","401 Demers Ave.","ALERUS FINANCIAL CORP","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","1808193","31713","1839906","0","1839906","1318719","1318719","73149","496722","197313","299409","73895","643412","31541","","27146","427023","0","53738","0","22047","26394","5297","13280","","12904","376","0","0","0","0","1259819","355","354","31545","41604","28325",""
"13080","0","585235","1201989","ALGONQUIN STATE BANK","Algonquin","IL","60102","3/31/2022","8/22/2022","NM","2400 Huntington Dr N","FIRST ALGONQUIN CO","3","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","8/29/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","80974","639","81613","0","81613","37829","37829","5331","7030","3236","3794","9110","16358","0","","0","6240","","37542","0","36863","4","675","2","","0","2","0","0","0","","11696","161","0","2114","3217","0",""
