cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,ntr,ntripc,ntrusgov,ntrmuni,ntrcomot,ntrfcfg,ntrfc,ntrfg
"5830","12352","678557","1051951","CITIZENS STATE BANK AND TRUST COMPANY","Hiawatha","KS","66434","6/30/2013","11/15/2020","NM","610 Oregon St.","CROSSDALE INC","2","0","0","2","1","Brown","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.csbkansas.com","31503","29518","0","1985","0","0","0","0"
"1933","0","875655","2780717","CITIZENS STATE BANK NORWOOD YOUNG AMERICA","Norwood Young Am","MN","55368","6/30/2013","11/15/2020","NM","409 Faxon Rd.","PIESCO INC","1","0","0","2","0","Carver","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/5/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.citizensstatebanknya.com","57497","57368","0","129","0","0","0","0"
"1918","15428","1001451","1122066","CITIZENS STATE BANK OF GLENVILLE","Glenville","MN","56036","6/30/2013","11/15/2020","NM","300 W. Main St.","CITIZENS INVESTMENT CO INC","2","0","0","2","1","Freeborn","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","19133","18234","0","899","0","0","0","0"
"10957","15514","82659","1992335","CITIZENS STATE BANK OF HAYFIELD","Hayfield","MN","55940","6/30/2013","11/15/2020","NM","216 1st Ave. Ne","COUNTRY BANKERS INC","3","0","0","2","1","Dodge","40340","Rochester, MN","6/10/1910","1/1/1934","5/21/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.csbankmn.com","45789","42934","0","2655","200","0","0","0"
"1513","0","447557","1123782","CITIZENS STATE BANK OF LA CROSSE","La Crosse","WI","54601","6/30/2013","11/15/2020","NM","620 Main St.","CLAYTON BANKSHARES INC","4","0","0","4","1","La Crosse","29100","La Crosse-Onalaska, WI-MN","12/9/1907","1/1/1934","8/25/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.citizensstatebank.us","84361","80236","0","4125","0","0","0","0"
"9422","0","940852","2253060","CITIZENS STATE BANK OF LANKIN","Lankin","ND","58250","6/30/2013","11/15/2020","NM","401 Main St.","CITIZENS STATE BANCSHARES INC","4","0","0","2","1","Walsh","","","5/15/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.csb100.com","21021","18655","0","2366","0","0","0","0"
"6186","12650","479446","1136410","CITIZENS STATE BANK OF LOYAL","Loyal","WI","54446","6/30/2013","11/15/2020","NM","400 N. Main St.","CITIZENS BANCSHARES LOYAL INC","5","0","0","2","0","Clark","","","12/15/1909","1/1/1934","2/1/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","http://www.csbloyal.com","100847","86849","0","13204","794","0","0","0"
"10327","0","954653","3037557","CITIZENS STATE BANK OF LULING","Luling","TX","78648","6/30/2013","11/15/2020","NM","200 S. Magnolia Ave.","SPECTOR HOLDINGS MGNT L L C","2","0","0","4","0","Caldwell","12420","Austin-Round Rock, TX","1/2/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.csbsa.com","26411","25749","0","662","0","0","0","0"
"931","14032","771047","1201390","CITIZENS STATE BANK OF MILFORD","Milford","IL","60953","6/30/2013","11/15/2020","NM","36 E. Jones St.","ARTHUR R MURRAY INC","2","0","0","2","1","Iroquois","","","9/23/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.thefarmbank.com","23581","20659","0","2922","0","0","0","0"
"13107","11537","1000641","1200405","CITIZENS STATE BANK OF NEW CASTLE, INDIANA","New Castle","IN","47362","6/30/2013","11/15/2020","NM","1238 Broad St.","TOWN FINANCIAL CORP","9","0","0","8","0","Henry","","","7/3/1873","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.citizensstatebankindiana.com","238022","221410","0","16612","0","0","0","0"
"10167","15719","822051","2613589","CITIZENS STATE BANK OF ROSEAU","Roseau","MN","56751","6/30/2013","11/15/2020","NM","118 Main Ave. S.","ROSEAU REALTY CO INC","1","0","0","8","1","Roseau","","","5/3/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.citizensros.com","118134","82417","0","35717","0","0","0","0"
"10582","0","207957","1123287","CITIZENS STATE BANK OF TYLER, INCORPORATED","Tyler","MN","56178","6/30/2013","11/15/2020","NM","111 N. Tyler St","CITIZENS ST AGENCY TYLER INC","1","0","0","7","0","Lincoln","","","5/28/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.csbtylermn.com","8116","6900","0","1216","0","0","0","0"
"9337","0","213958","1133549","CITIZENS STATE BANK OF WAVERLY, INC.","Waverly","MN","55390","6/30/2013","11/15/2020","NM","609 Pacific Ave.","CATTAIL BANCSHARES INC","2","0","0","2","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1907","1/1/1934","12/31/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.bankwaverly.com","27795","25567","0","2228","0","0","0","0"
"1118","0","274856","","CITIZENS STATE BANK, OF ARLINGTON","Arlington","SD","57212","6/30/2013","11/15/2020","SM","128 Main St","","3","0","0","2","0","Kingsbury","","","8/28/1901","1/1/1934","12/31/2008","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.csbarlington.com","68120","56363","0","11757","0","0","0","0"
"20818","9076","162337","1085330","CITIZENS TRI-COUNTY BANK","Dunlap","TN","37327","6/30/2013","11/15/2020","NM","15699 Rankin Ave.","SEQUATCHIE VALLEY BANCSHARES","22","0","0","8","1","Sequatchie","16860","Chattanooga, TN-GA","10/2/1972","10/2/1972","7/18/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.ctcbonline.com","355650","315802","0","39848","0","0","0","0"
"8033","13649","680130","1078958","CITIZENS TRUST BANK","Atlanta","GA","30303","6/30/2013","11/15/2020","SM","75 Piedmont Ave, N.E.","CITIZENS BANCSHARES CORP","10","0","1","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","6/18/1921","1/1/1934","9/16/2010","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.ctbconnect.com","300170","238632","0","58877","2661","0","0","0"
"5840","9247","65746","2847236","CITIZENS UNION BANK OF SHELBYVILLE","Shelbyville","KY","40065","6/30/2013","11/15/2020","NM","1854 Midland Trail","LEA M MCMULLAN TRUST","15","0","0","4","0","Shelby","31140","Louisville-Jefferson County, KY-IN","7/1/1888","1/1/1934","5/24/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","http://www.cubbank.com","332918","304765","645","9323","18185","0","0","0"
"8738","0","192147","1491360","CITIZENS' BANK & TRUST CO.","Van Buren","AR","72956","6/30/2013","11/15/2020","SM","3110 Alma Hwy.","FIRST BANK CORP","7","0","0","4","0","Crawford","22900","Fort Smith, AR-OK","5/1/1886","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.cbankandtrust.com","286180","229196","0","55597","1387","0","0","0"
"17830","0","376947","2688596","CITIZENS' BANK OF CHARLESTON","Charleston","MO","63834","6/30/2013","11/15/2020","NM","207 E. Commercial St.","CITIZENS BCORP INC","2","0","0","2","0","Mississippi","","","1/20/1958","2/4/1958","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.citizensbankinfo.com","63416","60952","0","2464","0","0","0","0"
"23523","13156","563336","1144040","CITIZENS' BANK, INC.","Robertsdale","AL","36567","6/30/2013","11/15/2020","NM","21980 Palmer St.","CITIZENS CAPITAL CORP","4","0","0","4","1","Baldwin","19300","Daphne-Fairhope-Foley, AL","9/8/1981","9/8/1981","3/20/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","https://www.citizensbankal.com","50906","47558","0","3302","46","0","0","0"
"25103","0","575254","3382332","CITY BANK","Lubbock","TX","79407","6/30/2013","11/15/2020","NM","5219 City Bank Pkwy.","SOUTH PLAINS FINL EMPLOYEE STK OWNERSHIP PLAN","24","0","0","4","1","Lubbock","31180","Lubbock, TX","4/13/1984","4/13/1984","10/28/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","0","www.city.bank","558589","485613","0","72976","0","0","0","0"
"12608","11822","841753","2625283","CITY BANK & TRUST CO.","Natchitoches","LA","71457","6/30/2013","11/15/2020","NM","Second &st. Denis St.","CITY BANCSHARES INC","5","0","0","7","1","Natchitoches","","","1/1/1933","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.mycitybank.com","91025","88893","0","2132","0","0","0","0"
"5396","14204","79855","1141553","CITY BANK & TRUST CO.","Lincoln","NE","68516","6/30/2013","11/15/2020","NM","2929 Pine Lake Rd.","TCM CO","4","0","0","4","0","Lancaster","30700","Lincoln, NE","4/18/1910","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.citybankandtrust.com","105712","101941","0","3225","546","0","0","0"
"15142","0","997650","1094314","CITY BANK AND TRUST COMPANY OF MOBERLY","Moberly","MO","65270","6/30/2013","11/15/2020","SM","500 W. Coates St.","CENTRAL BANCOMPANY INC","4","0","0","8","0","Randolph","","","5/16/1935","5/16/1935","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","0","www.centralbank.net","96222","93040","0","3182","0","0","0","0"
"57302","0","3058619","3382332","CITY BANK NEW MEXICO","Ruidoso","NM","88345","6/30/2013","11/15/2020","NM","1096 Mechem Dr.","SOUTH PLAINS FINL EMPLOYEE STK OWNERSHIP PLAN","3","0","0","4","1","Lincoln","","","11/27/2001","11/27/2001","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","0","","37417","33435","0","3982","0","0","0","0"
"22131","0","51730","1129663","CITY BANK OF HARTFORD","Hartford","AL","36344","6/30/2013","11/15/2020","NM","307 W. Main St.","HARTFORD FINANCIAL CORP","2","0","0","2","1","Geneva","20020","Dothan, AL","10/1/1975","10/1/1975","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","32110","31363","0","747","0","0","0","0"
"34352","0","2697963","2697954","CITY FIRST BANK OF D.C., NATIONAL ASSOCIATION","Washington","DC","20009","6/30/2013","11/15/2020","N","1432 U St, N.W.","CITY FIRST ENTERPRISES INC","1","0","0","4","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11/24/1998","11/24/1998","9/16/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.cityfirstbank.com","103888","69419","0","24588","9881","0","0","0"
"17281","12900","63069","1027518","CITY NATIONAL BANK","Los Angeles","CA","90210","6/30/2013","11/15/2020","N","555 S. Flower St.","CITY NATIONAL CORP","81","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/4/1953","12/4/1953","4/8/2011","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","www.cnb.com","21344300","21173410","0","169939","951","0","0","0"
"24367","0","697950","3218543","CITY NATIONAL BANK","Corsicana","TX","75110","6/30/2013","11/15/2020","N","1465 W. 2nd Ave.","CITY BANCSHARES INC","1","0","0","8","1","Navarro","","","2/28/1983","2/28/1983","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.mycnbtx.com","18436","18436","0","0","0","0","0","0"
"20234","13121","814430","4211680","CITY NATIONAL BANK OF FLORIDA","Miami","FL","33101","6/30/2013","11/15/2020","N","25 W. Flagler St.","BANCO FINANCIERO Y AHORROS SA","26","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/12/1970","8/12/1970","3/31/2006","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.citynational.com","3334405","2721636","0","612769","0","0","0","0"
"21111","13455","567905","1048849","CITY NATIONAL BANK OF NEW JERSEY","Newark","NJ","7102","6/30/2013","11/15/2020","N","900 Broad St.","CITY NATIONAL BANCSHARES CORP","7","0","1","4","0","Essex","35620","New York-Newark-Jersey City, NY-NJ-PA","6/11/1973","6/11/1973","11/15/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","208340","120070","0","46679","41591","0","0","0"
"17735","11051","1011526","1076262","CITY NATIONAL BANK OF WEST VIRGINIA","Charleston","WV","25304","6/30/2013","11/15/2020","N","3601 Maccorkle Ave, Se","CITY HOLDING CO","83","0","1","4","0","Kanawha","16620","Charleston, WV","4/1/1957","4/1/1957","1/10/2013","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","0","www.bankatcity.com","2549807","2475795","0","40717","33295","0","0","0"
"10534","0","541035","2909554","CITY SAVINGS BANK & TRUST COMPANY","Deridder","LA","70634","6/30/2013","11/15/2020","NM","301 N. Pine St.","LOUISIANA COMMUNITY BCORP INC","9","0","0","4","1","Beauregard","","","5/28/1928","1/1/1934","1/1/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","0","1","","130264","122438","0","7826","0","0","0","0"
"14410","14304","252041","2022725","CITY STATE BANK","Norwalk","IA","50211","6/30/2013","11/15/2020","NM","801 Main St.","ALBRECHT FINL SERVICES INC","8","0","0","4","1","Warren","19780","Des Moines-West Des Moines, IA","1/1/1895","5/25/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.citystatebank.com","137599","134217","0","3073","309","0","0","0"
"16438","12393","893640","3867464","CITY STATE BANK","Central City","IA","52214","6/30/2013","11/15/2020","NM","59 4th St. N.","CITY STATE BCORP INC","2","0","0","4","0","Linn","16300","Cedar Rapids, IA","6/15/1946","6/15/1946","11/30/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.nxtbank.net","110918","85649","0","12466","12803","0","0","0"
"19858","16155","697754","1055007","CITYWIDE BANKS","Aurora","CO","80010","6/30/2013","11/15/2020","NM","10660 E. Colfax Ave.","CITYWIDE BANKS OF COLORADO INC","12","0","0","4","1","Arapahoe","19740","Denver-Aurora-Lakewood, CO","2/17/1969","2/17/1969","4/20/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","846682","799837","0","46107","738","0","0","0"
"58040","0","3328376","","CIVIC BANK & TRUST","Nashville","TN","37203","6/30/2013","11/15/2020","NM","3325 W. End Ave.","","1","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/25/2005","7/25/2005","3/8/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","89879","84379","0","5500","0","0","0","0"
"9486","10086","641579","1246690","CLACKAMAS COUNTY BANK","Sandy","OR","97055","6/30/2013","11/15/2020","NM","38975 Proctor Blvd.","CCB FINANCIAL CORP","4","0","0","4","1","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","1/31/1911","1/1/1934","3/12/2009","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.clackamascountybank.com","91586","90792","0","794","0","0","0","0"
"1022","10108","988144","1205325","CLARE BANK, NATIONAL ASSOCIATION","Platteville","WI","53818","6/30/2013","11/15/2020","N","345 W. Pine St.","MONTFORT BCORP INC","8","0","0","8","1","Grant","","","10/28/1905","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.clarebank.com","179276","156690","0","22586","0","0","0","0"
"18038","7619","47500","","CLAREMONT SAVINGS BANK","Claremont","NH","3743","6/30/2013","11/15/2020","SB","145 Broad St.","","5","0","0","5","0","Sullivan","","","4/15/1907","7/2/1959","5/3/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.claremontsavings.com","212600","209314","0","2274","1012","0","0","0"
"16247","0","503640","","CLARENCE STATE BANK","Clarence","MO","63437","6/30/2013","11/15/2020","NM","101 E. Chestnut","","1","0","0","2","0","Shelby","","","3/31/1945","4/7/1945","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.neighborsbank.com","9028","8774","0","254","0","0","0","0"
"57624","0","3185579","","CLARION COUNTY COMMUNITY BANK","Clarion","PA","16214","6/30/2013","11/15/2020","NM","333 Main St.","","3","0","0","5","0","Clarion","","","1/7/2004","1/7/2004","8/20/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.clarionbank.com","93275","80296","0","9412","3567","0","0","0"
"14980","14254","65241","3613504","CLARKE COUNTY STATE BANK","Osceola","IA","50213","6/30/2013","11/15/2020","NM","139 S Main St.","JOHN T VUCUREVICH FOUNDATION","3","0","0","2","0","Clarke","","","1/3/1935","1/11/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","56957","48065","0","8892","0","0","0","0"
"14581","12890","1007958","1057878","CLARKSON BANK","Clarkson","NE","68629","6/30/2013","11/15/2020","NM","243 Pine St.","CLARKSON MANAGEMENT CO","1","0","0","2","1","Colfax","","","5/17/1934","7/18/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.clarksonbank.com","27597","22815","0","4782","0","0","0","0"
"34957","0","2735173","2735164","CLARKSTON STATE BANK","Clarkston","MI","48346","6/30/2013","11/15/2020","NM","15 S. Main St.","CLARKSTON FINANCIAL CORP","4","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","12/18/1998","12/18/1998","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","66403","66167","0","236","0","0","0","0"
"3126","14787","182951","2762384","CLASSIC BANK, NATIONAL ASSOCIATION","Cameron","TX","76520","6/30/2013","11/15/2020","N","102 N. Houston St.","CAMERON FINANCIAL CORP","6","0","0","4","1","Milam","","","8/22/1889","1/1/1934","3/10/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.classic.bank","219154","188747","0","30407","0","0","0","0"
"58660","0","3730746","","CLATSOP COMMUNITY BANK","Seaside","OR","97138","6/30/2013","11/15/2020","NM","1150 N. Roosevelt Drive, # 1","","2","0","0","4","0","Clatsop","","","4/22/2008","4/22/2008","1/8/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","40747","32796","0","7951","0","0","0","0"
"2444","0","832528","1427211","CLAY COUNTY BANK, INC.","Clay","WV","25043","6/30/2013","11/15/2020","NM","150 Main St.","FIRST CLAY COUNTY BANC CORP","2","0","0","6","0","Clay","16620","Charleston, WV","6/4/1902","1/1/1934","5/28/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://claycountybank.com","47568","46343","0","1225","0","0","0","0"
"29764","4055","125873","3842863","CLAY COUNTY SAVINGS BANK","Liberty","MO","64068","6/30/2013","11/15/2020","SA","1178 W. Kansas St.","CCSB FINANCIAL CORP","4","0","0","4","0","Clay","28140","Kansas City, MO-KS","1/1/1922","5/12/1937","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","claycountysavings.com","59136","58399","0","737","0","0","0","0"
"10821","9860","498942","3390159","CLAY COUNTY STATE BANK","Louisville","IL","62858","6/30/2013","11/15/2020","NM","111 N. Church St.","CLAY CNTY STATE BANCSHARES INC","1","0","0","2","1","Clay","","","9/13/1905","1/1/1934","4/25/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.claycobank.com","34862","33770","0","1092","0","0","0","0"
"6104","0","146654","3153242","CLAYTON BANK AND TRUST","Knoxville","TN","37902","6/30/2013","11/15/2020","NM","620 Market St.","CLAYTON BCORP INC","18","0","0","4","1","Knox","28940","Knoxville, TN","1/1/1889","1/1/1934","6/15/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","0","","421377","333146","0","16404","71827","0","0","0"
"15690","15922","865544","1840221","CLEAR LAKE BANK AND TRUST COMPANY","Clear Lake","IA","50428","6/30/2013","11/15/2020","SM","322 Main","ARNESON BANCSHARES INC","4","0","0","4","1","Cerro Gordo","","","1/1/1934","11/10/1939","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.clearlakebank.com","157256","143149","0","13912","195","0","0","0"
"2443","12776","886624","1076150","CLEAR MOUNTAIN BANK","Bruceton Mills","WV","26525","6/30/2013","11/15/2020","SM","160 Morgantown St","STATE BCORP INC","12","0","1","4","0","Preston","34060","Morgantown, WV","1/1/1931","1/1/1934","5/28/2010","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.clearmountainbank.com","381202","367162","0","14040","0","0","0","0"
"11116","12162","975911","3159244","CLEARFIELD BANK & TRUST COMPANY","Clearfield","PA","16830","6/30/2013","11/15/2020","NM","11 N. 2nd St.","CBT FINANCIAL CORP","14","0","0","4","0","Clearfield","","","1/15/1902","1/16/1934","11/5/2010","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","","333050","323766","0","9284","0","0","0","0"
"406","16947","155759","1052958","CLEO STATE BANK","Cleo Springs","OK","73729","6/30/2013","11/15/2020","NM","202 S. Sq.","CLEO BANCSHARES INC","4","0","0","2","1","Major","","","10/25/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","cleostatebank.com","44299","40452","0","3847","0","0","0","0"
"9517","0","48440","1202865","CLEVELAND STATE BANK","Cleveland","WI","53015","6/30/2013","11/15/2020","NM","1250 W. Washington Ave.","WISCUB INC","2","0","0","8","0","Manitowoc","","","4/19/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.clevelandstate.bank","58451","52860","0","3346","2245","0","0","0"
"28633","1997","554473","3790432","CLIFTON SAVINGS BANK","Clifton","NJ","7013","6/30/2013","11/15/2020","SA","1433 Van Houten Ave, 3rd Fl.","CLIFTON MHC","13","0","0","5","0","Passaic","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1928","1/2/1940","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","736570","732077","0","0","4493","0","0","0"
"304","15798","782548","2266387","CLINTON BANK","Clinton","KY","42031","6/30/2013","11/15/2020","NM","220 E. Clay St.","CLINTON BCORP INC","1","0","0","2","0","Hickman","","","9/1/1887","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.clintonbankky.com","19839","18882","0","957","0","0","0","0"
"90181","8340","179700","3195756","CLINTON SAVINGS BANK","Clinton","MA","1510","6/30/2013","11/15/2020","SB","200 Church St.","CLINTON FINANCIAL SERVICES MHC","7","0","0","4","0","Worcester","49340","Worcester, MA-CT","5/15/1851","11/20/1985","4/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.clintonsavings.com","356408","352333","0","4075","0","0","0","0"
"1099","15451","341851","1128358","CLINTON STATE BANK","Clinton","MN","56225","6/30/2013","11/15/2020","SM","Main St. &ushy 75","FRANDSEN FINANCIAL CORP","1","0","0","2","1","Big Stone","","","1/1/1903","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","37125","34736","0","2389","0","0","0","0"
"27055","11640","81429","2684338","CLOVER COMMUNITY BANK","Clover","SC","29710","6/30/2013","11/15/2020","NM","124 N. Main St.","CLOVER CMTY BANKSHARES INC","2","0","0","4","0","York","16740","Charlotte-Concord-Gastonia, NC-SC","10/1/1987","10/1/1987","4/1/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","69975","65241","403","4091","240","0","0","0"
"23047","18040","191805","3671960","CMS BANK","Mount Vernon","NY","10550","6/30/2013","11/15/2020","SB","40 E. 1st St.","CMS BCORP INC","6","0","0","4","0","Westchester","35620","New York-Newark-Jersey City, NY-NJ-PA","2/1/1980","2/1/1980","6/29/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","184711","184711","0","0","0","0","0","0"
"4832","13973","933023","2429838","CNB","Centreville","MD","21617","6/30/2013","11/15/2020","SM","109 N. Commerce St.","SHORE BANCSHARES INC","11","0","1","4","0","Queen Annes","12580","Baltimore-Columbia-Towson, MD","6/1/1876","1/1/1934","1/1/2011","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","shoreunitedbank.com","381568","363791","380","17397","0","0","0","0"
"13876","11178","399517","1118340","CNB BANK","Clearfield","PA","16830","6/30/2013","11/15/2020","NM","One S. 2nd St.","CNB FINANCIAL CORP","29","0","0","4","0","Clearfield","","","1/27/1934","2/9/1934","8/5/2009","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.cnbbank.bank","1428263","1171025","0","257238","0","0","0","0"
