cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"57899","0","3317192","3370517","1ST ADVANTAGE BANK","Saint Peters","MO","63376","9/30/2011","11/15/2020","NM","240 Salt Lick Rd.","1ST ADVANTAGE BANCSHARES INC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","76161","76161","76033","0","128","0","0","0","","6838","4428","69323","18346","1427","49550","71733","4428","71733","61943","65403","2561","8038","8038","6879","",""
"16522","0","888253","2003975","1ST BANK","Evanston","WY","82930","9/30/2011","11/15/2020","NM","1001 Main St.","GLACIER BCORP INC","10","0","1","5","0","Uinta","","","1/1/1934","12/23/1946","9/22/2011","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","0","0","","523048","523048","426713","12","95731","592","0","0","","42576","22430","480472","81927","195693","202851","500618","89233","433815","393557","435763","16005","69730","67493","0","",""
"22039","0","564856","1128415","1ST BANK","Sidney","MT","59270","9/30/2011","11/15/2020","SM","120 2nd St, N.W.","1ST UNITED BCORP INC","2","0","0","2","1","Richland","","","6/9/1975","6/9/1975","6/22/2007","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","108978","108978","108677","1","300","0","0","0","","47131","34074","61847","31387","9737","20724","74904","34074","74904","107522","102679","2858","0","0","0","",""
"16419","17301","419255","1055780","1ST BANK & TRUST","Broken Bow","OK","74728","9/30/2011","11/15/2020","SM","710 S. Park Dr.","SOUTHEASTERN BANCSHARES INC","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","99176","99176","92218","0","6958","0","0","0","","45053","24791","54123","5868","13471","34783","74385","24791","74384","95768","92830","5533","0","0","0","",""
"30367","5236","148470","3848427","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","9/30/2011","11/15/2020","SA","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","216624","216624","216624","0","0","0","0","0","","39396","20079","177228","1291","106412","69525","177228","20079","196545","207349","184581","12705","0","0","0","",""
"4788","0","488055","1055904","1ST BANK OF TROY","Troy","KS","66087","9/30/2011","11/15/2020","NM","212 S. Main St.","DON-CO INVESTMENT CO","1","0","0","2","0","Doniphan","41140","St. Joseph, MO-KS","2/4/1870","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","20197","20197","16851","0","3346","0","0","0","","10828","2265","9369","0","1625","7744","17932","2265","17932","20197","18162","565","0","0","0","",""
"31826","7509","589671","1133286","1ST BANK OKLAHOMA","Claremore","OK","74017","9/30/2011","11/15/2020","SA","1698 S Lynn Riggs Blvd","BANCFIRST CORP","6","0","0","4","0","Rogers","46140","Tulsa, OK","10/12/1976","10/12/1976","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","0","","160799","160799","146026","0","14773","0","0","0","","50954","23949","109845","27893","19661","62291","136850","23949","136850","149998","142040","11356","5000","5000","0","",""
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","9/30/2011","11/15/2020","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","4","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","119481","119481","119285","0","196","0","0","0","","42447","32118","77034","20731","16533","39770","87363","32669","86812","106470","106609","3922","0","0","99","",""
"32487","8322","941653","1064791","1ST CAMERON STATE BANK","Cameron","MO","64429","9/30/2011","11/15/2020","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","0","6","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","38213","38213","34343","9","3861","0","0","0","","10032","4931","28181","2227","6045","19909","33282","4931","33282","34989","36029","4255","0","0","0","",""
"58485","0","3594797","","1ST CAPITAL BANK","Monterey","CA","93940","9/30/2011","11/15/2020","NM","5 Harris Court, Bldg. N, # N","","4","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","4/21/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","203406","203406","194748","0","7222","1436","0","0","","76873","69047","126533","46352","35551","44630","134359","69047","134359","181368","134877","5085","2943","2943","0","",""
"57657","0","3247598","3602236","1ST CENTURY BANK, NATIONAL ASSOCIATION","Los Angeles","CA","90067","9/30/2011","11/15/2020","N","1875 Century Park East, # 14","1ST CENTURY BANCSHARES INC","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/1/2004","3/1/2004","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","327915","327915","292365","0","35310","240","0","0","","147673","122903","180242","132370","979","46893","205012","122903","205012","280688","216741","0","7551","7551","0","",""
"35456","0","2920773","3118513","1ST COLONIAL NATIONAL BANK","Collingswood","NJ","8108","9/30/2011","11/15/2020","N","1040 Haddon Ave.","1ST COLONIAL BCORP INC","4","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","245904","245904","178736","0","67024","144","0","0","","26925","12848","218979","23019","150730","45230","233056","34676","211228","234428","155095","3664","200","200","0","",""
"58358","0","3465383","1247334","1ST COMMERCE BANK","North Las Vegas","NV","89031","9/30/2011","11/15/2020","NM","5135 Camino Al Norte, # 4","CAPITOL BCORP LTD","1","0","0","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","10/18/2006","10/18/2006","11/3/2006","Stock","0","0","FDIC","DIF","San Francisco","CHICAGO","Phoenix","San Francisco","Western","Western","0","0","","31270","31270","16984","0","0","14286","0","0","","7710","7668","23560","1285","94","22181","23602","7668","23602","26393","30983","0","4462","4462","14286","",""
