PERMNO,date,SICCD,TICKER,COMNAM,PERMCO,HSICIG,DIVAMT,PRC
10104,3/31/2009,7370,ORCL,ORACLE CORP,8045,,,18.07
10104,4/30/2009,7370,ORCL,ORACLE CORP,8045,,0.05,19.34
10104,6/30/2009,7370,ORCL,ORACLE CORP,8045,,,21.42
10104,7/31/2009,7370,ORCL,ORACLE CORP,8045,,0.05,22.13
10104,8/31/2009,7370,ORCL,ORACLE CORP,8045,,,21.88
10104,9/30/2009,7370,ORCL,ORACLE CORP,8045,,,20.84
10104,11/30/2009,7370,ORCL,ORACLE CORP,8045,,,22.08
10104,12/31/2009,7370,ORCL,ORACLE CORP,8045,,,24.53
10104,3/31/2010,7370,ORCL,ORACLE CORP,8045,,,25.71
10104,4/30/2010,7370,ORCL,ORACLE CORP,8045,,0.05,25.8675
10104,6/30/2010,7370,ORCL,ORACLE CORP,8045,,,21.46
10104,8/31/2010,7370,ORCL,ORACLE CORP,8045,,,21.845
10104,9/30/2010,7370,ORCL,ORACLE CORP,8045,,,26.85
10104,11/30/2010,7370,ORCL,ORACLE CORP,8045,,,27.045
10104,12/31/2010,7370,ORCL,ORACLE CORP,8045,,,31.3
10104,1/31/2011,7370,ORCL,ORACLE CORP,8045,,0.05,32.03
10104,2/28/2011,7370,ORCL,ORACLE CORP,8045,,,32.9
10104,3/31/2011,7370,ORCL,ORACLE CORP,8045,,,33.4325
10104,5/31/2011,7370,ORCL,ORACLE CORP,8045,,,34.22
10104,6/30/2011,7370,ORCL,ORACLE CORP,8045,,,32.91
10104,8/31/2011,7370,ORCL,ORACLE CORP,8045,,,28.07
10104,9/30/2011,7370,ORCL,ORACLE CORP,8045,,,28.74
10104,10/31/2011,7370,ORCL,ORACLE CORP,8045,,0.06,32.77
10104,11/30/2011,7370,ORCL,ORACLE CORP,8045,,,31.35
10104,1/31/2012,7370,ORCL,ORACLE CORP,8045,,0.06,28.21
10104,2/29/2012,7370,ORCL,ORACLE CORP,8045,,,29.255
10104,4/30/2012,7370,ORCL,ORACLE CORP,8045,,0.06,29.4
10104,5/31/2012,7370,ORCL,ORACLE CORP,8045,,,26.47
10104,7/31/2012,7370,ORCL,ORACLE CORP,8045,,0.06,30.2
10104,8/31/2012,7370,ORCL,ORACLE CORP,8045,,,31.65
10104,10/31/2012,7370,ORCL,ORACLE CORP,8045,,0.06,31.08
10104,11/30/2012,7370,ORCL,ORACLE CORP,8045,,,32.175
10104,12/31/2012,7370,ORCL,ORACLE CORP,8045,,0.06,33.32
10104,1/31/2013,7370,ORCL,ORACLE CORP,8045,,,35.51
10104,2/28/2013,7370,ORCL,ORACLE CORP,8045,,,34.24
10104,4/30/2013,7370,ORCL,ORACLE CORP,8045,,,32.78
10104,5/31/2013,7370,ORCL,ORACLE CORP,8045,,,33.78
10104,7/31/2013,7372,ORCL,ORACLE CORP,8045,,0.12,32.35
10104,9/30/2013,7372,ORCL,ORACLE CORP,8045,,,33.17
10104,10/31/2013,7372,ORCL,ORACLE CORP,8045,,0.12,33.5
10104,12/31/2013,7372,ORCL,ORACLE CORP,8045,,,38.26
10104,1/31/2014,7372,ORCL,ORACLE CORP,8045,,0.12,36.9
10104,2/28/2014,7372,ORCL,ORACLE CORP,8045,,,39.11
10104,3/31/2014,7372,ORCL,ORACLE CORP,8045,,,40.91
10104,4/30/2014,7372,ORCL,ORACLE CORP,8045,,0.12,40.88
10104,6/30/2014,7372,ORCL,ORACLE CORP,8045,,,40.53
10104,7/31/2014,7372,ORCL,ORACLE CORP,8045,,0.12,40.39
10104,9/30/2014,7372,ORCL,ORACLE CORP,8045,,,38.28
10104,10/31/2014,7372,ORCL,ORACLE CORP,8045,,0.12,39.05
10104,12/31/2014,7372,ORCL,ORACLE CORP,8045,,,44.97
10104,3/31/2015,7372,ORCL,ORACLE CORP,8045,,,43.15
10104,4/30/2015,7372,ORCL,ORACLE CORP,8045,,0.15,43.62
10104,6/30/2015,7372,ORCL,ORACLE CORP,8045,,,40.3
10104,7/31/2015,7372,ORCL,ORACLE CORP,8045,,0.15,39.94
10104,8/31/2015,7372,ORCL,ORACLE CORP,8045,,,37.09
10104,9/30/2015,7372,ORCL,ORACLE CORP,8045,,,36.12
10104,11/30/2015,7372,ORCL,ORACLE CORP,8045,,,38.97
10104,12/31/2015,7372,ORCL,ORACLE CORP,8045,,,36.53
10104,2/29/2016,7372,ORCL,ORACLE CORP,8045,,,36.78
10104,3/31/2016,7372,ORCL,ORACLE CORP,8045,,,40.91
10104,5/31/2016,7372,ORCL,ORACLE CORP,8045,,,40.2
10104,6/30/2016,7372,ORCL,ORACLE CORP,8045,,,40.93
10104,8/31/2016,7372,ORCL,ORACLE CORP,8045,,,41.22
10104,9/30/2016,7372,ORCL,ORACLE CORP,8045,,,39.28
10104,10/31/2016,7372,ORCL,ORACLE CORP,8045,,0.15,38.42
10104,11/30/2016,7372,ORCL,ORACLE CORP,8045,,,40.19
10104,1/31/2017,7372,ORCL,ORACLE CORP,8045,,0.15,40.11
10104,2/28/2017,7372,ORCL,ORACLE CORP,8045,,,42.59
10104,3/31/2017,7372,ORCL,ORACLE CORP,8045,,,44.61
10104,5/31/2017,7372,ORCL,ORACLE CORP,8045,,,45.39
10104,6/30/2017,7372,ORCL,ORACLE CORP,8045,,,50.14
10104,7/31/2017,7372,ORCL,ORACLE CORP,8045,,0.19,49.93
10104,8/31/2017,7372,ORCL,ORACLE CORP,8045,,,50.33
10104,10/31/2017,7372,ORCL,ORACLE CORP,8045,,0.19,50.9
10104,11/30/2017,7372,ORCL,ORACLE CORP,8045,,,49.06
10104,1/31/2018,7372,ORCL,ORACLE CORP,8045,,0.19,51.59
10104,2/28/2018,7372,ORCL,ORACLE CORP,8045,,,50.67
10104,4/30/2018,7372,ORCL,ORACLE CORP,8045,,0.19,45.67
10104,5/31/2018,7372,ORCL,ORACLE CORP,8045,,,46.72
10104,7/31/2018,7372,ORCL,ORACLE CORP,8045,,0.19,47.68
10104,8/31/2018,7372,ORCL,ORACLE CORP,8045,,,48.58
10104,10/31/2018,7372,ORCL,ORACLE CORP,8045,,0.19,48.84
10104,11/30/2018,7372,ORCL,ORACLE CORP,8045,,,48.76
10104,12/31/2018,7372,ORCL,ORACLE CORP,8045,,,45.15
10104,1/31/2019,7372,ORCL,ORACLE CORP,8045,,0.19,50.23
10104,2/28/2019,7372,ORCL,ORACLE CORP,8045,,,52.13
10104,4/30/2019,7372,ORCL,ORACLE CORP,8045,,0.24,55.33
10104,5/31/2019,7372,ORCL,ORACLE CORP,8045,,,50.6
10104,7/31/2019,7372,ORCL,ORACLE CORP,8045,,0.24,56.3
10104,9/30/2019,7372,ORCL,ORACLE CORP,8045,,,55.03
10104,10/31/2019,7372,ORCL,ORACLE CORP,8045,,0.24,54.49
10104,12/31/2019,7372,ORCL,ORACLE CORP,8045,,,52.98
10107,3/31/2009,7370,MSFT,MICROSOFT CORP,8048,,,18.37
10107,4/30/2009,7370,MSFT,MICROSOFT CORP,8048,,,20.26
10107,6/30/2009,7370,MSFT,MICROSOFT CORP,8048,,,23.77
10107,7/31/2009,7370,MSFT,MICROSOFT CORP,8048,,,23.52
10107,8/31/2009,7370,MSFT,MICROSOFT CORP,8048,,0.13,24.65
10107,9/30/2009,7370,MSFT,MICROSOFT CORP,8048,,,25.72
10107,11/30/2009,7370,MSFT,MICROSOFT CORP,8048,,0.13,29.41
10107,12/31/2009,7370,MSFT,MICROSOFT CORP,8048,,,30.48
10107,3/31/2010,7370,MSFT,MICROSOFT CORP,8048,,,29.2875
10107,4/30/2010,7370,MSFT,MICROSOFT CORP,8048,,,30.535
10107,6/30/2010,7370,MSFT,MICROSOFT CORP,8048,,,23.01
10107,8/31/2010,7370,MSFT,MICROSOFT CORP,8048,,0.13,23.465
10107,9/30/2010,7370,MSFT,MICROSOFT CORP,8048,,,24.49
10107,11/30/2010,7370,MSFT,MICROSOFT CORP,8048,,0.16,25.2575
10107,12/31/2010,7370,MSFT,MICROSOFT CORP,8048,,,27.91
10107,1/31/2011,7370,MSFT,MICROSOFT CORP,8048,,,27.725
10107,2/28/2011,7370,MSFT,MICROSOFT CORP,8048,,0.16,26.58
10107,3/31/2011,7370,MSFT,MICROSOFT CORP,8048,,,25.39
10107,5/31/2011,7370,MSFT,MICROSOFT CORP,8048,,0.16,25.01
10107,6/30/2011,7370,MSFT,MICROSOFT CORP,8048,,,26
10107,8/31/2011,7370,MSFT,MICROSOFT CORP,8048,,0.16,26.6
10107,9/30/2011,7370,MSFT,MICROSOFT CORP,8048,,,24.89
10107,10/31/2011,7370,MSFT,MICROSOFT CORP,8048,,,26.63
10107,11/30/2011,7370,MSFT,MICROSOFT CORP,8048,,0.2,25.58
10107,1/31/2012,7370,MSFT,MICROSOFT CORP,8048,,,29.53
10107,2/29/2012,7370,MSFT,MICROSOFT CORP,8048,,0.2,31.74
10107,4/30/2012,7370,MSFT,MICROSOFT CORP,8048,,,32.015
10107,5/31/2012,7370,MSFT,MICROSOFT CORP,8048,,0.2,29.19
10107,7/31/2012,7370,MSFT,MICROSOFT CORP,8048,,,29.47
10107,8/31/2012,7370,MSFT,MICROSOFT CORP,8048,,0.2,30.82
10107,10/31/2012,7370,MSFT,MICROSOFT CORP,8048,,,28.54
10107,11/30/2012,7370,MSFT,MICROSOFT CORP,8048,,0.23,26.615
10107,12/31/2012,7370,MSFT,MICROSOFT CORP,8048,,,26.7097
10107,1/31/2013,7370,MSFT,MICROSOFT CORP,8048,,,27.45
10107,2/28/2013,7370,MSFT,MICROSOFT CORP,8048,,0.23,27.8
10107,4/30/2013,7370,MSFT,MICROSOFT CORP,8048,,,33.1
10107,5/31/2013,7370,MSFT,MICROSOFT CORP,8048,,0.23,34.9
10107,7/31/2013,7370,MSFT,MICROSOFT CORP,8048,,,31.84
10107,9/30/2013,7370,MSFT,MICROSOFT CORP,8048,,,33.28
10107,10/31/2013,7370,MSFT,MICROSOFT CORP,8048,,,35.405
10107,12/31/2013,7370,MSFT,MICROSOFT CORP,8048,,,37.41
10107,1/31/2014,7370,MSFT,MICROSOFT CORP,8048,,,37.84
10107,2/28/2014,7370,MSFT,MICROSOFT CORP,8048,,0.28,38.31
10107,3/31/2014,7370,MSFT,MICROSOFT CORP,8048,,,40.99
10107,4/30/2014,7370,MSFT,MICROSOFT CORP,8048,,,40.4
10107,6/30/2014,7370,MSFT,MICROSOFT CORP,8048,,,41.7
10107,7/31/2014,7370,MSFT,MICROSOFT CORP,8048,,,43.16
10107,9/30/2014,7370,MSFT,MICROSOFT CORP,8048,,,46.36
10107,10/31/2014,7370,MSFT,MICROSOFT CORP,8048,,,46.95
10107,12/31/2014,7370,MSFT,MICROSOFT CORP,8048,,,46.45
10107,3/31/2015,7370,MSFT,MICROSOFT CORP,8048,,,40.655
10107,4/30/2015,7370,MSFT,MICROSOFT CORP,8048,,,48.64
10107,6/30/2015,7370,MSFT,MICROSOFT CORP,8048,,,44.15
10107,7/31/2015,7370,MSFT,MICROSOFT CORP,8048,,,46.7
10107,8/31/2015,7370,MSFT,MICROSOFT CORP,8048,,0.31,43.52
10107,9/30/2015,7370,MSFT,MICROSOFT CORP,8048,,,44.26
10107,11/30/2015,7370,MSFT,MICROSOFT CORP,8048,,0.36,54.35
10107,12/31/2015,7370,MSFT,MICROSOFT CORP,8048,,,55.48
10107,2/29/2016,7370,MSFT,MICROSOFT CORP,8048,,0.36,50.88
10107,3/31/2016,7370,MSFT,MICROSOFT CORP,8048,,,55.23
10107,5/31/2016,7370,MSFT,MICROSOFT CORP,8048,,0.36,53
10107,6/30/2016,7370,MSFT,MICROSOFT CORP,8048,,,51.17
10107,8/31/2016,7370,MSFT,MICROSOFT CORP,8048,,0.36,57.46
10107,9/30/2016,7370,MSFT,MICROSOFT CORP,8048,,,57.6
10107,10/31/2016,7370,MSFT,MICROSOFT CORP,8048,,,59.92
10107,11/30/2016,7370,MSFT,MICROSOFT CORP,8048,,0.39,60.26
10107,1/31/2017,7370,MSFT,MICROSOFT CORP,8048,,,64.65
10107,2/28/2017,7370,MSFT,MICROSOFT CORP,8048,,0.39,63.98
10107,3/31/2017,7370,MSFT,MICROSOFT CORP,8048,,,65.86
10107,5/31/2017,7370,MSFT,MICROSOFT CORP,8048,,0.39,69.84
10107,6/30/2017,7370,MSFT,MICROSOFT CORP,8048,,,68.93
10107,7/31/2017,7370,MSFT,MICROSOFT CORP,8048,,,72.7
10107,8/31/2017,7370,MSFT,MICROSOFT CORP,8048,,0.39,74.77
10107,10/31/2017,7370,MSFT,MICROSOFT CORP,8048,,,83.18
10107,11/30/2017,7370,MSFT,MICROSOFT CORP,8048,,0.42,84.17
10107,1/31/2018,7370,MSFT,MICROSOFT CORP,8048,,,95.01
10107,2/28/2018,7370,MSFT,MICROSOFT CORP,8048,,0.42,93.77
10107,4/30/2018,7370,MSFT,MICROSOFT CORP,8048,,,93.52
10107,5/31/2018,7370,MSFT,MICROSOFT CORP,8048,,0.42,98.84
10107,7/31/2018,7370,MSFT,MICROSOFT CORP,8048,,,106.08
10107,8/31/2018,7370,MSFT,MICROSOFT CORP,8048,,0.42,112.33
10107,10/31/2018,7370,MSFT,MICROSOFT CORP,8048,,,106.81
10107,11/30/2018,7370,MSFT,MICROSOFT CORP,8048,,0.46,110.89
10107,12/31/2018,7370,MSFT,MICROSOFT CORP,8048,,,101.57
10107,1/31/2019,7370,MSFT,MICROSOFT CORP,8048,,,104.43
10107,2/28/2019,7370,MSFT,MICROSOFT CORP,8048,,0.46,112.03
10107,4/30/2019,7370,MSFT,MICROSOFT CORP,8048,,,130.60001
10107,5/31/2019,7370,MSFT,MICROSOFT CORP,8048,,0.46,123.68
10107,7/31/2019,7370,MSFT,MICROSOFT CORP,8048,,,136.27
10107,9/30/2019,7370,MSFT,MICROSOFT CORP,8048,,,139.03
10107,10/31/2019,7370,MSFT,MICROSOFT CORP,8048,,,143.37
10107,12/31/2019,7370,MSFT,MICROSOFT CORP,8048,,,157.7
10137,3/31/2009,4911,AYE,ALLEGHENY ENERGY INC,20045,,0.15,23.17
10137,4/30/2009,4911,AYE,ALLEGHENY ENERGY INC,20045,,,25.92
10137,6/30/2009,4911,AYE,ALLEGHENY ENERGY INC,20045,,0.15,25.65
10137,7/31/2009,4911,AYE,ALLEGHENY ENERGY INC,20045,,,25.21
10137,8/31/2009,4911,AYE,ALLEGHENY ENERGY INC,20045,,,26.41
10137,9/30/2009,4911,AYE,ALLEGHENY ENERGY INC,20045,,0.15,26.52
10137,11/30/2009,4911,AYE,ALLEGHENY ENERGY INC,20045,,,21.98
10137,12/31/2009,4911,AYE,ALLEGHENY ENERGY INC,20045,,0.15,23.48
10137,3/31/2010,4911,AYE,ALLEGHENY ENERGY INC,20045,,0.15,23
10137,4/30/2010,4911,AYE,ALLEGHENY ENERGY INC,20045,,,21.78
10137,6/30/2010,4911,AYE,ALLEGHENY ENERGY INC,20045,,0.15,20.68
10137,8/31/2010,4911,AYE,ALLEGHENY ENERGY INC,20045,,,22.55
10137,9/30/2010,4911,AYE,ALLEGHENY ENERGY INC,20045,,0.15,24.52
10137,11/30/2010,4911,AYE,ALLEGHENY ENERGY INC,20045,,,22.82
10137,12/31/2010,4911,AYE,ALLEGHENY ENERGY INC,20045,,0.15,24.24
10137,1/31/2011,4911,AYE,ALLEGHENY ENERGY INC,20045,,,25.78
10137,2/28/2011,4911,AYE,ALLEGHENY ENERGY INC,20045,,25.5461,
10138,3/31/2009,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.25,28.86
10138,4/30/2009,6211,TROW,T ROWE PRICE GROUP INC,8087,,,38.52
10138,6/30/2009,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.25,41.67
10138,7/31/2009,6211,TROW,T ROWE PRICE GROUP INC,8087,,,46.71
10138,8/31/2009,6211,TROW,T ROWE PRICE GROUP INC,8087,,,45.3
10138,9/30/2009,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.25,45.7
10138,11/30/2009,6211,TROW,T ROWE PRICE GROUP INC,8087,,,48.93
10138,12/31/2009,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.25,53.25
10138,3/31/2010,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.27,54.97
10138,4/30/2010,6211,TROW,T ROWE PRICE GROUP INC,8087,,,57.54
10138,6/30/2010,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.27,44.39
10138,8/31/2010,6211,TROW,T ROWE PRICE GROUP INC,8087,,,43.79
10138,9/30/2010,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.27,50.065
10138,11/30/2010,6211,TROW,T ROWE PRICE GROUP INC,8087,,,58.33
10138,12/31/2010,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.27,64.54
10138,1/31/2011,6211,TROW,T ROWE PRICE GROUP INC,8087,,,65.92
10138,2/28/2011,6211,TROW,T ROWE PRICE GROUP INC,8087,,,66.98
10138,3/31/2011,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.31,66.42
10138,5/31/2011,6211,TROW,T ROWE PRICE GROUP INC,8087,,,63.3
10138,6/30/2011,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.31,60.34
10138,8/31/2011,6211,TROW,T ROWE PRICE GROUP INC,8087,,,53.48
10138,9/30/2011,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.31,47.77
10138,10/31/2011,6211,TROW,T ROWE PRICE GROUP INC,8087,,,52.84
10138,11/30/2011,6211,TROW,T ROWE PRICE GROUP INC,8087,,,56.76
10138,1/31/2012,6211,TROW,T ROWE PRICE GROUP INC,8087,,,57.84
10138,2/29/2012,6211,TROW,T ROWE PRICE GROUP INC,8087,,,61.59
10138,4/30/2012,6211,TROW,T ROWE PRICE GROUP INC,8087,,,63.115
10138,5/31/2012,6211,TROW,T ROWE PRICE GROUP INC,8087,,,57.59
10138,7/31/2012,6211,TROW,T ROWE PRICE GROUP INC,8087,,,60.75
10138,8/31/2012,6211,TROW,T ROWE PRICE GROUP INC,8087,,,61.44
10138,10/31/2012,6211,TROW,T ROWE PRICE GROUP INC,8087,,,64.88
10138,11/30/2012,6211,TROW,T ROWE PRICE GROUP INC,8087,,,64.67
10138,12/31/2012,6211,TROW,T ROWE PRICE GROUP INC,8087,,1,65.1171
10138,12/31/2012,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.34,65.1171
10138,1/31/2013,6211,TROW,T ROWE PRICE GROUP INC,8087,,,71.41
10138,2/28/2013,6211,TROW,T ROWE PRICE GROUP INC,8087,,,71.19
10138,4/30/2013,6211,TROW,T ROWE PRICE GROUP INC,8087,,,72.5
10138,5/31/2013,6211,TROW,T ROWE PRICE GROUP INC,8087,,,75.91
10138,7/31/2013,6211,TROW,T ROWE PRICE GROUP INC,8087,,,75.24
10138,9/30/2013,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.38,71.93
10138,10/31/2013,6211,TROW,T ROWE PRICE GROUP INC,8087,,,77.41
10138,12/31/2013,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.38,83.77
10138,1/31/2014,6211,TROW,T ROWE PRICE GROUP INC,8087,,,78.44
10138,2/28/2014,6211,TROW,T ROWE PRICE GROUP INC,8087,,,81.17
10138,3/31/2014,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.44,82.35
10138,4/30/2014,6211,TROW,T ROWE PRICE GROUP INC,8087,,,82.13
10138,6/30/2014,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.44,84.41
10138,7/31/2014,6211,TROW,T ROWE PRICE GROUP INC,8087,,,77.66
10138,9/30/2014,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.44,78.4
10138,10/31/2014,6211,TROW,T ROWE PRICE GROUP INC,8087,,,82.09
10138,12/31/2014,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.44,85.86
10138,3/31/2015,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.52,80.98
10138,4/30/2015,6211,TROW,T ROWE PRICE GROUP INC,8087,,2,81.18
10138,6/30/2015,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.52,77.73
10138,7/31/2015,6211,TROW,T ROWE PRICE GROUP INC,8087,,,77.13
10138,8/31/2015,6211,TROW,T ROWE PRICE GROUP INC,8087,,,71.88
10138,9/30/2015,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.52,69.5
10138,11/30/2015,6211,TROW,T ROWE PRICE GROUP INC,8087,,,76.15
10138,12/31/2015,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.52,71.49
10138,2/29/2016,6211,TROW,T ROWE PRICE GROUP INC,8087,,,69.11
10138,3/31/2016,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.54,73.46
10138,5/31/2016,6211,TROW,T ROWE PRICE GROUP INC,8087,,,77.06
10138,6/30/2016,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.54,72.97
10138,8/31/2016,6211,TROW,T ROWE PRICE GROUP INC,8087,,,69.54
10138,9/30/2016,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.54,66.5
10138,10/31/2016,6211,TROW,T ROWE PRICE GROUP INC,8087,,,64.01
10138,11/30/2016,6211,TROW,T ROWE PRICE GROUP INC,8087,,,74.06
10138,1/31/2017,6211,TROW,T ROWE PRICE GROUP INC,8087,,,67.44
10138,2/28/2017,6211,TROW,T ROWE PRICE GROUP INC,8087,,,71.21
10138,3/31/2017,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.57,68.15
10138,5/31/2017,6211,TROW,T ROWE PRICE GROUP INC,8087,,,70.44
10138,6/30/2017,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.57,74.21
10138,7/31/2017,6211,TROW,T ROWE PRICE GROUP INC,8087,,,82.72
10138,8/31/2017,6211,TROW,T ROWE PRICE GROUP INC,8087,,,84.36
10138,10/31/2017,6211,TROW,T ROWE PRICE GROUP INC,8087,,,92.9
10138,11/30/2017,6211,TROW,T ROWE PRICE GROUP INC,8087,,,102.92
10138,1/31/2018,6211,TROW,T ROWE PRICE GROUP INC,8087,,,111.63
10138,2/28/2018,6211,TROW,T ROWE PRICE GROUP INC,8087,,,111.9
10138,4/30/2018,6211,TROW,T ROWE PRICE GROUP INC,8087,,,113.82
10138,5/31/2018,6211,TROW,T ROWE PRICE GROUP INC,8087,,,121.42
10138,7/31/2018,6211,TROW,T ROWE PRICE GROUP INC,8087,,,119.08
10138,8/31/2018,6211,TROW,T ROWE PRICE GROUP INC,8087,,,115.89
10138,10/31/2018,6211,TROW,T ROWE PRICE GROUP INC,8087,,,96.99
10138,11/30/2018,6211,TROW,T ROWE PRICE GROUP INC,8087,,,99.36
10138,12/31/2018,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.7,92.32
10138,1/31/2019,6211,TROW,T ROWE PRICE GROUP INC,8087,,,93.46
10138,2/28/2019,6211,TROW,T ROWE PRICE GROUP INC,8087,,,100.43
10138,4/30/2019,6211,TROW,T ROWE PRICE GROUP INC,8087,,,107.5
10138,5/31/2019,6211,TROW,T ROWE PRICE GROUP INC,8087,,,101.14
10138,7/31/2019,6211,TROW,T ROWE PRICE GROUP INC,8087,,,113.39
10138,9/30/2019,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.76,114.25
10138,10/31/2019,6211,TROW,T ROWE PRICE GROUP INC,8087,,,115.8
10138,12/31/2019,6211,TROW,T ROWE PRICE GROUP INC,8087,,0.76,121.84
10145,3/31/2009,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,27.86
10145,4/30/2009,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,31.21
10145,6/30/2009,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,31.4
10145,7/31/2009,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,34.7
10145,8/31/2009,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3025,36.76
10145,9/30/2009,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,37.15
10145,11/30/2009,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3025,38.47
10145,12/31/2009,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,39.2
10145,3/31/2010,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,45.27
10145,4/30/2010,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,47.47
10145,6/30/2010,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,39.03
10145,8/31/2010,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3025,39.06
10145,9/30/2010,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,43.94
10145,11/30/2010,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3025,49.71
10145,12/31/2010,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,53.16
10145,1/31/2011,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,56.01
10145,2/28/2011,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3325,57.91
10145,3/31/2011,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,59.71
10145,5/31/2011,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3325,59.55
10145,6/30/2011,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,59.59
10145,8/31/2011,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3325,47.81
10145,9/30/2011,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,43.91
10145,10/31/2011,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,52.4
10145,11/30/2011,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3725,54.15
10145,1/31/2012,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,58.04
10145,2/29/2012,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3725,59.57
10145,4/30/2012,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,60.66
10145,5/31/2012,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3725,55.66
10145,7/31/2012,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,58.05
10145,8/31/2012,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.3725,58.45
10145,10/31/2012,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,61.24
10145,11/30/2012,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.41,61.33
10145,12/31/2012,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,63.47
10145,1/31/2013,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,68.24
10145,2/28/2013,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.41,70.1
10145,4/30/2013,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,73.54
10145,5/31/2013,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,0.41,78.46
10145,7/31/2013,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,82.98
10145,9/30/2013,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,83.04
10145,10/31/2013,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,86.73
10145,12/31/2013,3724,HON,HONEYWELL INTERNATIONAL INC,22168,,,91.37
10145,1/31/2014,3714,HON,HONEYWELL INTERNATIONAL INC,22168,,,91.23
10145,2/28/2014,3714,HON,HONEYWELL INTERNATIONAL INC,22168,,0.45,94.44
10145,3/31/2014,3714,HON,HONEYWELL INTERNATIONAL INC,22168,,,92.76
10145,4/30/2014,3714,HON,HONEYWELL INTERNATIONAL INC,22168,,,92.9
10145,6/30/2014,3714,HON,HONEYWELL INTERNATIONAL INC,22168,,,92.95
10145,7/31/2014,3714,HON,HONEYWELL INTERNATIONAL INC,22168,,,91.83
10145,9/30/2014,3714,HON,HONEYWELL INTERNATIONAL INC,22168,,,93.12
10145,10/31/2014,3714,HON,HONEYWELL INTERNATIONAL INC,22168,,,96.12
