date,MOM
20150206,-0.75
20150209,-0.63
20150210,1.22
20150211,0.49
20150212,-0.49
20150213,-1.34
20150217,-0.11
20150218,0.68
20150219,-0.57
20150220,0.5
20150223,0.89
20150224,-0.04
20150225,-1
20150226,0.42
20150227,-0.17
20150302,0.41
20150303,-0.39
20150304,0.05
20150305,-0.02
20150306,0.04
20150309,0.79
20150310,0.43
20150311,-0.07
20150312,0.69
20150313,0.74
20150316,0.65
20150317,0.21
20150318,-0.86
20150319,0.98
20150320,-0.43
20150323,-0.49
20150324,-0.18
20150325,-1.22
20150326,-0.01
20150327,1.14
20150330,0.14
20150331,-0.24
20150401,-0.15
20150402,-0.57
20150406,-1.23
20150407,-0.3
20150408,1.27
20150409,-0.77
20150410,0.33
20150413,0.06
20150414,-1.14
20150415,-1.68
20150416,0.57
20150417,0.06
20150420,0.3
20150421,1.23
20150422,-0.18
20150423,-0.27
20150424,0.4
20150427,-1.18
20150428,-0.74
20150429,-1.23
20150430,-1.13
20150501,1
20150504,0.24
20150505,-0.43
20150506,0.45
20150507,0.84
20150508,0.17
20150511,0.53
20150512,-0.32
20150513,-0.08
20150514,0.84
20150515,-0.36
20150518,0.75
20150519,0.84
20150520,-0.18
20150521,-0.51
20150522,0.31
20150526,0.37
20150527,0.8
20150528,0.22
20150529,0.13
20150601,0.4
20150602,-0.84
20150603,0.29
20150604,0.15
20150605,-0.17
20150608,-0.04
20150609,-0.04
20150610,-0.08
20150611,0.42
20150612,0.08
20150615,0.28
20150616,0.11
20150617,0.21
20150618,0.81
20150619,0.38
20150622,0.19
20150623,-0.26
20150624,0.01
20150625,0.84
20150626,0.05
20150629,0.32
20150630,0.69
20150701,1.59
20150702,-0.33
20150706,1.41
20150707,-0.34
20150708,0.55
20150709,0.02
20150710,1.04
20150713,-0.01
20150714,-0.27
20150715,1.27
20150716,0.77
20150717,-0.11
20150720,1.38
20150721,-0.39
20150722,1.05
20150723,-0.16
20150724,1.05
20150727,0.21
20150728,-0.92
20150729,-1.02
20150730,0.2
20150731,1.2
20150803,1.06
20150804,0.27
20150805,0.72
20150806,-2.07
20150807,1
20150810,-1.99
20150811,0.09
20150812,-0.97
20150813,1.32
20150814,0.18
20150817,0.72
20150818,0.22
20150819,1.21
20150820,-0.41
20150821,-0.12
20150824,-0.01
20150825,0.95
20150826,0.43
20150827,-2.08
20150828,-1.48
20150831,-1.76
20150901,0.83
20150902,1.01
20150903,-0.72
20150904,0.71
20150908,0.88
20150909,0.28
20150910,0.31
20150911,1.25
20150914,0.52
20150915,-0.43
20150916,-1.69
20150917,1.1
20150918,1.22
20150921,-0.08
20150922,0.4
20150923,1.98
20150924,-0.57
20150925,-0.53
20150928,-0.35
20150929,-0.43
20150930,0.25
20151001,0.63
20151002,-2.07
20151005,-1.94
20151006,-3.07
20151007,-0.33
20151008,-1.6
20151009,0.46
20151012,1.83
20151013,-0.15
20151014,-0.77
20151015,0.67
20151016,0.81
20151019,1.35
20151020,-1.06
20151021,0.43
20151022,-0.67
20151023,0.81
20151026,1.71
20151027,1.69
20151028,-0.69
20151029,-0.53
20151030,-1.01
20151102,-1.01
20151103,-1.48
20151104,0.81
20151105,1.07
20151106,0.33
20151109,0.43
20151110,0.79
20151111,1.37
20151112,0.68
20151113,-0.6
20151116,-1
20151117,0.86
20151118,-0.47
20151119,0.21
20151120,0.89
20151123,0.08
20151124,-1.34
20151125,0.02
20151127,0.78
20151130,-0.63
20151201,0.48
20151202,0.98
20151203,-0.06
20151204,2.01
20151207,0.66
20151208,1.11
20151209,-1.42
20151210,-0.51
20151211,0.43
20151214,1.46
20151215,0.04
20151216,-0.17
20151217,0.75
20151218,-0.77
20151221,-0.07
20151222,-1.06
20151223,-1.86
20151224,0.08
20151228,1.4
20151229,0.24
20151230,0.5
20151231,-0.95
20160104,-1.93
20160105,0.65
20160106,1.87
20160107,0.85
20160108,-0.1
20160111,1.56
20160112,1.02
20160113,0.13
20160114,-0.65
20160115,0.35
20160119,1.6
20160120,-0.13
20160121,-2.59
20160122,-0.17
20160125,1.57
20160126,-1.92
20160127,-0.46
20160128,0.47
20160129,-1.2
20160201,0.3
20160202,1.25
20160203,-2.44
20160204,-2.04
20160205,-0.77
20160208,1.1
20160209,1.76
20160210,0.64
20160211,0.55
20160212,-1.31
20160216,-1.36
20160217,-2.27
20160218,0.18
20160219,1.41
20160222,-1.59
20160223,1.49
20160224,-0.21
20160225,0.43
20160226,-1.98
20160229,-0.88
20160301,-0.15
20160302,-2.5
20160303,-1.92
20160304,-0.98
20160307,-2.38
20160308,3.6
20160309,-0.1
20160310,0.53
20160311,-1.94
20160314,-0.06
20160315,2.08
20160316,-1.18
20160317,-0.93
20160318,-0.89
20160321,-0.13
20160322,-0.06
20160323,3.1
20160324,-0.51
20160328,0.85
20160329,-0.18
20160330,0.09
20160331,-1
20160401,1.08
20160404,0.55
20160405,0.18
20160406,-1.4
20160407,0.3
20160408,-0.58
20160411,0.03
20160412,-1.44
20160413,-1.35
20160414,-0.11
20160415,0.42
20160418,-0.29
20160419,-0.61
20160420,-1.11
20160421,-0.88
20160422,-1.27
20160425,1.37
20160426,-0.85
20160427,-0.68
20160428,0.71
20160429,0.71
20160502,0.94
20160503,1.64
20160504,1.27
20160505,0.23
20160506,0.21
20160509,0.91
20160510,-0.69
20160511,0.38
20160512,1.12
20160513,0.2
20160516,-0.72
20160517,-1.51
20160518,0.3
20160519,0.22
20160520,-1.19
20160523,-0.43
20160524,0.08
20160525,-1.59
20160526,0.54
20160527,-0.21
20160531,-0.61
20160601,-0.03
20160602,-0.6
20160603,0.67
20160606,-1.31
20160607,0
20160608,0.55
20160609,1.15
20160610,1.52
20160613,0.3
20160614,0.73
20160615,-0.59
20160616,0.44
20160617,-1.02
20160620,-0.37
20160621,0.45
20160622,0.12
20160623,-1.08
20160624,2.04
20160627,2.77
20160628,-1.44
20160629,-0.92
20160630,0.63
20160701,-0.95
20160705,1.94
20160706,-0.43
20160707,-0.57
20160708,-0.61
20160711,-0.22
20160712,-1.52
20160713,0.86
20160714,-0.61
20160715,-0.13
20160718,-0.7
20160719,0.63
20160720,-0.8
20160721,-0.31
20160722,0.33
20160725,-0.08
20160726,-0.26
20160727,-0.88
20160728,0.19
20160729,0.19
20160801,-0.07
20160802,0.44
20160803,-1.55
20160804,0.5
20160805,-1.34
20160808,-0.45
20160809,0.44
20160810,0.8
20160811,-0.73
20160812,-0.28
20160815,-1.05
20160816,-0.35
20160817,0.41
20160818,0.04
20160819,-0.25
20160822,0.25
20160823,-0.43
20160824,0.38
20160825,0.41
20160826,-0.44
20160829,-0.17
20160830,-0.45
20160831,0.22
20160901,0.64
20160902,0.02
20160906,-0.04
20160907,-0.64
20160908,-0.6
20160909,-0.19
20160912,-0.21
20160913,0.2
20160914,0.37
20160915,0.08
20160916,0.1
20160919,0.03
20160920,-0.03
20160921,0.59
20160922,-0.19
20160923,-0.35
20160926,0.4
20160927,0.01
20160928,0.3
20160929,0.38
20160930,-0.36
20161003,-0.08
20161004,-0.52
20161005,-0.74
20161006,0.76
20161007,0.15
20161010,0.09
20161011,0.05
20161012,0.51
20161013,0.13
20161014,0.33
20161017,0.48
20161018,-0.31
20161019,-0.33
20161020,-0.43
20161021,-0.24
20161024,0.37
20161025,0.02
20161026,-0.8
20161027,-0.23
20161028,0.4
20161031,0.76
20161101,-0.24
20161102,0.08
20161103,0.77
20161104,-0.59
20161107,-0.23
20161108,0.56
20161109,-1.99
20161110,-1.98
20161111,-0.26
20161114,-1.5
20161115,0.7
20161116,0.66
20161117,-0.14
20161118,0.14
20161121,0.37
20161122,0.46
20161123,-0.47
20161125,0.03
20161128,0.66
20161129,0.31
20161130,-0.7
20161201,-0.52
20161202,0.46
20161205,-0.27
20161206,-0.45
20161207,0.09
20161208,-0.39
20161209,-0.64
20161212,0.19
20161213,-0.11
20161214,0.02
20161215,0.27
20161216,-0.87
20161219,0.11
20161220,0.43
20161221,0.34
20161222,0.29
20161223,-0.39
20161227,0.28
20161228,-0.13
20161229,0.09
20161230,-0.27
20170103,-0.62
20170104,-0.37
20170105,-0.62
20170106,-0.18
20170109,-0.36
20170110,0.7
20170111,0.66
20170112,-0.54
20170113,0.17
20170117,-0.9
20170118,0.49
20170119,0.35
20170120,0.2
20170123,0.09
20170124,1.19
20170125,0.5
20170126,0.54
20170127,0.05
20170130,-0.71
20170131,-0.66
20170201,0.47
20170202,-0.51
20170203,0.89
20170206,-0.23
20170207,-0.24
20170208,-0.63
20170209,0.48
20170210,-0.31
20170213,0.31
20170214,0.12
20170215,-0.21
20170216,-0.07
20170217,-0.41
20170221,0.08
20170222,-0.06
20170223,-0.55
20170224,-0.62
20170227,0.13
20170228,0.14
20170301,1.3
20170302,-1.14
20170303,0.64
20170306,0.02
20170307,0.11
20170308,-0.71
20170309,-0.18
20170310,-0.2
20170313,0.54
20170314,-0.16
20170315,-0.03
20170316,-0.19
20170317,0.14
20170320,-0.02
20170321,-1.69
20170322,0.22
20170323,0.15
20170324,0.08
20170327,-0.31
20170328,0.37
20170329,-0.46
20170330,0.72
20170331,0
20170403,0.04
20170404,0.37
20170405,-0.45
20170406,0.07
20170407,0.01
20170410,-0.91
20170411,0.14
20170412,-0.6
20170413,-0.31
20170417,0.52
20170418,-0.03
20170419,0.19
20170420,0.44
20170421,0.19
20170424,0.92
20170425,0.12
20170426,-0.23
20170427,0.25
20170428,-0.07
20170501,0.96
20170502,-0.57
20170503,-0.03
20170504,-0.01
20170505,-0.31
20170508,0
20170509,0.04
20170510,0.03
20170511,0.13
20170512,0.31
20170515,0.1
20170516,0.84
20170517,-1.54
20170518,0.58
20170519,-0.25
20170522,0.35
20170523,0.56
20170524,0.13
20170525,0.59
20170526,0.17
20170530,0.07
20170531,-0.03
20170601,-0.42
20170602,0.56
20170605,0.05
20170606,-0.12
20170607,1.16
20170608,0.96
20170609,-1.6
20170612,-1.23
20170613,0.53
20170614,-0.21
20170615,0.27
20170616,0.09
20170619,0.79
20170620,0.18
20170621,0.61
20170622,-0.53
20170623,-0.09
20170626,-0.59
20170627,-0.32
20170628,0.9
20170629,-0.49
20170630,-0.35
20170703,-0.59
20170705,1.43
20170706,0.73
20170707,0.82
20170710,0.41
20170711,0.01
20170712,0.31
20170713,-0.38
20170714,-0.14
20170717,-0.17
20170718,0.46
20170719,-0.34
20170720,-0.06
20170721,0.32
20170724,0.97
20170725,-0.68
20170726,-0.2
20170727,-1.07
20170728,0.17
20170731,-0.05
20170801,0.61
20170802,0.65
20170803,0.3
20170804,0.02
20170807,0.41
20170808,0.57
20170809,-0.23
20170810,-0.47
20170811,0
20170814,1.11
20170815,0.62
20170816,-0.03
20170817,-0.48
20170818,0.21
20170821,0.05
20170822,0.45
20170823,-0.24
20170824,0.03
20170825,-0.44
20170828,0.41
20170829,0.23
20170830,0.55
20170831,0.04
20170901,-0.39
20170905,-0.7
20170906,-0.75
20170907,0.01
20170908,0.46
20170911,0.31
20170912,-0.53
20170913,-0.61
20170914,0.01
20170915,-0.25
20170918,0.48
20170919,0.75
20170920,-0.3
20170921,0.04
20170922,-0.35
20170925,-1.48
20170926,-0.06
20170927,0.81
20170928,0.47
20170929,0.41
20171002,0.02
20171003,-0.02
20171004,0.25
20171005,0
20171006,0.63
20171009,0.57
20171010,-0.01
20171011,0.42
20171012,0.62
20171013,-0.03
20171016,0.26
20171017,-0.21
20171018,0.17
20171019,-0.21
20171020,0.13
20171023,0.42
20171024,0.66
20171025,-0.09
20171026,0.32
20171027,0.97
20171030,-0.17
20171031,0.38
20171101,-0.46
20171102,0.76
20171103,0.5
20171106,-0.39
20171107,-0.25
20171108,-0.01
20171109,-0.82
20171110,-0.11
20171113,0.82
20171114,0.92
20171115,-0.12
20171116,0.31
20171117,-1.19
20171120,0.45
20171121,0.93
20171122,-0.88
20171124,0.49
20171127,0.14
20171128,-0.47
20171129,-2.29
20171130,0.49
20171201,-0.46
20171204,-1.98
20171205,0.95
20171206,0.9
20171207,0.66
20171208,-0.47
20171211,-0.28
20171212,-0.6
20171213,0.57
20171214,0.47
20171215,0.25
20171218,-0.09
20171219,-0.06
20171220,-0.28
20171221,-0.73
20171222,0.11
20171226,-0.38
20171227,0.59
20171228,-0.08
20171229,-0.18
20180102,-0.64
20180103,0.21
20180104,-0.2
20180105,0.61
20180108,0.16
20180109,0.52
20180110,-0.23
20180111,-0.33
20180112,0.01
20180116,-0.16
20180117,1
20180118,0.41
20180119,0.55
20180122,-0.28
20180123,0.05
20180124,-0.18
20180125,0.61
20180126,0.6
20180129,-0.13
20180130,0.31
20180131,0.27
20180201,-0.18
20180202,0.14
20180205,-0.23
20180206,0.78
20180207,0.15
20180208,-1.13
20180209,0.58
20180212,0.54
20180213,0.61
20180214,0.22
20180215,0.28
20180216,-0.16
20180220,0.3
20180221,0.78
20180222,0.2
20180223,0.05
20180226,0.1
20180227,0.27
20180228,0.53
20180301,-0.85
20180302,-0.18
20180305,-0.4
20180306,0.38
20180307,0.8
20180308,-0.12
20180309,0.63
20180312,-0.52
20180313,-0.06
20180314,0.34
20180315,0.26
20180316,-0.41
20180319,0.45
20180320,1.39
20180321,-0.31
20180322,-0.94
20180323,-0.33
20180326,1.28
20180327,-1.82
20180328,-1.2
20180329,0.55
20180402,-0.17
20180403,-0.15
20180404,0.08
20180405,-0.38
20180406,-0.57
20180409,0.58
20180410,0.39
20180411,-0.53
20180412,1.25
20180413,-0.83
20180416,0
20180417,1.08
20180418,0.05
20180419,0.62
20180420,0.04
20180423,-0.29
20180424,-1.03
20180425,-0.54
20180426,0.97
20180427,0.31
20180430,0.22
20180501,0.43
20180502,0.4
20180503,0.89
20180504,-0.39
20180507,0.35
20180508,0.47
20180509,0.21
20180510,-0.16
20180511,0.15
20180514,-0.36
20180515,-0.11
20180516,-0.04
20180517,0.2
20180518,0.64
20180521,0.23
20180522,-0.23
20180523,0.4
20180524,0.13
20180525,-0.6
20180529,-0.09
20180530,0.27
20180531,0.42
20180601,0.59
20180604,0.13
20180605,0.35
20180606,0.02
20180607,-0.9
20180608,-0.1
20180611,-0.64
20180612,0.12
20180613,0.23
20180614,-0.2
20180615,-0.9
20180618,0.78
20180619,-0.67
20180620,0.31
20180621,-0.32
20180622,-0.64
20180625,-1.14
20180626,0.43
20180627,-0.34
20180628,0.49
20180629,-0.01
20180702,0.57
20180703,-0.64
20180705,-0.32
20180706,0.1
20180709,0.49
20180710,-0.19
20180711,0.02
20180712,0.54
20180713,0.2
20180716,0.38
20180717,0.41
20180718,0.38
20180719,-0.08
20180720,0.26
20180723,0.38
20180724,-0.37
20180725,1.09
20180726,-0.98
20180727,-1.33
20180730,-1.42
20180731,0.07
20180801,1.11
20180802,0.83
20180803,-0.8
20180806,0.35
20180807,0.28
20180808,0.32
20180809,0.08
20180810,0.72
20180813,-0.01
20180814,0.39
20180815,-1.09
20180816,-0.38
20180817,-0.34
20180820,0.15
20180821,0.17
20180822,0.98
20180823,0.64
20180824,0.29
20180827,0.01
20180828,0.2
20180829,0.44
20180830,0.28
20180831,0.28
20180904,0.72
20180905,-1.46
20180906,0.04
20180907,-0.24
20180910,-0.04
20180911,0.83
20180912,-0.83
20180913,0.19
20180914,-0.16
20180917,-1.33
20180918,0.33
20180919,-1.12
20180920,-0.2
20180921,-0.34
20180924,1.33
20180925,1.26
20180926,0.13
20180927,0.21
20180928,0.28
20181001,-0.12
20181002,-1.09
20181003,0.13
20181004,-0.84
20181005,0.07
20181008,-1.25
20181009,0.45
20181010,-1.57
20181011,0.43
20181012,1.75
20181015,-0.97
20181016,0.99
20181017,-0.18
20181018,-0.15
20181019,-0.56
20181022,1.25
20181023,-0.37
20181024,-0.41
20181025,1.01
20181026,-0.16
20181029,-1.13
20181030,0.03
20181031,0.8
20181101,-0.98
20181102,-0.08
20181105,-0.13
20181106,-0.15
20181107,1.69
20181108,0.39
20181109,0.04
20181112,-0.3
20181113,-0.87
20181114,-0.69
20181115,0.54
20181116,0.05
20181119,-1.05
20181120,-0.74
20181121,-0.18
20181123,0.04
20181126,0.1
20181127,0.54
20181128,1
20181129,0.29
20181130,-0.28
20181203,0.24
20181204,0.68
20181206,0.53
20181207,-0.54
20181210,0.78
20181211,0.73
20181212,-0.06
20181213,0.48
20181214,-0.53
20181217,-0.99
20181218,0.28
20181219,0.65
20181220,-0.46
20181221,0.39
20181224,-0.2
20181226,0.07
20181227,0.25
20181228,0.09
20181231,0.65
20190102,-2.3
20190103,-0.74
20190104,-0.96
20190107,-0.73
20190108,0.13
20190109,-0.8
20190110,-0.33
20190111,-0.2
20190114,-0.57
20190115,1.15
20190116,-0.75
20190117,-0.21
20190118,-0.84
20190122,0.94
20190123,0.98
20190124,-0.99
20190125,-1.35
20190128,-0.09
20190129,-0.24
20190130,0.09
20190131,0.32
20190201,-0.53
20190204,-0.12
20190205,0.09
20190206,-0.3
20190207,0.68
20190208,0.73
20190211,-0.11
20190212,-0.5
20190213,-0.38
20190214,0.19
20190215,-0.46
20190219,-0.42
20190220,-0.39
20190221,0.44
20190222,0.24
20190225,-0.63
20190226,0.21
20190227,0.45
20190228,0.7
20190301,-0.24
20190304,-0.51
20190305,0.47
20190306,0.75
20190307,0.51
20190308,0.14
20190311,-0.34
20190312,-0.06
20190313,-0.21
20190314,0.21
20190315,-0.16
20190318,-0.59
20190319,0.48
20190320,0.57
20190321,-0.02
20190322,1.01
20190325,0.66
20190326,-0.45
20190327,-0.38
20190328,-0.18
20190329,-0.04
20190401,-0.95
20190402,0.24
20190403,-0.06
20190404,-1.31
20190405,-0.66
20190408,-0.19
20190409,0.98
20190410,-0.18
20190411,-0.11
20190412,-1.1
20190415,0.82
20190416,-0.87
20190417,-0.83
20190418,-0.05
20190422,0.25
20190423,0.26
20190424,0.42
20190425,1.38
20190426,0.12
20190429,-0.45
20190430,0.34
20190501,0.49
20190502,0.47
20190503,-0.26
20190506,0.28
20190507,0.27
20190508,0.14
20190509,0.61
20190510,0.6
20190513,0.97
20190514,-0.54
20190515,0.38
20190516,0.45
20190517,0.46
20190520,0.34
20190521,-0.63
20190522,1.32
20190523,1.19
20190524,0.05
20190528,1.05
20190529,-0.41
20190530,1.41
20190531,0.58
20190603,-0.59
20190604,-1.14
20190605,1.71
20190606,0.66
20190607,0.35
20190610,-0.37
20190611,-0.47
20190612,1.43
20190613,-1.4
20190614,0.9
20190617,-0.28
20190618,-0.98
20190619,0.79
20190620,-0.38
20190621,-0.07
20190624,0.73
20190625,-0.41
20190626,-1.9
20190627,-0.02
20190628,-0.54
20190701,0.38
20190702,1.81
20190703,0.24
20190705,-0.27
20190708,0.65
20190709,0.32
20190710,-0.09
20190711,0.26
20190712,-0.92
20190715,0.73
20190716,0.03
20190717,0.88
20190718,0.28
20190719,-1
20190722,0.2
20190723,-0.78
20190724,-0.75
20190725,1.53
20190726,0.28
20190729,0.44
20190730,-1.36
20190731,0.11
20190801,2.47
20190802,0.31
20190805,0.41
20190806,1.07
20190807,0.37
20190808,0.18
20190809,1.03
20190812,0.56
20190813,0.05
20190814,1.3
20190815,1.2
20190816,-1.08
20190819,-1.17
20190820,0.43
20190821,-0.08
20190822,-0.04
20190823,0.95
20190826,0.39
20190827,0.93
20190828,-0.88
20190829,-0.94
20190830,-0.25
20190903,0.55
20190904,-0.92
20190905,-1.96
20190906,-0.4
20190909,-3.81
20190910,-3.15
20190911,-0.44
20190912,1
20190913,-0.68
20190916,-1.87
20190917,2.37
20190918,0.99
20190919,0.55
20190920,0.04
20190923,-0.17
20190924,1.14
20190925,-0.64
20190926,0.81
20190927,-0.7
20190930,0.2
20191001,1.14
20191002,0.8
20191003,-0.23
20191004,0.92
20191007,-0.13
20191008,0.66
20191009,0.4
20191010,-0.38
20191011,-1.16
20191014,0.16
20191015,-0.27
20191016,-0.15
20191017,-0.14
20191018,0.46
20191021,-0.46
20191022,-2.06
20191023,-0.62
20191024,1.05
20191025,-0.81
20191028,-0.17
20191029,-0.08
20191030,0.95
20191031,0.52
20191101,-1.85
20191104,-2.59
20191105,-0.76
20191106,1
20191107,-1.16
20191108,-0.16
20191111,0.79
20191112,0.5
20191113,1.07
20191114,0.51
20191115,-0.52
20191118,0.92
20191119,0.5
20191120,0
20191121,-0.94
20191122,-0.98
20191125,-0.35
20191126,0.93
20191127,-0.2
20191129,0
20191202,-0.43
20191203,0.53
20191204,-0.3
20191205,0.57
20191206,-0.75
20191209,-0.36
20191210,-0.07
20191211,0.46
20191212,-0.9
20191213,0.76
20191216,-0.34
20191217,-0.1
20191218,-0.3
20191219,-0.23
20191220,0.22
20191223,-0.7
20191224,0.16
20191226,0.3
20191227,0.36
20191230,0.04
20191231,-0.47
20200102,0.82
20200103,0.01
20200106,-0.67
20200107,0.01
20200108,0.94
20200109,0.73
20200110,0.2
20200113,0.65
20200114,-0.93
20200115,0.14
20200116,0.15
20200117,0.88
20200121,0.83
20200122,0.61
20200123,0.26
20200124,0.51
20200127,0.48
20200128,0.83
20200129,0.62
20200130,0.53
20200131,-0.29
20200203,0.25
20200204,-0.03
20200205,-1.73
20200206,0.43
20200207,0.38
20200210,0.98
20200211,-1.04
20200212,-0.41
20200213,0.63
20200214,0.54
20200218,0.25
20200219,-0.08
20200220,-0.58
20200221,-0.21
20200224,0.6
20200225,0.76
20200226,1.18
20200227,-0.2
20200228,-0.45
20200302,1.91
20200303,0.83
20200304,1.08
20200305,0.45
20200306,0.51
20200309,3.46
20200310,0.33
20200311,0.24
20200312,0.08
20200313,-1.1
20200316,-2.27
20200317,1.27
20200318,-0.76
20200319,0.26
20200320,-0.75
20200323,1.53
20200324,0.15
20200325,-0.21
20200326,0.44
20200327,0.98
20200330,1.83
20200331,-1.07
20200401,0.17
20200402,-0.97
20200403,-0.26
20200406,-0.31
20200407,-1.86
20200408,-2.09
20200409,-0.75
20200413,0.82
20200414,2.11
20200415,2.37
20200416,3.88
20200417,-5.43
20200420,1.48
20200421,-0.39
20200422,0.39
20200423,-2.4
20200424,0.33
20200427,-2.35
20200428,-3.3
20200429,-4.73
20200430,0.81
20200501,2.86
20200504,0.15
20200505,2.24
20200506,2.2
20200507,-2.19
20200508,-3.46
20200511,2.51
20200512,0.93
20200513,3.14
20200514,-0.98
20200515,0.66
20200518,-6.25
20200519,1.13
20200520,-1.52
20200521,-1.23
20200522,0.83
20200526,-4.71
20200527,-2.53
20200528,2.14
20200529,2.35
20200601,-2.01
20200602,-1.34
20200603,-4.78
20200604,-3.42
20200605,-5.17
20200608,-5.03
20200609,4.27
20200610,5.93
20200611,5.11
20200612,-3.89
20200615,0.68
20200616,-0.9
20200617,2.9
20200618,-0.1
20200619,1.16
20200622,1.48
20200623,0.31
20200624,3.02
20200625,-0.51
20200626,1.28
20200629,-2.59
20200630,1.21
20200701,2.04
20200702,0.19
20200706,-0.06
20200707,2.62
20200708,0.73
20200709,3
20200710,-2.76
20200713,-1.33
20200714,0.74
20200715,-3.46
20200716,0.4
20200717,1.85
20200720,2.98
20200721,-3.73
20200722,0.57
20200723,-1.82
20200724,-0.01
20200727,2.24
20200728,-0.83
20200729,-0.85
20200730,2.48
20200731,1.12
20200803,1.76
20200804,-0.94
20200805,-1.3
20200806,0.4
20200807,-2.08
20200810,-2.77
20200811,-2.18
20200812,1.86
20200813,1.54
20200814,-1.22
20200817,2.35
20200818,1.71
20200819,0.03
20200820,1.38
20200821,0.8
20200824,-3.32
20200825,1.03
20200826,2.26
20200827,-2.15
20200828,-0.92
20200831,1.79
20200901,1.31
20200902,-0.3
20200903,-3.56
20200904,-2.31
20200908,-0.07
20200909,3.04
20200910,0.38
20200911,-0.44
20200914,-0.11
20200915,1.15
20200916,-2.53
20200917,-0.49
20200918,0.94
20200921,3.01
20200922,1.89
20200923,0.29
20200924,-0.07
20200925,0.8
20200928,-0.87
20200929,1.66
20200930,0.17
20201001,1.17
20201002,-2.71
20201005,0.61
20201006,-0.06
20201007,0.1
20201008,-1.93
20201009,2.01
20201012,0.38
20201013,2.35
20201014,-0.37
20201015,-0.98
20201016,0.07
20201019,-0.34
20201020,-1.17
20201021,-0.5
20201022,-2.79
20201023,0.11
20201026,1.09
20201027,2.75
20201028,0.21
20201029,-1.15
20201030,-2.38
20201102,-1.4
20201103,0.2
20201104,4.87
20201105,-0.15
20201106,1.05
20201109,-14.37
20201110,-1.92
20201111,3.34
20201112,1.83
20201113,-2.16
20201116,-3.3
20201117,-0.27
20201118,0.24
20201119,0.37
20201120,0.73
20201123,-2.73
20201124,-3.83
20201125,1.53
20201127,1.78
20201130,3.06
20201201,-0.78
20201202,-2.23
20201203,-0.56
20201204,-1.85
20201207,1.53
20201208,0.14
20201209,-1.37
20201210,-0.18
20201211,0.63
20201214,1.01
20201215,-0.34
20201216,0.58
20201217,1.2
20201218,1.1
20201221,1.16
20201222,1.88
20201223,-2.24
20201224,0.21
20201228,-0.48
20201229,-0.41
20201230,-0.25
20201231,-0.58
20210104,-0.06
20210105,-0.72
20210106,-2.57
20210107,1.56
20210108,0.85
20210111,-0.93
20210112,-0.72
20210113,0.42
20210114,-1.14
20210115,0.6
20210119,0.63
20210120,1.27
20210121,1.22
20210122,0.83
20210125,0.34
20210126,0.26
20210127,-0.63
20210128,0.17
20210129,0.21
20210201,1.29
20210202,-0.06
20210203,-0.97
20210204,-0.43
20210205,0.43
20210208,0.43
20210209,0.43
20210210,-0.84
20210211,0.71
20210212,0.66
20210216,-0.64
20210217,-1.16
20210218,-0.89
20210219,0.24
20210222,-3.19
20210223,-1.81
20210224,-0.07
20210225,-1.87
20210226,1.94
20210301,1.51
20210302,-1.41
20210303,-3.26
20210304,-2.84
20210305,-1.1
20210308,-3.1
