date,Mkt-RF,SMB,HML,RF
20150429,-0.39,-0.74,0.72,0
20150430,-1.11,-1.06,0.71,0
20150501,1.01,-0.3,-0.61,0
20150504,0.32,0.04,0.22,0
20150505,-1.19,-0.16,0.52,0
20150506,-0.31,0.64,-0.12,0
20150507,0.39,0.08,-0.37,0
20150508,1.21,-0.56,-0.11,0
20150511,-0.39,0.69,-0.05,0
20150512,-0.26,-0.01,0.14,0
20150513,0.01,-0.02,0.04,0
20150514,1.01,-0.09,-0.34,0
20150515,0.05,-0.25,-0.2,0
20150518,0.44,0.75,-0.11,0
20150519,-0.09,-0.12,0.23,0
20150520,-0.05,0.21,-0.1,0
20150521,0.23,-0.28,0.02,0
20150522,-0.22,-0.11,-0.13,0
20150526,-1.01,-0.02,-0.02,0
20150527,0.93,0.35,-0.32,0
20150528,-0.12,0.09,0.15,0
20150529,-0.58,0.01,0.05,0
20150601,0.17,-0.03,-0.23,0
20150602,-0.02,0.32,0.35,0
20150603,0.39,0.89,-0.26,0
20150604,-0.88,-0.1,0,0
20150605,0.06,0.82,0.09,0
20150608,-0.66,0.04,0.01,0
20150609,0.02,-0.31,0.37,0
20150610,1.19,0.15,0.21,0
20150611,0.21,-0.1,-0.1,0
20150612,-0.63,0.33,0.12,0
20150615,-0.45,0.12,-0.14,0
20150616,0.57,0.11,-0.01,0
20150617,0.16,-0.28,-0.66,0
20150618,0.99,0.22,-0.45,0
20150619,-0.43,0.56,-0.21,0
20150622,0.63,0.09,-0.06,0
20150623,0.13,0.25,0.29,0
20150624,-0.79,-0.12,0.13,0
20150625,-0.25,0.36,-0.21,0
20150626,-0.06,-0.22,0.41,0
20150629,-2.14,-0.45,0.17,0
20150630,0.33,0.32,-0.66,0
20150701,0.61,-0.76,-0.04,0
20150702,-0.11,-0.57,-0.1,0
20150706,-0.37,0.19,-0.56,0
20150707,0.53,-0.46,-0.28,0
20150708,-1.68,0,0.09,0
20150709,0.29,0.14,0.02,0
20150710,1.24,0.23,-0.52,0
20150713,1.14,-0.08,-0.43,0
20150714,0.48,0.17,0.1,0
20150715,-0.18,-0.79,-0.06,0
20150716,0.77,-0.16,-0.64,0
20150717,0.05,-0.59,-0.66,0
20150720,-0.01,-0.71,-0.61,0
20150721,-0.46,0.01,0.3,0
20150722,-0.17,0.19,0.23,0
20150723,-0.58,-0.39,-0.31,0
20150724,-1.09,-0.62,0.04,0
20150727,-0.74,-0.25,0.05,0
20150728,1.23,-0.37,-0.14,0
20150729,0.75,-0.39,0.53,0
20150730,0.11,0.15,-0.27,0
20150731,-0.15,0.85,-1.01,0
20150803,-0.34,-0.33,-0.2,0
20150804,-0.14,0.03,-0.13,0
20150805,0.36,-0.02,-0.41,0
20150806,-0.88,-0.53,1.93,0
20150807,-0.36,-0.48,-0.3,0
20150810,1.31,0.14,0.7,0
20150811,-0.98,-0.09,0.42,0
20150812,0.07,-0.1,-0.32,0
20150813,-0.14,-0.47,0.08,0
20150814,0.43,0.15,0.44,0
20150817,0.6,0.44,-0.86,0
20150818,-0.35,-0.63,0.37,0
20150819,-0.85,-0.12,-0.22,0
20150820,-2.24,-0.27,0.55,0
20150821,-2.95,1.86,0.14,0
20150824,-3.91,0.34,-0.43,0
20150825,-1.16,0.71,-0.6,0
20150826,3.68,-1.36,-0.33,0
20150827,2.4,-0.72,0.61,0
20150828,0.23,0.99,0.08,0
20150831,-0.74,0.77,1.42,0
20150901,-2.91,0.31,-0.5,0
20150902,1.82,-0.14,-0.92,0
20150903,0.17,-0.34,0.75,0
20150904,-1.39,0.91,-0.57,0
20150908,2.52,-0.34,-0.58,0
20150909,-1.34,0.15,0.15,0
20150910,0.49,-0.11,-0.36,0
20150911,0.44,-0.19,-0.69,0
20150914,-0.41,0.02,0.04,0
20150915,1.22,-0.2,0.27,0
20150916,0.85,0.01,0.43,0
20150917,-0.17,0.92,-1.49,0
20150918,-1.62,0.5,-0.96,0
20150921,0.36,-0.96,1.24,0
20150922,-1.29,-0.28,0.13,0
20150923,-0.27,-0.17,-0.15,0
20150924,-0.36,0.27,0.52,0
20150925,-0.22,-1.68,1.87,0
20150928,-2.63,-0.31,1.16,0
20150929,-0.06,-0.74,0.7,0
20150930,1.88,-0.43,-0.44,0
20151001,0.13,-0.45,-0.06,0
20151002,1.48,0.32,-0.84,0
20151005,1.93,0.62,0.77,0
20151006,-0.43,-0.24,1.64,0
20151007,0.94,0.77,-0.24,0
20151008,0.85,0.23,0.74,0
20151009,0.12,0.22,-1.08,0
20151012,0.06,-0.39,-0.08,0
20151013,-0.73,-0.74,0.66,0
20151014,-0.6,-0.29,-0.07,0
20151015,1.56,0.67,-0.09,0
20151016,0.36,-0.46,-0.32,0
20151019,0,0.16,-0.68,0
20151020,-0.15,0.01,1.22,0
20151021,-0.74,-0.88,-0.2,0
20151022,1.5,-0.79,0.32,0
20151023,1.09,-0.01,-0.57,0
20151026,-0.2,-0.34,-0.72,0
20151027,-0.42,-0.87,-0.93,0
20151028,1.43,1.42,0.68,0
20151029,-0.2,-0.81,-0.06,0
20151030,-0.42,0.2,-0.57,0
20151102,1.25,0.85,-0.02,0
20151103,0.33,0.4,0.24,0
20151104,-0.25,0.33,-0.32,0
20151105,-0.07,0.02,0.49,0
20151106,0.14,0.87,0.33,0
20151109,-0.95,-0.24,-0.04,0
20151110,0.13,0,0.22,0
20151111,-0.43,-0.5,-0.18,0
20151112,-1.45,-0.52,-0.41,0
20151113,-1.06,0.32,0.36,0
20151116,1.39,-0.6,0.48,0
20151117,-0.11,-0.12,-0.64,0
20151118,1.61,-0.02,-0.08,0
20151119,-0.13,-0.25,-0.17,0
20151120,0.36,0.43,-0.39,0
20151123,-0.01,0.65,-0.35,0
20151124,0.21,0.69,0.25,0
20151125,0.07,0.88,-0.55,0
20151127,0.09,0.24,-0.29,0
20151130,-0.48,0.12,0.67,0
20151201,0.97,-0.66,0.25,0
20151202,-1.01,0.25,-0.7,0
20151203,-1.5,-0.2,0.4,0
20151204,1.87,-1.02,-0.48,0
20151207,-0.83,-0.88,-0.68,0
20151208,-0.58,0.47,-1.2,0
20151209,-0.83,-0.35,0.39,0
20151210,0.3,0.11,-0.23,0
20151211,-2.02,-0.23,-0.06,0
20151214,0.29,-1.03,-0.17,0
20151215,1.1,0.05,0.79,0
20151216,1.47,0.02,-0.68,0
20151217,-1.46,0.4,-0.36,0
20151218,-1.69,0.75,-0.37,0
20151221,0.74,-0.18,-0.07,0
20151222,0.89,-0.07,0.51,0
20151223,1.29,0.12,0.57,0
20151224,-0.11,0.29,-0.02,0
20151228,-0.28,-0.47,-0.36,0
20151229,1.05,0.1,-0.28,0
20151230,-0.74,-0.18,-0.15,0
20151231,-0.92,-0.24,0.23,0
20160104,-1.59,-0.87,0.52,0
20160105,0.13,-0.18,0,0
20160106,-1.35,-0.13,0.01,0
20160107,-2.44,-0.3,0.08,0
20160108,-1.11,-0.49,-0.03,0
20160111,-0.06,-0.64,0.4,0
20160112,0.72,-0.42,-0.78,0
20160113,-2.66,-0.73,0.8,0
20160114,1.65,0.02,-0.41,0
20160115,-2.13,0.4,-0.22,0
20160119,-0.19,-1.34,-0.07,0
20160120,-0.94,1.87,-1.26,0
20160121,0.45,-0.52,-0.02,0
20160122,2.08,0.21,-0.19,0
20160125,-1.7,-0.39,-0.98,0
20160126,1.52,0.41,1.18,0
20160127,-1.11,-0.56,1.7,0
20160128,0.49,-0.47,1.26,0
20160129,2.57,0.48,0.42,0
20160201,-0.04,-0.19,-1,0.001
20160202,-2,-0.03,-0.36,0.001
20160203,0.46,-0.33,0.45,0.001
20160204,0.27,0.11,0.35,0.001
20160205,-2.06,-1.07,1.63,0.001
20160208,-1.51,-0.01,0.83,0.001
20160209,-0.08,-0.47,-0.29,0.001
20160210,0.01,-0.05,-0.55,0.001
20160211,-1.17,0.51,-1.47,0.001
20160212,1.98,-0.52,1.09,0.001
20160216,1.78,0.52,-0.52,0.001
20160217,1.74,-0.06,-0.65,0.001
20160218,-0.51,0,0.22,0.001
20160219,0.06,0.43,-0.58,0.001
20160222,1.43,-0.27,0.26,0.001
20160223,-1.21,0.47,-0.5,0.001
20160224,0.54,0.7,-0.29,0.001
20160225,1.1,-0.43,0.22,0.001
20160226,-0.02,0.8,0.29,0.001
20160229,-0.69,0.65,0.25,0.001
20160301,2.34,-0.66,0.39,0.001
20160302,0.54,0.52,0.68,0.001
20160303,0.5,0.46,0.65,0.001
20160304,0.37,0.29,0.28,0.001
20160307,0.21,1.2,0.55,0.001
20160308,-1.27,-1.17,-0.47,0.001
20160309,0.5,0.01,0.41,0.001
20160310,-0.1,-0.86,0.62,0.001
20160311,1.69,0.28,0.23,0.001
20160314,-0.13,-0.08,-0.9,0.001
20160315,-0.35,-1.49,0.69,0.001
20160316,0.63,0.11,-0.09,0.001
20160317,0.71,0.83,0.59,0.001
20160318,0.54,0.37,-0.14,0.001
20160321,0.1,-0.22,-0.33,0.001
20160322,-0.05,-0.01,-0.45,0.001
20160323,-0.85,-1.17,-0.16,0.001
20160324,0,0.48,-0.06,0.001
20160328,0.04,-0.03,0.16,0.001
20160329,1.07,1.8,-1.19,0.001
20160330,0.41,-0.3,0.16,0.001
20160331,-0.11,0.45,-0.49,0.001
20160401,0.64,-0.25,-0.63,0
20160404,-0.41,-0.2,-0.78,0
20160405,-0.94,-0.09,-0.38,0
20160406,1.14,0.22,-0.76,0
20160407,-1.23,-0.05,-0.38,0
20160408,0.29,0.02,0.68,0
20160411,-0.29,-0.13,0.95,0
20160412,0.99,-0.07,0.88,0
20160413,1.23,0.86,0.38,0
20160414,0.03,-0.26,0.14,0
20160415,-0.04,0.34,-0.34,0
20160418,0.65,0.11,-0.19,0
20160419,0.28,-0.37,1.48,0
20160420,0.15,-0.11,0.58,0
20160421,-0.48,0.1,-0.6,0
20160422,0.12,0.82,0.51,0
20160425,-0.24,-0.58,-0.18,0
20160426,0.29,0.66,0.81,0
20160427,0.21,0.05,0.7,0
20160428,-0.96,-0.13,-0.02,0
20160429,-0.5,-0.15,0.36,0
20160502,0.79,0.03,-0.38,0.001
20160503,-1.05,-0.66,-0.45,0.001
20160504,-0.66,-0.14,0.05,0.001
20160505,-0.08,-0.5,0.06,0.001
20160506,0.38,0.03,0.24,0.001
20160509,0.05,0.39,-1.46,0.001
20160510,1.26,-0.4,0.5,0.001
20160511,-0.89,-0.35,0.79,0.001
20160512,-0.11,-0.62,0.14,0.001
20160513,-0.82,0.39,-0.67,0.001
20160516,0.99,0.28,-0.23,0.001
20160517,-0.95,-0.8,0.61,0.001
20160518,0.1,0.13,0.89,0.001
20160519,-0.32,-0.35,-0.26,0.001
20160520,0.75,0.91,-0.26,0.001
20160523,-0.19,0.25,-0.32,0.001
20160524,1.43,0.71,-0.35,0.001
20160525,0.71,-0.21,0.56,0.001
20160526,-0.04,-0.08,-0.53,0.001
20160527,0.48,0.35,-0.17,0.001
20160531,-0.01,0.52,-0.37,0.001
20160601,0.2,0.65,-0.21,0.001
20160602,0.35,0.34,-0.58,0.001
20160603,-0.38,-0.16,-0.07,0.001
20160606,0.6,0.67,0.31,0.001
20160607,0.12,0.16,0.1,0.001
20160608,0.37,0.45,-0.09,0.001
20160609,-0.27,-0.4,-0.24,0.001
20160610,-1.05,-0.35,-0.18,0.001
20160613,-0.84,-0.35,0.12,0.001
20160614,-0.19,0.26,-0.72,0.001
20160615,-0.11,0.23,-0.03,0.001
20160616,0.24,-0.35,-0.44,0.001
20160617,-0.3,-0.11,0.95,0.001
20160620,0.71,0.62,0.01,0.001
20160621,0.21,-0.64,0.51,0.001
20160622,-0.2,-0.32,0.08,0.001
20160623,1.45,0.51,0.47,0.001
20160624,-3.69,0.17,-1.21,0.001
20160627,-2.06,-0.95,-0.72,0.001
20160628,1.76,-0.38,0.16,0.001
20160629,1.79,0.28,-0.04,0.001
20160630,1.42,0.35,0.42,0.001
20160701,0.24,0.52,-0.43,0.001
20160705,-0.84,-0.63,-1.38,0.001
20160706,0.62,0.17,-0.12,0.001
20160707,0.02,0.33,-0.18,0.001
20160708,1.59,0.91,0.33,0.001
20160711,0.43,0.6,0.28,0.001
20160712,0.75,0.62,0.98,0.001
20160713,-0.04,-0.51,0.48,0.001
20160714,0.51,-0.46,0.46,0.001
20160715,-0.05,0.31,0.01,0.001
20160718,0.24,-0.02,-0.14,0.001
20160719,-0.22,-0.64,0.04,0.001
20160720,0.48,0.44,-0.89,0.001
20160721,-0.38,-0.05,-0.04,0.001
20160722,0.48,0.26,-0.13,0.001
20160725,-0.27,-0.05,-0.23,0.001
20160726,0.13,0.58,0.54,0.001
20160727,-0.14,0.56,-0.43,0.001
20160728,0.19,-0.48,-0.33,0.001
20160729,0.17,-0.05,0.03,0.001
20160801,-0.16,0.2,-0.9,0.001
20160802,-0.7,-0.57,0.17,0.001
20160803,0.45,0.49,0.8,0.001
20160804,0.06,0.09,-0.38,0.001
20160805,0.93,0.39,1,0.001
20160808,-0.06,0.02,0.5,0.001
20160809,0.05,-0.03,-0.28,0.001
20160810,-0.29,-0.44,-0.18,0.001
20160811,0.54,0.14,0.03,0.001
20160812,-0.06,0.09,-0.17,0.001
20160815,0.38,0.75,0.39,0.001
20160816,-0.57,-0.27,0.58,0.001
20160817,0.12,-0.55,0.24,0.001
20160818,0.32,0.46,0.34,0.001
20160819,-0.11,0.1,-0.13,0.001
20160822,-0.02,0.25,-0.4,0.001
20160823,0.26,0.57,-0.01,0.001
20160824,-0.55,-0.48,0.37,0.001
20160825,-0.08,0.19,0.48,0.001
20160826,-0.15,0.14,-0.09,0.001
20160829,0.53,-0.08,0.34,0.001
20160830,-0.14,0.12,0.28,0.001
20160831,-0.24,-0.39,0.15,0.001
20160901,0.03,0.12,-0.51,0.001
20160902,0.53,0.4,0.36,0.001
20160906,0.27,0.09,-0.55,0.001
20160907,0.09,0.63,0.02,0.001
20160908,-0.18,-0.01,0.59,0.001
20160909,-2.46,-0.57,0.43,0.001
20160912,1.44,0.01,-0.45,0.001
20160913,-1.48,-0.25,-0.43,0.001
20160914,-0.08,0.12,-0.81,0.001
20160915,1.08,0.3,-0.32,0.001
20160916,-0.36,0.32,-0.44,0.001
20160919,0.05,0.43,0.15,0.001
20160920,-0.02,-0.24,-0.41,0.001
20160921,1.12,0.15,0.33,0.001
20160922,0.7,0.86,-0.06,0.001
20160923,-0.6,-0.1,-0.2,0.001
20160926,-0.88,-0.22,-0.36,0.001
20160927,0.64,-0.07,-0.49,0.001
20160928,0.56,0.2,1.1,0.001
20160929,-0.98,-0.4,0.5,0.001
20160930,0.88,0.38,0.35,0.001
20161003,-0.27,-0.02,-0.14,0.001
20161004,-0.45,0.03,0.14,0.001
20161005,0.58,0.29,0.8,0.001
20161006,-0.06,-0.25,0.28,0.001
20161007,-0.38,-0.51,0.2,0.001
20161010,0.52,0.56,0.05,0.001
20161011,-1.3,-0.59,0.43,0.001
20161012,0.06,-0.24,0.34,0.001
20161013,-0.41,-0.69,-0.63,0.001
20161014,0.01,-0.39,0.58,0.001
20161017,-0.29,-0.04,0.15,0.001
20161018,0.6,-0.18,0.05,0.001
20161019,0.24,0.05,0.93,0.001
20161020,-0.16,-0.03,-0.11,0.001
20161021,0.02,-0.14,-0.33,0.001
20161024,0.54,0.06,-0.19,0.001
20161025,-0.46,-0.59,0.24,0.001
20161026,-0.23,-0.84,0.71,0.001
20161027,-0.32,-0.96,0.56,0.001
20161028,-0.29,-0.1,0.09,0.001
20161031,0.02,0.07,0.09,0.001
20161101,-0.68,-0.39,0.23,0.001
20161102,-0.73,-0.64,0.26,0.001
20161103,-0.4,-0.45,1.05,0.001
20161104,-0.12,0.86,-0.42,0.001
20161107,2.24,0.18,-0.11,0.001
20161108,0.41,-0.09,-0.23,0.001
20161109,1.45,1.88,1.07,0.001
20161110,0.33,1.14,1.85,0.001
20161111,0.18,2.52,-0.03,0.001
20161114,0.2,0.64,1.41,0.001
20161115,0.8,-0.54,0.15,0.001
20161116,-0.12,0.3,-0.54,0.001
20161117,0.56,0.13,-0.15,0.001
20161118,-0.16,0.56,0.38,0.001
20161121,0.77,-0.26,0.05,0.001
20161122,0.31,0.56,0.53,0.001
20161123,0.16,0.5,0.19,0.001
20161125,0.4,-0.06,-0.29,0.001
20161128,-0.64,-0.76,0.08,0.001
20161129,0.12,-0.36,-0.05,0.001
20161130,-0.25,-0.38,2.2,0.001
20161201,-0.36,-0.64,2.03,0.001
20161202,0,0.04,-0.32,0.001
20161205,0.75,1.09,0.27,0.001
20161206,0.48,0.62,0.21,0.001
20161207,1.26,-0.6,0.48,0.001
20161208,0.36,1.16,0.6,0.001
20161209,0.46,-0.28,0.2,0.001
20161212,-0.3,-0.95,-0.14,0.001
20161213,0.6,-0.53,-0.25,0.001
20161214,-0.82,-0.38,-0.28,0.001
20161215,0.46,0.38,0.29,0.001
20161216,-0.22,0.07,-0.41,0.001
20161219,0.22,0.33,0.06,0.001
20161220,0.44,0.43,0.64,0.001
20161221,-0.24,-0.36,0.2,0.001
20161222,-0.3,-0.75,0.25,0.001
20161223,0.19,0.57,-0.5,0.001
20161227,0.27,0.22,0.13,0.001
20161228,-0.87,-0.27,0.08,0.001
20161229,-0.04,0.15,-0.33,0.001
20161230,-0.52,-0.11,0.21,0.001
20170103,0.83,-0.12,0.06,0.002
20170104,0.79,0.95,-0.15,0.002
20170105,-0.21,-0.88,-0.79,0.002
20170106,0.29,-0.66,-0.31,0.002
20170109,-0.37,-0.3,-1.03,0.002
20170110,0.16,0.89,0.43,0.002
20170111,0.31,-0.23,0.68,0.002
20170112,-0.3,-0.58,-0.86,0.002
20170113,0.29,0.61,-0.09,0.002
20170117,-0.49,-0.85,-0.64,0.002
20170118,0.24,0.18,0.23,0.002
20170119,-0.38,-0.5,-0.06,0.002
20170120,0.33,0.05,0.22,0.002
20170123,-0.29,-0.04,-0.33,0.002
20170124,0.82,0.71,0.81,0.002
20170125,0.84,0.17,0.43,0.002
20170126,-0.1,-0.62,0.4,0.002
20170127,-0.12,-0.01,-0.68,0.002
20170130,-0.68,-0.72,-0.46,0.002
20170131,0,0.87,-0.55,0.002
20170201,0.03,-0.08,0.04,0.002
20170202,-0.02,-0.24,-0.29,0.002
20170203,0.82,0.51,0.74,0.002
20170206,-0.27,-0.62,-0.17,0.002
20170207,-0.01,-0.3,-0.51,0.002
20170208,0.07,-0.24,-0.59,0.002
20170209,0.72,0.68,0.08,0.002
20170210,0.37,0.39,0.17,0.002
20170213,0.49,-0.32,0.34,0.002
20170214,0.45,-0.24,0.35,0.002
20170215,0.53,0.18,-0.42,0.002
20170216,-0.16,-0.22,0,0.002
20170217,0.2,0,-0.54,0.002
20170221,0.6,-0.01,0.13,0.002
20170222,-0.15,-0.37,0.1,0.002
20170223,-0.12,-0.66,0.24,0.002
20170224,0.15,0.03,-0.96,0.002
20170227,0.21,0.83,-0.34,0.002
20170228,-0.42,-1.37,0.14,0.002
20170301,1.47,0.42,0.77,0.001
20170302,-0.7,-0.52,-0.9,0.001
20170303,0.08,-0.22,0.14,0.001
20170306,-0.37,-0.35,-0.08,0.001
20170307,-0.35,-0.29,-0.07,0.001
20170308,-0.19,-0.12,-0.83,0.001
20170309,0.05,-0.47,-0.23,0.001
20170310,0.34,0.09,-0.48,0.001
20170313,0.13,0.32,-0.08,0.001
20170314,-0.36,-0.23,-0.01,0.001
20170315,0.86,0.71,-0.46,0.001
20170316,-0.07,0.46,0.23,0.001
20170317,-0.08,0.64,-0.34,0.001
20170320,-0.26,-0.11,-0.71,0.001
20170321,-1.49,-1.33,-0.71,0.001
20170322,0.16,-0.3,-0.57,0.001
20170323,-0.03,0.69,0.49,0.001
20170324,-0.05,0.13,-0.2,0.001
20170327,-0.06,0.54,-0.49,0.001
20170328,0.73,-0.15,0.72,0.001
20170329,0.18,0.38,-0.09,0.001
20170330,0.36,0.34,0.92,0.001
20170331,-0.16,0.58,-0.32,0.001
20170403,-0.28,-1.11,-0.08,0.003
20170404,0.05,-0.23,0.31,0.003
20170405,-0.44,-0.79,-0.3,0.003
20170406,0.31,0.66,0.48,0.003
20170407,-0.08,0.13,-0.26,0.003
20170410,0.08,0.1,0.07,0.003
20170411,-0.05,0.8,0.23,0.003
20170412,-0.49,-0.84,-0.54,0.003
20170413,-0.75,-0.25,-0.81,0.003
20170417,0.89,0.25,0.24,0.003
20170418,-0.25,0.37,-0.19,0.003
20170419,-0.08,0.59,-0.44,0.003
20170420,0.84,0.54,0.26,0.003
20170421,-0.28,0.11,-0.15,0.003
20170424,1.19,0.16,0.5,0.003
20170425,0.66,0.37,-0.07,0.003
20170426,0.04,0.71,0.32,0.003
20170427,0.05,-0.13,-0.97,0.003
20170428,-0.3,-0.7,-0.6,0.003
20170501,0.21,0.25,-0.11,0.003
20170502,0.03,-0.46,-0.23,0.003
20170503,-0.19,-0.55,0.23,0.003
20170504,0.02,-0.08,-0.34,0.003
20170505,0.46,0.07,0,0.003
20170508,-0.04,-0.24,0.25,0.003
20170509,-0.05,0.49,-0.8,0.003
20170510,0.2,0.19,0.03,0.003
20170511,-0.25,-0.39,-0.16,0.003
20170512,-0.18,-0.3,-0.61,0.003
20170515,0.53,0.26,0.2,0.003
20170516,-0.03,0.14,-0.09,0.003
20170517,-1.97,-0.86,-0.6,0.003
20170518,0.4,0.05,-0.38,0.003
20170519,0.7,-0.37,0.4,0.003
20170522,0.56,0.28,-0.3,0.003
20170523,0.18,-0.1,0.64,0.003
20170524,0.24,-0.13,-0.46,0.003
20170525,0.42,-0.28,-0.74,0.003
20170526,0.06,-0.03,0.1,0.003
20170530,-0.19,-0.5,-0.35,0.003
20170531,-0.02,0.04,-0.53,0.003
20170601,0.95,1,0.05,0.003
20170602,0.35,0.57,-0.76,0.003
20170605,-0.17,-0.46,-0.04,0.003
20170606,-0.28,0.09,-0.03,0.003
20170607,0.15,-0.17,-0.04,0.003
20170608,0.19,1.15,0.93,0.003
20170609,-0.12,0.04,2.44,0.003
20170612,-0.12,-0.25,0.34,0.003
20170613,0.55,0.09,-0.14,0.003
20170614,-0.18,-0.47,-0.52,0.003
20170615,-0.31,-0.24,-0.11,0.003
20170616,-0.04,-0.21,-0.19,0.003
20170619,0.86,0.1,-0.73,0.003
20170620,-0.73,-0.4,-0.48,0.003
20170621,-0.07,-0.06,-1.67,0.003
20170622,0.02,0.51,-0.41,0.003
20170623,0.24,0.83,-0.48,0.003
20170626,0.04,-0.03,0.7,0.003
20170627,-0.85,-0.39,1.34,0.003
20170628,1.02,0.75,0.21,0.003
20170629,-0.83,-0.13,1.37,0.003
20170630,0.14,-0.09,-0.3,0.003
20170703,0.23,0.36,1.21,0.004
20170705,0.12,-0.68,-0.58,0.004
20170706,-0.95,-0.5,0.12,0.004
20170707,0.69,0.41,-0.41,0.004
20170710,0.05,-0.44,-0.08,0.004
20170711,0,0.36,-0.55,0.004
20170712,0.72,0.12,-0.52,0.004
20170713,0.17,-0.08,0.39,0.004
20170714,0.42,-0.13,-0.52,0.004
20170717,0,0.21,0.1,0.004
20170718,0.04,-0.29,-0.3,0.004
20170719,0.59,0.52,0.03,0.004
20170720,-0.01,0.06,-0.05,0.004
20170721,-0.08,-0.41,-0.24,0.004
20170724,-0.03,0.1,-0.18,0.004
20170725,0.38,0.36,0.96,0.004
20170726,-0.06,-0.35,-0.76,0.004
20170727,-0.14,-0.63,0.44,0.004
20170728,-0.17,-0.03,0.27,0.004
20170731,-0.11,-0.35,0.46,0.004
20170801,0.24,-0.19,0.14,0.004
20170802,-0.08,-1.18,0.15,0.004
20170803,-0.21,-0.34,-0.33,0.004
20170804,0.25,0.32,0.4,0.004
20170807,0.16,-0.1,-0.58,0.004
20170808,-0.23,-0.07,0.23,0.004
20170809,-0.14,-0.78,-0.08,0.004
20170810,-1.49,-0.3,0.26,0.004
20170811,0.19,0.24,-0.87,0.004
20170814,1.04,0.29,0.12,0.004
20170815,-0.11,-0.86,-0.03,0.004
20170816,0.18,-0.13,-0.44,0.004
20170817,-1.6,-0.17,-0.17,0.004
20170818,-0.15,0.12,0.24,0.004
20170821,0.06,-0.24,-0.22,0.004
20170822,1.07,-0.02,-0.24,0.004
20170823,-0.32,0.09,0.42,0.004
20170824,-0.15,0.59,0.17,0.004
20170825,0.18,0.12,0.56,0.004
20170828,0.08,0.34,-0.74,0.004
20170829,0.1,0.13,-0.38,0.004
20170830,0.53,0,-0.32,0.004
20170831,0.62,0.49,-0.43,0.004
20170901,0.28,0.41,0.4,0.005
20170905,-0.8,0.07,-0.99,0.005
20170906,0.29,-0.06,0.12,0.005
20170907,-0.07,0.14,-0.91,0.005
20170908,-0.17,0.03,0.38,0.005
20170911,1.07,-0.11,0.64,0.005
20170912,0.42,0.24,0.72,0.005
20170913,0.1,0.27,0.32,0.005
20170914,-0.13,-0.03,-0.06,0.005
20170915,0.2,0.29,0.14,0.005
20170918,0.24,0.39,0.21,0.005
20170919,0.15,-0.29,0.4,0.005
20170920,0.15,0.22,0.49,0.005
20170921,-0.28,0.1,0.37,0.005
20170922,0.13,0.44,0.12,0.005
20170925,-0.26,0.32,0.59,0.005
20170926,0.06,0.4,0.17,0.005
20170927,0.63,1.39,0.23,0.005
20170928,0.13,0.18,-0.05,0.005
20170929,0.35,-0.14,-0.26,0.005
20171002,0.5,0.85,0.13,0.004
20171003,0.26,-0.04,-0.05,0.004
20171004,0.05,-0.27,-0.45,0.004
20171005,0.55,-0.33,0.39,0.004
20171006,-0.08,-0.07,-0.25,0.004
20171009,-0.23,-0.28,0,0.004
20171010,0.24,-0.01,0.43,0.004
20171011,0.16,-0.19,-0.19,0.004
20171012,-0.18,0.04,-0.52,0.004
20171013,0.04,-0.22,0.12,0.004
20171016,0.17,-0.27,0.36,0.004
20171017,0.01,-0.34,-0.32,0.004
20171018,0.14,0.3,0.23,0.004
20171019,0.02,-0.39,0.16,0.004
20171020,0.57,-0.09,0.27,0.004
20171023,-0.45,-0.44,0.17,0.004
20171024,0.2,-0.19,0.49,0.004
20171025,-0.5,0.02,0.15,0.004
20171026,0.2,0.04,0.29,0.004
20171027,0.82,-0.03,-0.98,0.004
20171030,-0.46,-0.81,-0.05,0.004
20171031,0.23,0.84,-0.25,0.004
20171101,0.05,-0.79,0.08,0.004
20171102,0.06,-0.01,0.51,0.004
20171103,0.31,-0.44,-0.72,0.004
20171106,0.06,0.23,0.19,0.004
20171107,-0.2,-1.36,-0.4,0.004
20171108,0.12,0.04,-0.6,0.004
20171109,-0.41,-0.04,0.22,0.004
20171110,0.01,0.07,-0.43,0.004
20171113,0.09,-0.3,0.09,0.004
20171114,-0.22,-0.12,0,0.004
20171115,-0.52,-0.04,0.23,0.004
20171116,1.01,0.86,-0.53,0.004
20171117,-0.14,0.74,0.27,0.004
20171120,0.21,0.56,0.03,0.004
20171121,0.68,0.41,-0.33,0.004
20171122,-0.05,0.11,-0.08,0.004
20171124,0.21,0.02,-0.43,0.004
20171127,-0.06,-0.37,0.01,0.004
20171128,1.06,0.39,0.86,0.004
20171129,0.02,0.07,1.48,0.004
20171130,0.83,-0.56,-0.52,0.004
20171201,-0.22,-0.36,0.38,0.004
20171204,-0.11,-0.34,1.22,0.004
20171205,-0.42,-0.46,-0.22,0.004
20171206,-0.09,-0.46,-0.53,0.004
20171207,0.42,0.26,-0.2,0.004
20171208,0.51,-0.46,-0.14,0.004
20171211,0.27,-0.43,-0.18,0.004
20171212,0.07,-0.52,0.5,0.004
20171213,0.03,0.72,-0.89,0.004
20171214,-0.47,-0.7,-0.22,0.004
20171215,0.92,0.68,0.04,0.004
20171218,0.66,0.75,0.27,0.004
20171219,-0.3,-0.36,-0.24,0.004
20171220,0.01,0.35,0.06,0.004
20171221,0.24,0.27,0.63,0.004
20171222,-0.07,-0.21,-0.21,0.004
20171226,-0.07,0.33,-0.07,0.004
