GVKEY,LPERMNO,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,cusip,curcdq,datacqtr,datafqtr,teqq,costat,mkvaltq
3231,25081,6/30/2010,2010,2,INDL,C,D,STD,200340107,USD,2010Q2,2010Q2,5792,A,6493.7551
3231,25081,9/30/2010,2010,3,INDL,C,D,STD,200340107,USD,2010Q3,2010Q3,5857,A,6556.3435
3231,25081,12/31/2010,2010,4,INDL,C,D,STD,200340107,USD,2010Q4,2010Q4,5793,A,7456.8384
3231,25081,3/31/2011,2011,1,INDL,C,D,STD,200340107,USD,2011Q1,2011Q1,5877,A,6491.1413
3231,25081,6/30/2011,2011,2,INDL,C,D,STD,200340107,USD,2011Q2,2011Q2,6038,A,6111.492
3231,25081,9/30/2011,2011,3,INDL,C,D,STD,200340107,USD,2011Q3,2011Q3,6951,A,4569.3532
3231,25081,12/31/2011,2011,4,INDL,C,D,STD,200340107,USD,2011Q4,2011Q4,6868,A,5091.2172
3231,25081,3/31/2012,2012,1,INDL,C,D,STD,200340107,USD,2012Q1,2012Q1,6985,A,6379.1915
3231,25081,6/30/2012,2012,2,INDL,C,D,STD,200340107,USD,2012Q2,2012Q2,7028,A,5966.1853
3231,25081,9/30/2012,2012,3,INDL,C,D,STD,200340107,USD,2012Q3,2012Q3,7084,A,5942.1938
3231,25081,12/31/2012,2012,4,INDL,C,D,STD,200340107,USD,2012Q4,2012Q4,6942,A,5712.2635
3231,25081,3/31/2013,2013,1,INDL,C,D,STD,200340107,USD,2013Q1,2013Q1,6988,A,6715.5679
3231,25081,6/30/2013,2013,2,INDL,C,D,STD,200340107,USD,2013Q2,2013Q2,6911,A,7375.1618
3231,25081,9/30/2013,2013,3,INDL,C,D,STD,200340107,USD,2013Q3,2013Q3,6969,A,7220.5001
3231,25081,12/31/2013,2013,4,INDL,C,D,STD,200340107,USD,2013Q4,2013Q4,7153,A,8666.7322
3231,25081,3/31/2014,2014,1,INDL,C,D,STD,200340107,USD,2014Q1,2014Q1,7283,A,9410.6096
3231,25081,6/30/2014,2014,2,INDL,C,D,STD,200340107,USD,2014Q2,2014Q2,7369,A,9077.5054
3231,25081,9/30/2014,2014,3,INDL,C,D,STD,200340107,USD,2014Q3,2014Q3,7433,A,8983.3759
3231,25081,12/31/2014,2014,4,INDL,C,D,STD,200340107,USD,2014Q4,2014Q4,7402,A,8385.25
3231,25081,3/31/2015,2015,1,INDL,C,D,STD,200340107,USD,2015Q1,2015Q1,7500,A,8035.3965
3231,25081,6/30/2015,2015,2,INDL,C,D,STD,200340107,USD,2015Q2,2015Q2,7523,A,9153.4865
3231,25081,9/30/2015,2015,3,INDL,C,D,STD,200340107,USD,2015Q3,2015Q3,7622,A,7281.0294
3231,25081,12/31/2015,2015,4,INDL,C,D,STD,200340107,USD,2015Q4,2015Q4,7560,A,7349.8656
3231,25081,3/31/2016,2016,1,INDL,C,D,STD,200340107,USD,2016Q1,2016Q1,7644,A,6630.2039
3231,25081,6/30/2016,2016,2,INDL,C,D,STD,200340107,USD,2016Q2,2016Q2,7694,A,7153.2062
3231,25081,9/30/2016,2016,3,INDL,C,D,STD,200340107,USD,2016Q3,2016Q3,7727,A,8142.2578
3231,25081,12/31/2016,2016,4,INDL,C,D,STD,200340107,USD,2016Q4,2016Q4,7796,A,11940.6365
3231,25081,3/31/2017,2017,1,INDL,C,D,STD,200340107,USD,2017Q1,2017Q1,7930,A,12168.2866
3231,25081,6/30/2017,2017,2,INDL,C,D,STD,200340107,USD,2017Q2,2017Q2,7985,A,12883.8681
3231,25081,9/30/2017,2017,3,INDL,C,D,STD,200340107,USD,2017Q3,2017Q3,8034,A,13294.4058
3231,25081,12/31/2017,2017,4,INDL,C,D,STD,200340107,USD,2017Q4,2017Q4,7963,A,15005.803
3231,25081,3/31/2018,2018,1,INDL,C,D,STD,200340107,USD,2018Q1,2018Q1,8000,A,16545.4308
3231,25081,6/30/2018,2018,2,INDL,C,D,STD,200340107,USD,2018Q2,2018Q2,8079,A,15539.1372
3231,25081,9/30/2018,2018,3,INDL,C,D,STD,200340107,USD,2018Q3,2018Q3,7786,A,14967.8782
3231,25081,12/31/2018,2018,4,INDL,C,D,STD,200340107,USD,2018Q4,2018Q4,7507,A,10996.17
3231,25081,3/31/2019,2019,1,INDL,C,D,STD,200340107,USD,2019Q1,2019Q1,7409,A,11395.2478
3231,25081,6/30/2019,2019,2,INDL,C,D,STD,200340107,USD,2019Q2,2019Q2,7323,A,10881.2541
3231,25081,9/30/2019,2019,3,INDL,C,D,STD,200340107,USD,2019Q3,2019Q3,7200,A,9511.5346
3231,25081,12/31/2019,2019,4,INDL,C,D,STD,200340107,USD,2019Q4,2019Q4,7327,A,10195.388
3231,25081,3/31/2020,2020,1,INDL,C,D,STD,200340107,USD,2020Q1,2020Q1,7402,A,4079.3456
3243,70519,6/30/2009,2009,2,INDL,C,D,STD,172967424,USD,2009Q2,2009Q2,154168,A,16357.9195
3243,70519,9/30/2009,2009,3,INDL,C,D,STD,172967424,USD,2009Q3,2009Q3,142949,A,110661.5083
3243,70519,12/31/2009,2009,4,INDL,C,D,STD,172967424,USD,2009Q4,2009Q4,154973,A,94279.6138
3243,70519,3/31/2010,2010,1,INDL,C,D,STD,172967424,USD,2010Q1,2010Q1,153779,A,115912.0085
3243,70519,6/30/2010,2010,2,INDL,C,D,STD,172967424,USD,2010Q2,2010Q2,157330,A,108947.5754
3243,70519,9/30/2010,2010,3,INDL,C,D,STD,172967424,USD,2010Q3,2010Q3,165183,A,113583.9399
3243,70519,12/31/2010,2010,4,INDL,C,D,STD,172967424,USD,2010Q4,2010Q4,165789,A,137446.0475
3243,70519,3/31/2011,2011,1,INDL,C,D,STD,172967424,USD,2011Q1,2011Q1,173393,A,129092.4692
3243,70519,6/30/2011,2011,2,INDL,C,D,STD,172967424,USD,2011Q2,2011Q2,178645,A,121503.3964
3243,70519,9/30/2011,2011,3,INDL,C,D,STD,172967424,USD,2011Q3,2011Q3,179342,A,74890.7804
3243,70519,12/31/2011,2011,4,INDL,C,D,STD,172967424,USD,2011Q4,2011Q4,179573,A,76927.2302
3243,70519,3/31/2012,2012,1,INDL,C,D,STD,172967424,USD,2012Q1,2012Q1,183723,A,107170.3749
3243,70519,6/30/2012,2012,2,INDL,C,D,STD,172967424,USD,2012Q2,2012Q2,185839,A,80379.359
3243,70519,9/30/2012,2012,3,INDL,C,D,STD,172967424,USD,2012Q3,2012Q3,188738,A,95952.0871
3243,70519,12/31/2012,2012,4,INDL,C,D,STD,172967424,USD,2012Q4,2012Q4,190997,A,119822.651
3243,70519,3/31/2013,2013,1,INDL,C,D,STD,172967424,USD,2013Q1,2013Q1,195339,A,134617.2324
3243,70519,6/30/2013,2013,2,INDL,C,D,STD,172967424,USD,2013Q2,2013Q2,197826,A,145878.0652
3243,70519,9/30/2013,2013,3,INDL,C,D,STD,172967424,USD,2013Q3,2013Q3,202739,A,147130.83
3243,70519,12/31/2013,2013,4,INDL,C,D,STD,172967424,USD,2013Q4,2013Q4,206133,A,157853.8527
3243,70519,3/31/2014,2014,1,INDL,C,D,STD,172967424,USD,2014Q1,2014Q1,210242,A,144598.566
3243,70519,6/30/2014,2014,2,INDL,C,D,STD,172967424,USD,2014Q2,2014Q2,213099,A,142796.5083
3243,70519,9/30/2014,2014,3,INDL,C,D,STD,172967424,USD,2014Q3,2014Q3,213891,A,156988.0682
3243,70519,12/31/2014,2014,4,INDL,C,D,STD,172967424,USD,2014Q4,2014Q4,212045,A,163624.203
3243,70519,3/31/2015,2015,1,INDL,C,D,STD,172967424,USD,2015Q1,2015Q1,216023,A,156318.8928
3243,70519,6/30/2015,2015,2,INDL,C,D,STD,172967424,USD,2015Q2,2015Q2,220825,A,166263.8378
3243,70519,9/30/2015,2015,3,INDL,C,D,STD,172967424,USD,2015Q3,2015Q3,222137,A,147787.6939
3243,70519,12/31/2015,2015,4,INDL,C,D,STD,172967424,USD,2015Q4,2015Q4,223092,A,152832.1883
3243,70519,3/31/2016,2016,1,INDL,C,D,STD,172967424,USD,2016Q1,2016Q1,228761,A,122533.2858
3243,70519,6/30/2016,2016,2,INDL,C,D,STD,172967424,USD,2016Q2,2016Q2,233021,A,123158.8039
3243,70519,9/30/2016,2016,3,INDL,C,D,STD,172967424,USD,2016Q3,2016Q3,232690,A,134592.7479
3243,70519,12/31/2016,2016,4,INDL,C,D,STD,172967424,USD,2016Q4,2016Q4,226143,A,164763.2566
3243,70519,3/31/2017,2017,1,INDL,C,D,STD,172967424,USD,2017Q1,2017Q1,229153,A,164699.8936
3243,70519,6/30/2017,2017,2,INDL,C,D,STD,172967424,USD,2017Q2,2017Q2,231107,A,182218.3053
3243,70519,9/30/2017,2017,3,INDL,C,D,STD,172967424,USD,2017Q3,2017Q3,228622,A,192324.7055
3243,70519,12/31/2017,2017,4,INDL,C,D,STD,172967424,USD,2017Q4,2017Q4,201672,A,191226.9287
3243,70519,3/31/2018,2018,1,INDL,C,D,STD,172967424,USD,2018Q1,2018Q1,202866,A,172120.4775
3243,70519,6/30/2018,2018,2,INDL,C,D,STD,172967424,USD,2018Q2,2018Q2,200968,A,168411.2066
3243,70519,9/30/2018,2018,3,INDL,C,D,STD,172967424,USD,2018Q3,2018Q3,197863,A,175198.9084
3243,70519,12/31/2018,2018,4,INDL,C,D,STD,172967424,USD,2018Q4,2018Q4,197074,A,123302.392
3243,70519,3/31/2019,2019,1,INDL,C,D,STD,172967424,USD,2019Q1,2019Q1,197015,A,143881.759
3243,70519,6/30/2019,2019,2,INDL,C,D,STD,172967424,USD,2019Q2,2019Q2,198110,A,158201.6917
3243,70519,9/30/2019,2019,3,INDL,C,D,STD,172967424,USD,2019Q3,2019Q3,197070,A,150815.0415
3243,70519,12/31/2019,2019,4,INDL,C,D,STD,172967424,USD,2019Q4,2019Q4,193946,A,168897.2865
3243,70519,3/31/2020,2020,1,INDL,C,D,STD,172967424,USD,2020Q1,2020Q1,192982,A,87685.753
3310,25778,6/30/2009,2009,1,INDL,C,D,STD,12673P105,USD,2009Q2,2009Q1,4620,I,9040.0346
3310,25778,9/30/2009,2009,2,INDL,C,D,STD,12673P105,USD,2009Q3,2009Q2,4810,I,11365.8833
3310,25778,12/31/2009,2009,3,INDL,C,D,STD,12673P105,USD,2009Q4,2009Q3,5020,I,11565.0358
3310,25778,3/31/2010,2009,4,INDL,C,D,STD,12673P105,USD,2010Q1,2009Q4,4983,I,11957.2609
3310,25778,6/30/2010,2010,1,INDL,C,D,STD,12673P105,USD,2010Q2,2010Q1,5102,I,9393.8072
3310,25778,9/30/2010,2010,2,INDL,C,D,STD,12673P105,USD,2010Q3,2010Q2,5290,I,10673.7946
3310,25778,12/31/2010,2010,3,INDL,C,D,STD,12673P105,USD,2010Q4,2010Q3,5465,I,12320.0085
3310,25778,3/31/2011,2010,4,INDL,C,D,STD,12673P105,USD,2011Q1,2010Q4,5620,I,12145.614
3310,25778,6/30/2011,2011,1,INDL,C,D,STD,12673P105,USD,2011Q2,2011Q1,5723,I,11395.4927
3310,25778,9/30/2011,2011,2,INDL,C,D,STD,12673P105,USD,2011Q3,2011Q2,5667,I,9499.5257
3310,25778,12/31/2011,2011,3,INDL,C,D,STD,12673P105,USD,2011Q4,2011Q3,5728,I,9701.5424
3310,25778,3/31/2012,2011,4,INDL,C,D,STD,12673P105,USD,2012Q1,2011Q4,5397,I,12848.0035
3310,25778,6/30/2012,2012,1,INDL,C,D,STD,12673P105,USD,2012Q2,2012Q1,5437,I,12546.9502
3310,25778,9/30/2012,2012,2,INDL,C,D,STD,12673P105,USD,2012Q3,2012Q2,5330,I,11694.9396
3310,25778,12/31/2012,2012,3,INDL,C,D,STD,12673P105,USD,2012Q4,2012Q3,5413,I,9907.8147
3310,25778,3/31/2013,2012,4,INDL,C,D,STD,12673P105,USD,2013Q1,2012Q4,5450,I,11284.3918
3310,25778,6/30/2013,2013,1,INDL,C,D,STD,12673P105,USD,2013Q2,2013Q1,5630,I,12894.9413
3310,25778,9/30/2013,2013,2,INDL,C,D,STD,12673P105,USD,2013Q3,2013Q2,5675,I,13252.0165
3310,25778,12/31/2013,2013,3,INDL,C,D,STD,12673P105,USD,2013Q4,2013Q3,5690,I,14912.7042
3310,25778,3/31/2014,2013,4,INDL,C,D,STD,12673P105,USD,2014Q1,2013Q4,5570,I,13592.1652
3310,25778,6/30/2014,2014,1,INDL,C,D,STD,12673P105,USD,2014Q2,2014Q1,5668,I,12652.4976
3310,25778,9/30/2014,2014,2,INDL,C,D,STD,12673P105,USD,2014Q3,2014Q2,5743,I,12302.9599
3310,25778,12/31/2014,2014,3,INDL,C,D,STD,12673P105,USD,2014Q4,2014Q3,5736,I,13346.6613
3310,25778,3/31/2015,2014,4,INDL,C,D,STD,12673P105,USD,2015Q1,2014Q4,5625,I,14201.7528
3310,25778,6/30/2015,2015,1,INDL,C,D,STD,12673P105,USD,2015Q2,2015Q1,5733,I,12787.1939
3310,25778,9/30/2015,2015,2,INDL,C,D,STD,12673P105,USD,2015Q3,2015Q2,5702,I,11856.5538
3310,25778,12/31/2015,2015,3,INDL,C,D,STD,12673P105,USD,2015Q4,2015Q3,5227,I,11779.3435
3310,25778,3/31/2016,2015,4,INDL,C,D,STD,12673P105,USD,2016Q1,2015Q4,5378,I,12703.8308
3310,25778,6/30/2016,2016,1,INDL,C,D,STD,12673P105,USD,2016Q2,2016Q1,5427,I,13595.7566
3310,25778,9/30/2016,2016,2,INDL,C,D,STD,12673P105,USD,2016Q3,2016Q2,5529,I,13667.002
3310,25778,12/31/2016,2016,3,INDL,C,D,STD,12673P105,USD,2016Q4,2016Q3,5576,I,13129.5244
3310,25778,3/31/2017,2016,4,INDL,C,D,STD,12673P105,USD,2017Q1,2016Q4,5689,I,13113.3335
3310,25778,6/30/2017,2017,1,INDL,C,D,STD,12673P105,USD,2017Q2,2017Q1,5869,I,14349.1716
3310,25778,9/30/2017,2017,2,INDL,C,D,STD,12673P105,USD,2017Q3,2017Q2,5935,I,13809.8735
3310,25778,12/31/2017,2017,3,INDL,C,D,STD,12673P105,USD,2017Q4,2017Q3,5723,I,13717.8829
3310,25778,3/31/2018,2017,4,INDL,C,D,STD,12673P105,USD,2018Q1,2017Q4,5895,I,13968.7323
3310,25778,6/30/2018,2018,1,INDL,C,D,STD,12673P105,USD,2018Q2,2018Q1,7861,I,14731.7565
3310,25778,9/30/2018,2018,2,INDL,C,D,STD,12673P105,USD,2018Q3,2018Q2,7902,I,18255.0096
3336,40125,6/30/2009,2009,1,INDL,C,D,STD,23355L106,USD,2009Q2,2009Q1,6083,A,6715.3927
3336,40125,9/30/2009,2009,2,INDL,C,D,STD,23355L106,USD,2009Q3,2009Q2,6380,A,8028.4709
3336,40125,12/31/2009,2009,3,INDL,C,D,STD,23355L106,USD,2009Q4,2009Q3,6680,A,8830.1646
3336,40125,3/31/2010,2009,4,INDL,C,D,STD,23355L106,USD,2010Q1,2009Q4,6508,A,8388.7355
3336,40125,6/30/2010,2010,1,INDL,C,D,STD,23355L106,USD,2010Q2,2010Q1,6552,A,6985.2878
3336,40125,9/30/2010,2010,2,INDL,C,D,STD,23355L106,USD,2010Q3,2010Q2,7034,A,7103.688
3336,40125,12/31/2010,2010,3,INDL,C,D,STD,23355L106,USD,2010Q4,2010Q3,7222,A,7670.8384
3336,40125,3/31/2011,2010,4,INDL,C,D,STD,23355L106,USD,2011Q1,2010Q4,7560,A,7527.8591
3336,40125,6/30/2011,2011,1,INDL,C,D,STD,23355L106,USD,2011Q2,2011Q1,7771,A,5883.7241
3336,40125,9/30/2011,2011,2,INDL,C,D,STD,23355L106,USD,2011Q3,2011Q2,4736,A,4163.3879
3336,40125,12/31/2011,2011,3,INDL,C,D,STD,23355L106,USD,2011Q4,2011Q3,3246,A,3674.9457
3336,40125,3/31/2012,2011,4,INDL,C,D,STD,23355L106,USD,2012Q1,2011Q4,2834,A,4646.7179
3336,40125,6/30/2012,2012,1,INDL,C,D,STD,23355L106,USD,2012Q2,2012Q1,2728,A,3855.3154
3336,40125,9/30/2012,2012,2,INDL,C,D,STD,23355L106,USD,2012Q3,2012Q2,2885,A,5004.2422
3336,40125,12/31/2012,2012,3,INDL,C,D,STD,23355L106,USD,2012Q4,2012Q3,3317,A,6149.7176
3336,40125,3/31/2013,2012,4,INDL,C,D,STD,23355L106,USD,2013Q1,2012Q4,3160,A,7392.5737
3336,40125,6/30/2013,2013,1,INDL,C,D,STD,23355L106,USD,2013Q2,2013Q1,3112,A,6476.3843
3336,40125,9/30/2013,2013,2,INDL,C,D,STD,23355L106,USD,2013Q3,2013Q2,3308,A,7638.4279
3336,40125,12/31/2013,2013,3,INDL,C,D,STD,23355L106,USD,2013Q4,2013Q3,3725,A,8152.6685
3336,40125,3/31/2014,2013,4,INDL,C,D,STD,23355L106,USD,2014Q1,2013Q4,3944,A,8853.6282
3336,40125,6/30/2014,2014,1,INDL,C,D,STD,23355L106,USD,2014Q2,2014Q1,4038,A,9190.0384
3336,40125,9/30/2014,2014,2,INDL,C,D,STD,23355L106,USD,2014Q3,2014Q2,3719,A,8588.8233
3336,40125,12/31/2014,2014,3,INDL,C,D,STD,23355L106,USD,2014Q4,2014Q3,3355,A,8889.5456
3336,40125,3/31/2015,2014,4,INDL,C,D,STD,23355L106,USD,2015Q1,2014Q4,2949,A,9059.1014
3336,40125,6/30/2015,2015,1,INDL,C,D,STD,23355L106,USD,2015Q2,2015Q1,3014,A,9061.7989
3336,40125,9/30/2015,2015,2,INDL,C,D,STD,23355L106,USD,2015Q3,2015Q2,3046,A,8499.4727
3336,40125,12/31/2015,2015,3,INDL,C,D,STD,23355L106,USD,2015Q4,2015Q3,2223,A,4536.5396
3336,40125,3/31/2016,2015,4,INDL,C,D,STD,23355L106,USD,2016Q1,2015Q4,2032,A,4758.9226
3336,40125,6/30/2016,2016,1,INDL,C,D,STD,23355L106,USD,2016Q2,2016Q1,2229,A,6966.7391
3336,40125,9/30/2016,2016,2,INDL,C,D,STD,23355L106,USD,2016Q3,2016Q2,2325,A,7349.6017
3336,40125,12/31/2016,2016,3,INDL,C,D,STD,23355L106,USD,2016Q4,2016Q3,2194,A,8377.3287
3336,40125,3/31/2017,2016,4,INDL,C,D,STD,23355L106,USD,2017Q1,2016Q4,2166,A,9751.044
3336,40125,6/30/2017,2017,1,INDL,C,D,STD,23355L106,USD,2017Q2,2017Q1,12345,A,21838.9618
3336,40125,9/30/2017,2017,2,INDL,C,D,STD,23355L106,USD,2017Q3,2017Q2,12507,A,24491.2584
3336,40125,12/31/2017,2017,3,INDL,C,D,STD,23355L106,USD,2017Q4,2017Q3,13202,A,27098.9797
3336,40125,3/31/2018,2017,4,INDL,C,D,STD,23355L106,USD,2018Q1,2017Q4,13837,A,28688.8493
3336,40125,6/30/2018,2018,1,INDL,C,D,STD,23355L106,USD,2018Q2,2018Q1,11814,A,22715.4143
3336,40125,9/30/2018,2018,2,INDL,C,D,STD,23355L106,USD,2018Q3,2018Q2,11837,A,26305.1186
3336,40125,12/31/2018,2018,3,INDL,C,D,STD,23355L106,USD,2018Q4,2018Q3,11356,A,14349.3601
3336,40125,3/31/2019,2018,4,INDL,C,D,STD,23355L106,USD,2019Q1,2018Q4,11725,A,17262.4118
3336,40125,6/30/2019,2019,1,INDL,C,D,STD,23355L106,USD,2019Q2,2019Q1,11217,A,14433.472
3336,40125,9/30/2019,2019,2,INDL,C,D,STD,23355L106,USD,2019Q3,2019Q2,8870,A,7540.436
3336,40125,12/31/2019,2019,3,INDL,C,D,STD,23355L106,USD,2019Q4,2019Q3,9101,A,9528.0501
3336,40125,3/31/2020,2019,4,INDL,C,D,STD,23355L106,USD,2020Q1,2019Q4,5129,A,3308.5013
3362,56274,8/31/2009,2009,1,INDL,C,D,STD,205887102,USD,2009Q3,2009Q1,4799.8,A,9092.0185
3362,56274,11/30/2009,2009,2,INDL,C,D,STD,205887102,USD,2009Q4,2009Q2,4984.6,A,9831.0798
3362,56274,2/28/2010,2009,3,INDL,C,D,STD,205887102,USD,2010Q1,2009Q3,5163.3,A,10873.8642
3362,56274,5/31/2010,2009,4,INDL,C,D,STD,205887102,USD,2010Q2,2009Q4,4928.9,A,10694.0886
3362,56274,8/31/2010,2010,1,INDL,C,D,STD,205887102,USD,2010Q3,2010Q1,4912.1,A,9489.0857
3362,56274,11/30/2010,2010,2,INDL,C,D,STD,205887102,USD,2010Q4,2010Q2,4951.7,A,9354.6474
3362,56274,2/28/2011,2010,3,INDL,C,D,STD,205887102,USD,2011Q1,2010Q3,4624.2,A,9602.9929
3362,56274,5/31/2011,2010,4,INDL,C,D,STD,205887102,USD,2011Q2,2010Q4,4708.5,A,10438.8624
3362,56274,8/31/2011,2011,1,INDL,C,D,STD,205887102,USD,2011Q3,2011Q1,4730.3,A,10117.7188
3362,56274,11/30/2011,2011,2,INDL,C,D,STD,205887102,USD,2011Q4,2011Q2,4687.7,A,10404.8719
3362,56274,2/29/2012,2011,3,INDL,C,D,STD,205887102,USD,2012Q1,2011Q3,5122.9,A,10933.1513
3362,56274,5/31/2012,2011,4,INDL,C,D,STD,205887102,USD,2012Q2,2011Q4,4536,A,10251.4418
3362,56274,8/31/2012,2012,1,INDL,C,D,STD,205887102,USD,2012Q3,2012Q1,4650.2,A,10190.4164
3362,56274,11/30/2012,2012,2,INDL,C,D,STD,205887102,USD,2012Q4,2012Q2,4700.3,A,12052.9293
3362,56274,2/28/2013,2012,3,INDL,C,D,STD,205887102,USD,2013Q1,2012Q3,5123.8,A,14210.7718
3362,56274,5/31/2013,2012,4,INDL,C,D,STD,205887102,USD,2013Q2,2012Q4,5363,A,14131.7759
3362,56274,8/31/2013,2013,1,INDL,C,D,STD,205887102,USD,2013Q3,2013Q1,5451.8,A,14267.9816
3362,56274,11/30/2013,2013,2,INDL,C,D,STD,205887102,USD,2013Q4,2013Q2,5561.7,A,13869.2269
3362,56274,2/28/2014,2013,3,INDL,C,D,STD,205887102,USD,2014Q1,2013Q3,5717.8,A,11960.7452
3362,56274,5/31/2014,2013,4,INDL,C,D,STD,205887102,USD,2014Q2,2013Q4,5355.2,A,13627.8545
3362,56274,8/31/2014,2014,1,INDL,C,D,STD,205887102,USD,2014Q3,2014Q1,5748.3,A,13679.4294
3362,56274,11/30/2014,2014,2,INDL,C,D,STD,205887102,USD,2014Q4,2014Q2,5655.1,A,15554.4888
3362,56274,2/28/2015,2014,3,INDL,C,D,STD,205887102,USD,2015Q1,2014Q3,4538.6,A,14938.279
3362,56274,5/31/2015,2014,4,INDL,C,D,STD,205887102,USD,2015Q2,2014Q4,4610,A,16532.9951
3362,56274,8/31/2015,2015,1,INDL,C,D,STD,205887102,USD,2015Q3,2015Q1,3444.4,A,18043.7305
3362,56274,11/30/2015,2015,2,INDL,C,D,STD,205887102,USD,2015Q4,2015Q2,3514.7,A,17768.9409
3362,56274,2/29/2016,2015,3,INDL,C,D,STD,205887102,USD,2016Q1,2015Q3,3732.5,A,18355.6149
3362,56274,5/31/2016,2015,4,INDL,C,D,STD,205887102,USD,2016Q2,2015Q4,3794.8,A,20019.5705
3362,56274,8/31/2016,2016,1,INDL,C,D,STD,205887102,USD,2016Q3,2016Q1,3799.6,A,20404.4597
3362,56274,11/30/2016,2016,2,INDL,C,D,STD,205887102,USD,2016Q4,2016Q2,4526.8,A,15967.9283
3362,56274,2/28/2017,2016,3,INDL,C,D,STD,205887102,USD,2017Q1,2016Q3,4304.2,A,17534.8962
3362,56274,5/31/2017,2016,4,INDL,C,D,STD,205887102,USD,2017Q2,2016Q4,4077.8,A,16052.6808
3362,56274,8/31/2017,2017,1,INDL,C,D,STD,205887102,USD,2017Q3,2017Q1,3882.6,A,13259.8451
3362,56274,11/30/2017,2017,2,INDL,C,D,STD,205887102,USD,2017Q4,2017Q2,3786.5,A,14956.6751
3362,56274,2/28/2018,2017,3,INDL,C,D,STD,205887102,USD,2018Q1,2017Q3,3809.5,A,14217.8776
3362,56274,5/31/2018,2017,4,INDL,C,D,STD,205887102,USD,2018Q2,2017Q4,3756.6,A,14484.1227
3362,56274,8/31/2018,2018,1,INDL,C,D,STD,205887102,USD,2018Q3,2018Q1,3815,A,14396.445
3362,56274,11/30/2018,2018,2,INDL,C,D,STD,205887102,USD,2018Q4,2018Q2,7303.3,A,15705.6623
3362,56274,2/28/2019,2018,3,INDL,C,D,STD,205887102,USD,2019Q1,2018Q3,7451.5,A,11355.8102
3362,56274,5/31/2019,2018,4,INDL,C,D,STD,205887102,USD,2019Q2,2018Q4,7463.7,A,13012.4955
3362,56274,8/31/2019,2019,1,INDL,C,D,STD,205887102,USD,2019Q3,2019Q1,7516.8,A,13801.5074
3362,56274,11/30/2019,2019,2,INDL,C,D,STD,205887102,USD,2019Q4,2019Q2,7690.6,A,14054.3202
3362,56274,2/29/2020,2019,3,INDL,C,D,STD,205887102,USD,2020Q1,2019Q3,7863.9,A,13000.0584
3362,56274,5/31/2020,2019,4,INDL,C,D,STD,205887102,USD,2020Q2,2019Q4,7950.7,A,16948.366
3413,11404,6/30/2009,2009,2,INDL,C,D,STD,209115104,USD,2009Q2,2009Q2,9961,A,10284.4754
3413,11404,9/30/2009,2009,3,INDL,C,D,STD,209115104,USD,2009Q3,2009Q3,10156,A,11273.1975
3413,11404,12/31/2009,2009,4,INDL,C,D,STD,209115104,USD,2009Q4,2009Q4,10462,A,12771.4633
3413,11404,3/31/2010,2010,1,INDL,C,D,STD,209115104,USD,2010Q1,2010Q1,10552,A,12550.0803
3413,11404,6/30/2010,2010,2,INDL,C,D,STD,209115104,USD,2010Q2,2010Q2,10593,A,12168.2937
3413,11404,9/30/2010,2010,3,INDL,C,D,STD,209115104,USD,2010Q3,2010Q3,10843,A,13685.5593
3413,11404,12/31/2010,2010,4,INDL,C,D,STD,209115104,USD,2010Q4,2010Q4,11274,A,14455.4051
3413,11404,3/31/2011,2011,1,INDL,C,D,STD,209115104,USD,2011Q1,2011Q1,11444,A,14824.0866
3413,11404,6/30/2011,2011,2,INDL,C,D,STD,209115104,USD,2011Q2,2011Q2,11464,A,15592.7182
3413,11404,9/30/2011,2011,3,INDL,C,D,STD,209115104,USD,2011Q3,2011Q3,11667,A,16700.2457
3413,11404,12/31/2011,2011,4,INDL,C,D,STD,209115104,USD,2011Q4,2011Q4,11649,A,18167.9047
3413,11404,3/31/2012,2012,1,INDL,C,D,STD,209115104,USD,2012Q1,2012Q1,11545,A,17110.108
3413,11404,6/30/2012,2012,2,INDL,C,D,STD,209115104,USD,2012Q2,2012Q2,11579,A,18214.3938
3413,11404,9/30/2012,2012,3,INDL,C,D,STD,209115104,USD,2012Q3,2012Q3,11842,A,17540.1041
3413,11404,12/31/2012,2012,4,INDL,C,D,STD,209115104,USD,2012Q4,2012Q4,11869,A,16266.1109
3413,11404,3/31/2013,2013,1,INDL,C,D,STD,209115104,USD,2013Q1,2013Q1,11889,A,17879.776
3413,11404,6/30/2013,2013,2,INDL,C,D,STD,209115104,USD,2013Q2,2013Q2,11883,A,17082.6725
3413,11404,9/30/2013,2013,3,INDL,C,D,STD,209115104,USD,2013Q3,2013Q3,12166,A,16152.0499
3413,11404,12/31/2013,2013,4,INDL,C,D,STD,209115104,USD,2013Q4,2013Q4,12245,A,16189.9642
3413,11404,3/31/2014,2014,1,INDL,C,D,STD,209115104,USD,2014Q1,2014Q1,12426,A,15715.3726
3413,11404,6/30/2014,2014,2,INDL,C,D,STD,209115104,USD,2014Q2,2014Q2,12455,A,16910.7757
3413,11404,9/30/2014,2014,3,INDL,C,D,STD,209115104,USD,2014Q3,2014Q3,12716,A,16594.1275
3413,11404,12/31/2014,2014,4,INDL,C,D,STD,209115104,USD,2014Q4,2014Q4,12585,A,19332.7448
