GVKEY,LPERMNO,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,cusip,curcdq,datacqtr,datafqtr,teqq,costat,mkvaltq
1045,21020,6/30/2009,2009,2,INDL,C,D,STD,02376R102,USD,2009Q2,2009Q2,-3000,A,1125.8412
1045,21020,9/30/2009,2009,3,INDL,C,D,STD,02376R102,USD,2009Q3,2009Q3,-2859,A,2616.027
1045,21020,12/31/2009,2009,4,INDL,C,D,STD,02376R102,USD,2009Q4,2009Q4,-3489,A,2571.1835
1045,21020,3/31/2010,2010,1,INDL,C,D,STD,02376R102,USD,2010Q1,2010Q1,-3892,A,3034.1766
1045,21020,6/30/2010,2010,2,INDL,C,D,STD,02376R102,USD,2010Q2,2010Q2,-3930,A,2258.1468
1045,21020,9/30/2010,2010,3,INDL,C,D,STD,02376R102,USD,2010Q3,2010Q3,-3643,A,2088.2862
1045,21020,12/31/2010,2010,4,INDL,C,D,STD,02376R102,USD,2010Q4,2010Q4,-3945,A,2597.5755
1045,21020,3/31/2011,2011,1,INDL,C,D,STD,02376R102,USD,2011Q1,2011Q1,-3949,A,2151.5676
1045,21020,6/30/2011,2011,2,INDL,C,D,STD,02376R102,USD,2011Q2,2011Q2,-4509,A,1809.324
1045,21020,9/30/2011,2011,3,INDL,C,D,STD,02376R102,USD,2011Q3,2011Q3,-4833,A,991.7776
1045,21020,12/31/2011,2011,4,INDL,C,D,STD,02376R102,USD,2011Q4,2011Q4,-7111,A,117.3438
1045,21020,12/31/2013,2013,4,INDL,C,D,STD,02376R102,USD,2013Q4,2013Q4,-2731,A,6591.9923
1045,21020,3/31/2014,2014,1,INDL,C,D,STD,02376R102,USD,2014Q1,2014Q1,1095,A,23788.2798
1045,21020,6/30/2014,2014,2,INDL,C,D,STD,02376R102,USD,2014Q2,2014Q2,4086,A,30952.7659
1045,21020,9/30/2014,2014,3,INDL,C,D,STD,02376R102,USD,2014Q3,2014Q3,4971,A,25448.3138
1045,21020,12/31/2014,2014,4,INDL,C,D,STD,02376R102,USD,2014Q4,2014Q4,2021,A,37405.5843
1045,21020,3/31/2015,2015,1,INDL,C,D,STD,02376R102,USD,2015Q1,2015Q1,2764,A,36618.8168
1045,21020,6/30/2015,2015,2,INDL,C,D,STD,02376R102,USD,2015Q2,2015Q2,3636,A,27087.4712
1045,21020,9/30/2015,2015,3,INDL,C,D,STD,02376R102,USD,2015Q3,2015Q3,3762,A,24855.3936
1045,21020,12/31/2015,2015,4,INDL,C,D,STD,02376R102,USD,2015Q4,2015Q4,5635,A,26452.7417
1045,21020,3/31/2016,2016,1,INDL,C,D,STD,02376R102,USD,2016Q1,2016Q1,4710,A,24017.8346
1045,21020,6/30/2016,2016,2,INDL,C,D,STD,02376R102,USD,2016Q2,2016Q2,4312,A,15206.4617
1045,21020,9/30/2016,2016,3,INDL,C,D,STD,02376R102,USD,2016Q3,2016Q3,4391,A,19006.4842
1045,21020,12/31/2016,2016,4,INDL,C,D,STD,02376R102,USD,2016Q4,2016Q4,3785,A,23685.5569
1045,21020,3/31/2017,2017,1,INDL,C,D,STD,02376R102,USD,2017Q1,2017Q1,3457,A,20970.225
1045,21020,6/30/2017,2017,2,INDL,C,D,STD,02376R102,USD,2017Q2,2017Q2,3715,A,24539.1518
1045,21020,9/30/2017,2017,3,INDL,C,D,STD,02376R102,USD,2017Q3,2017Q3,3948,A,22795.2
1045,21020,12/31/2017,2017,4,INDL,C,D,STD,02376R102,USD,2017Q4,2017Q4,3926,A,24740.6812
1045,21020,3/31/2018,2018,1,INDL,C,D,STD,02376R102,USD,2018Q1,2018Q1,-1018,A,24285.5844
1045,21020,6/30/2018,2018,2,INDL,C,D,STD,02376R102,USD,2018Q2,2018Q2,-869,A,17480.6559
1045,21020,9/30/2018,2018,3,INDL,C,D,STD,02376R102,USD,2018Q3,2018Q3,-568,A,19034.9035
1045,21020,12/31/2018,2018,4,INDL,C,D,STD,02376R102,USD,2018Q4,2018Q4,-169,A,14790.2192
1045,21020,3/31/2019,2019,1,INDL,C,D,STD,02376R102,USD,2019Q1,2019Q1,-636,A,14108.3002
1045,21020,6/30/2019,2019,2,INDL,C,D,STD,02376R102,USD,2019Q2,2019Q2,-22,A,14519.9938
1045,21020,9/30/2019,2019,3,INDL,C,D,STD,02376R102,USD,2019Q3,2019Q3,160,A,11813.804
1045,21020,12/31/2019,2019,4,INDL,C,D,STD,02376R102,USD,2019Q4,2019Q4,-118,A,12280.862
1045,21020,3/31/2020,2020,1,INDL,C,D,STD,02376R102,USD,2020Q1,2020Q1,-2636,A,5154.9925
1075,27991,6/30/2009,2009,2,INDL,C,D,STD,723484101,USD,2009Q2,2009Q2,3235.973,A,3050.3057
1075,27991,9/30/2009,2009,3,INDL,C,D,STD,723484101,USD,2009Q3,2009Q3,3425.163,A,3323.8455
1075,27991,12/31/2009,2009,4,INDL,C,D,STD,723484101,USD,2009Q4,2009Q4,3345.68,A,3710.4923
1075,27991,3/31/2010,2010,1,INDL,C,D,STD,723484101,USD,2010Q1,2010Q1,3330,A,3830.8778
1075,27991,6/30/2010,2010,2,INDL,C,D,STD,723484101,USD,2010Q2,2010Q2,3593.003,A,3945.46
1075,27991,9/30/2010,2010,3,INDL,C,D,STD,723484101,USD,2010Q3,2010Q3,3828.229,A,4486.4617
1075,27991,12/31/2010,2010,4,INDL,C,D,STD,723484101,USD,2010Q4,2010Q4,3775.226,A,4508.5165
1075,27991,3/31/2011,2011,1,INDL,C,D,STD,723484101,USD,2011Q1,2011Q1,3728.771,A,4664.8374
1075,27991,6/30/2011,2011,2,INDL,C,D,STD,723484101,USD,2011Q2,2011Q2,3715.61,A,4864.1684
1075,27991,9/30/2011,2011,3,INDL,C,D,STD,723484101,USD,2011Q3,2011Q3,4002.995,A,4687.8027
1075,27991,12/31/2011,2011,4,INDL,C,D,STD,723484101,USD,2011Q4,2011Q4,3930.586,A,5263.4723
1075,27991,3/31/2012,2012,1,INDL,C,D,STD,723484101,USD,2012Q1,2012Q1,3861.429,A,5238.9188
1075,27991,6/30/2012,2012,2,INDL,C,D,STD,723484101,USD,2012Q2,2012Q2,3899.337,A,5667.5996
1075,27991,9/30/2012,2012,3,INDL,C,D,STD,723484101,USD,2012Q3,2012Q3,4185.584,A,5786.2992
1075,27991,12/31/2012,2012,4,INDL,C,D,STD,723484101,USD,2012Q4,2012Q4,4102.289,A,5594.6981
1075,27991,3/31/2013,2013,1,INDL,C,D,STD,723484101,USD,2013Q1,2013Q1,4152.33,A,6364.7739
1075,27991,6/30/2013,2013,2,INDL,C,D,STD,723484101,USD,2013Q2,2013Q2,4169.235,A,6101.3117
1075,27991,9/30/2013,2013,3,INDL,C,D,STD,723484101,USD,2013Q3,2013Q3,4421.428,A,6023.4254
1075,27991,12/31/2013,2013,4,INDL,C,D,STD,723484101,USD,2013Q4,2013Q4,4340.46,A,5830.8314
1075,27991,3/31/2014,2014,1,INDL,C,D,STD,723484101,USD,2014Q1,2014Q1,4377.701,A,6031.9496
1075,27991,6/30/2014,2014,2,INDL,C,D,STD,723484101,USD,2014Q2,2014Q2,4381.862,A,6385.9409
1075,27991,9/30/2014,2014,3,INDL,C,D,STD,723484101,USD,2014Q3,2014Q3,4644.013,A,6034.8241
1075,27991,12/31/2014,2014,4,INDL,C,D,STD,723484101,USD,2014Q4,2014Q4,4519.102,A,7553.105
1075,27991,3/31/2015,2015,1,INDL,C,D,STD,723484101,USD,2015Q1,2015Q1,4553.007,A,7060.1213
1075,27991,6/30/2015,2015,2,INDL,C,D,STD,723484101,USD,2015Q2,2015Q2,4525.643,A,6304.0378
1075,27991,9/30/2015,2015,3,INDL,C,D,STD,723484101,USD,2015Q3,2015Q3,4791.319,A,7109.7266
1075,27991,12/31/2015,2015,4,INDL,C,D,STD,723484101,USD,2015Q4,2015Q4,4719.457,A,7155.9904
1075,27991,3/31/2016,2016,1,INDL,C,D,STD,723484101,USD,2016Q1,2016Q1,4740.413,A,8343.2798
1075,27991,6/30/2016,2016,2,INDL,C,D,STD,723484101,USD,2016Q2,2016Q2,4719.183,A,9011.7644
1075,27991,9/30/2016,2016,3,INDL,C,D,STD,723484101,USD,2016Q3,2016Q3,4992.135,A,8451.4558
1075,27991,12/31/2016,2016,4,INDL,C,D,STD,723484101,USD,2016Q4,2016Q4,4935.912,A,8687.6261
1075,27991,3/31/2017,2017,1,INDL,C,D,STD,723484101,USD,2017Q1,2017Q1,4965.94,A,9301.706
1075,27991,6/30/2017,2017,2,INDL,C,D,STD,723484101,USD,2017Q2,2017Q2,4990.077,A,9505.8147
1075,27991,9/30/2017,2017,3,INDL,C,D,STD,723484101,USD,2017Q3,2017Q3,5277.607,A,9441.7159
1075,27991,12/31/2017,2017,4,INDL,C,D,STD,723484101,USD,2017Q4,2017Q4,5135.73,A,9519.0354
1075,27991,3/31/2018,2018,1,INDL,C,D,STD,723484101,USD,2018Q1,2018Q1,5153.671,A,8932.2534
1075,27991,6/30/2018,2018,2,INDL,C,D,STD,723484101,USD,2018Q2,2018Q2,5159.434,A,9020.4643
1075,27991,9/30/2018,2018,3,INDL,C,D,STD,723484101,USD,2018Q3,2018Q3,5485.861,A,8868.0808
1075,27991,12/31/2018,2018,4,INDL,C,D,STD,723484101,USD,2018Q4,2018Q4,5348.705,A,9551.0904
1075,27991,3/31/2019,2019,1,INDL,C,D,STD,723484101,USD,2019Q1,2019Q1,5381.725,A,10731.4357
1075,27991,6/30/2019,2019,2,INDL,C,D,STD,723484101,USD,2019Q2,2019Q2,5357.243,A,10566.5893
1075,27991,9/30/2019,2019,3,INDL,C,D,STD,723484101,USD,2019Q3,2019Q3,5681.705,A,10905.4262
1075,27991,12/31/2019,2019,4,INDL,C,D,STD,723484101,USD,2019Q4,2019Q4,5553.188,A,10111.3695
1075,27991,3/31/2020,2020,1,INDL,C,D,STD,723484101,USD,2020Q1,2020Q1,5596.832,A,8525.7687
1078,20482,6/30/2009,2009,2,INDL,C,D,STD,2824100,USD,2009Q2,2009Q2,19920.068,A,72719.7475
1078,20482,9/30/2009,2009,3,INDL,C,D,STD,2824100,USD,2009Q3,2009Q3,21374.75,A,76517.1289
1078,20482,12/31/2009,2009,4,INDL,C,D,STD,2824100,USD,2009Q4,2009Q4,22898.729,A,83747.5603
1078,20482,3/31/2010,2010,1,INDL,C,D,STD,2824100,USD,2010Q1,2010Q1,21012.34,A,81315.0042
1078,20482,6/30/2010,2010,2,INDL,C,D,STD,2824100,USD,2010Q2,2010Q2,19994.634,A,72229.6766
1078,20482,9/30/2010,2010,3,INDL,C,D,STD,2824100,USD,2010Q3,2010Q3,21482.724,A,80753.4278
1078,20482,12/31/2010,2010,4,INDL,C,D,STD,2824100,USD,2010Q4,2010Q4,22476.464,A,74116.0034
1078,20482,3/31/2011,2011,1,INDL,C,D,STD,2824100,USD,2011Q1,2011Q1,24720.332,A,76237.5812
1078,20482,6/30/2011,2011,2,INDL,C,D,STD,2824100,USD,2011Q2,2011Q2,26469.703,A,81907.0817
1078,20482,9/30/2011,2011,3,INDL,C,D,STD,2824100,USD,2011Q3,2011Q3,24688.972,A,79665.6874
1078,20482,12/31/2011,2011,4,INDL,C,D,STD,2824100,USD,2011Q4,2011Q4,24526.145,A,88302.4112
1078,20482,3/31/2012,2012,1,INDL,C,D,STD,2824100,USD,2012Q1,2012Q1,25543.434,A,96433.1957
1078,20482,6/30/2012,2012,2,INDL,C,D,STD,2824100,USD,2012Q2,2012Q2,24572.485,A,101174.963
1078,20482,9/30/2012,2012,3,INDL,C,D,STD,2824100,USD,2012Q3,2012Q3,27104.341,A,108370.5981
1078,20482,12/31/2012,2012,4,INDL,C,D,STD,2824100,USD,2012Q4,2012Q4,26813.232,A,103271.6885
1078,20482,3/31/2013,2013,1,INDL,C,D,STD,2824100,USD,2013Q1,2013Q1,22683.275,A,55059.1118
1078,20482,6/30/2013,2013,2,INDL,C,D,STD,2824100,USD,2013Q2,2013Q2,22427.646,A,54207.88
1078,20482,9/30/2013,2013,3,INDL,C,D,STD,2824100,USD,2013Q3,2013Q3,23787.931,A,51317.9133
1078,20482,12/31/2013,2013,4,INDL,C,D,STD,2824100,USD,2013Q4,2013Q4,25267,A,59338.5963
1078,20482,3/31/2014,2014,1,INDL,C,D,STD,2824100,USD,2014Q1,2014Q1,23489,A,57839.6709
1078,20482,6/30/2014,2014,2,INDL,C,D,STD,2824100,USD,2014Q2,2014Q2,23704,A,61501.2891
1078,20482,9/30/2014,2014,3,INDL,C,D,STD,2824100,USD,2014Q3,2014Q3,22993,A,62625.8477
1078,20482,12/31/2014,2014,4,INDL,C,D,STD,2824100,USD,2014Q4,2014Q4,21639,A,67891.7357
1078,20482,3/31/2015,2015,1,INDL,C,D,STD,2824100,USD,2015Q1,2015Q1,21988,A,68974.1118
1078,20482,6/30/2015,2015,2,INDL,C,D,STD,2824100,USD,2015Q2,2015Q2,23126,A,73150.8443
1078,20482,9/30/2015,2015,3,INDL,C,D,STD,2824100,USD,2015Q3,2015Q3,21219,A,59996.9784
1078,20482,12/31/2015,2015,4,INDL,C,D,STD,2824100,USD,2015Q4,2015Q4,21326,A,66137.3852
1078,20482,3/31/2016,2016,1,INDL,C,D,STD,2824100,USD,2016Q1,2016Q1,20842,A,61454.6282
1078,20482,6/30/2016,2016,2,INDL,C,D,STD,2824100,USD,2016Q2,2016Q2,20795,A,57785.5035
1078,20482,9/30/2016,2016,3,INDL,C,D,STD,2824100,USD,2016Q3,2016Q3,20896,A,62263.9899
1078,20482,12/31/2016,2016,4,INDL,C,D,STD,2824100,USD,2016Q4,2016Q4,20717,A,56572.8983
1078,20482,3/31/2017,2017,1,INDL,C,D,STD,2824100,USD,2017Q1,2017Q1,31547,A,77063.4295
1078,20482,6/30/2017,2017,2,INDL,C,D,STD,2824100,USD,2017Q2,2017Q2,31788,A,84457.1042
1078,20482,9/30/2017,2017,3,INDL,C,D,STD,2824100,USD,2017Q3,2017Q3,32218,A,92878.4694
1078,20482,12/31/2017,2017,4,INDL,C,D,STD,2824100,USD,2017Q4,2017Q4,31098,A,99507.3661
1078,20482,3/31/2018,2018,1,INDL,C,D,STD,2824100,USD,2018Q1,2018Q1,31601,A,105051.025
1078,20482,6/30/2018,2018,2,INDL,C,D,STD,2824100,USD,2018Q2,2018Q2,30774,A,106995.9158
1078,20482,9/30/2018,2018,3,INDL,C,D,STD,2824100,USD,2018Q3,2018Q3,30898,A,128844.5889
1078,20482,12/31/2018,2018,4,INDL,C,D,STD,2824100,USD,2018Q4,2018Q4,30722,A,126983.9223
1078,20482,3/31/2019,2019,1,INDL,C,D,STD,2824100,USD,2019Q1,2019Q1,31129,A,141028.6291
1078,20482,6/30/2019,2019,2,INDL,C,D,STD,2824100,USD,2019Q2,2019Q2,31894,A,148638.1718
1078,20482,9/30/2019,2019,3,INDL,C,D,STD,2824100,USD,2019Q3,2019Q3,32019,A,147966.7135
1078,20482,12/31/2019,2019,4,INDL,C,D,STD,2824100,USD,2019Q4,2019Q4,31301,A,153091.0106
1078,20482,3/31/2020,2020,1,INDL,C,D,STD,2824100,USD,2020Q1,2020Q1,30427,A,139579.559
1161,61241,6/30/2009,2009,2,INDL,C,D,STD,7903107,USD,2009Q2,2009Q2,-465,A,2585.16
1161,61241,9/30/2009,2009,3,INDL,C,D,STD,7903107,USD,2009Q3,2009Q3,-569,A,3792.2
1161,61241,12/31/2009,2009,4,INDL,C,D,STD,7903107,USD,2009Q4,2009Q4,648,A,6495.28
1161,61241,3/31/2010,2010,1,INDL,C,D,STD,7903107,USD,2010Q1,2010Q1,796,A,6229.44
1161,61241,6/30/2010,2010,2,INDL,C,D,STD,7903107,USD,2010Q2,2010Q2,752,A,4933.68
1161,61241,9/30/2010,2010,3,INDL,C,D,STD,7903107,USD,2010Q3,2010Q3,614,A,4841.91
1161,61241,12/31/2010,2010,4,INDL,C,D,STD,7903107,USD,2010Q4,2010Q4,1013,A,5586.94
1161,61241,3/31/2011,2011,1,INDL,C,D,STD,7903107,USD,2011Q1,2011Q1,1558,A,5908.2
1161,61241,6/30/2011,2011,2,INDL,C,D,STD,7903107,USD,2011Q2,2011Q2,1641,A,4830.09
1161,61241,9/30/2011,2011,3,INDL,C,D,STD,7903107,USD,2011Q3,2011Q3,1744,A,3540.76
1161,61241,12/31/2011,2011,4,INDL,C,D,STD,7903107,USD,2011Q4,2011Q4,1590,A,3769.2
1161,61241,3/31/2012,2012,1,INDL,C,D,STD,7903107,USD,2012Q1,2012Q1,1052,A,5614
1161,61241,6/30/2012,2012,2,INDL,C,D,STD,7903107,USD,2012Q2,2012Q2,1117,A,4051.11
1161,61241,9/30/2012,2012,3,INDL,C,D,STD,7903107,USD,2012Q3,2012Q3,989,A,2399.44
1161,61241,12/31/2012,2012,4,INDL,C,D,STD,7903107,USD,2012Q4,2012Q4,538,A,1711.2
1161,61241,3/31/2013,2013,1,INDL,C,D,STD,7903107,USD,2013Q1,2013Q1,415,A,1820.7
1161,61241,6/30/2013,2013,2,INDL,C,D,STD,7903107,USD,2013Q2,2013Q2,359,A,2937.6
1161,61241,9/30/2013,2013,3,INDL,C,D,STD,7903107,USD,2013Q3,2013Q3,434,A,2754.63
1161,61241,12/31/2013,2013,4,INDL,C,D,STD,7903107,USD,2013Q4,2013Q4,544,A,2805.75
1161,61241,3/31/2014,2014,1,INDL,C,D,STD,7903107,USD,2014Q1,2014Q1,511,A,3055.62
1161,61241,6/30/2014,2014,2,INDL,C,D,STD,7903107,USD,2014Q2,2014Q2,501,A,3205.35
1161,61241,9/30/2014,2014,3,INDL,C,D,STD,7903107,USD,2014Q3,2014Q3,535,A,2642.75
1161,61241,12/31/2014,2014,4,INDL,C,D,STD,7903107,USD,2014Q4,2014Q4,187,A,2071.92
1161,61241,3/31/2015,2015,1,INDL,C,D,STD,7903107,USD,2015Q1,2015Q1,17,A,2085.04
1161,61241,6/30/2015,2015,2,INDL,C,D,STD,7903107,USD,2015Q2,2015Q2,-141,A,1869.6
1161,61241,9/30/2015,2015,3,INDL,C,D,STD,7903107,USD,2015Q3,2015Q3,-336,A,1358.8
1161,61241,12/31/2015,2015,4,INDL,C,D,STD,7903107,USD,2015Q4,2015Q4,-412,A,2273.04
1161,61241,3/31/2016,2016,1,INDL,C,D,STD,7903107,USD,2016Q1,2016Q1,-503,A,2260.05
1161,61241,6/30/2016,2016,2,INDL,C,D,STD,7903107,USD,2016Q2,2016Q2,-413,A,4086.3
1161,61241,9/30/2016,2016,3,INDL,C,D,STD,7903107,USD,2016Q3,2016Q3,385,A,6398.66
1161,61241,12/31/2016,2016,4,INDL,C,D,STD,7903107,USD,2016Q4,2016Q4,416,A,10602.9
1161,61241,3/31/2017,2017,1,INDL,C,D,STD,7903107,USD,2017Q1,2017Q1,409,A,13706.1
1161,61241,6/30/2017,2017,2,INDL,C,D,STD,7903107,USD,2017Q2,2017Q2,417,A,11818.56
1161,61241,9/30/2017,2017,3,INDL,C,D,STD,7903107,USD,2017Q3,2017Q3,520,A,12303.75
1161,61241,12/31/2017,2017,4,INDL,C,D,STD,7903107,USD,2017Q4,2017Q4,611,A,9940.76
1161,61241,3/31/2018,2018,1,INDL,C,D,STD,7903107,USD,2018Q1,2018Q1,715,A,9738.45
1161,61241,6/30/2018,2018,2,INDL,C,D,STD,7903107,USD,2018Q2,2018Q2,879,A,14615.25
1161,61241,9/30/2018,2018,3,INDL,C,D,STD,7903107,USD,2018Q3,2018Q3,1125,A,30859.11
1161,61241,12/31/2018,2018,4,INDL,C,D,STD,7903107,USD,2018Q4,2018Q4,1266,A,18552.3
1161,61241,3/31/2019,2019,1,INDL,C,D,STD,7903107,USD,2019Q1,2019Q1,1788,A,27612.64
1161,61241,6/30/2019,2019,2,INDL,C,D,STD,7903107,USD,2019Q2,2019Q2,1901,A,32981.82
1161,61241,9/30/2019,2019,3,INDL,C,D,STD,7903107,USD,2019Q3,2019Q3,2176,A,32294.86
1161,61241,12/31/2019,2019,4,INDL,C,D,STD,7903107,USD,2019Q4,2019Q4,2827,A,53656.2
1161,61241,3/31/2020,2020,1,INDL,C,D,STD,7903107,USD,2020Q1,2020Q1,3037,A,53257.08
1177,88845,6/30/2009,2009,2,INDL,C,D,STD,00817Y108,USD,2009Q2,2009Q2,8877.2,I,10934.325
1177,88845,9/30/2009,2009,3,INDL,C,D,STD,00817Y108,USD,2009Q3,2009Q3,9540,I,12064.305
1177,88845,12/31/2009,2009,4,INDL,C,D,STD,00817Y108,USD,2009Q4,2009Q4,9503.8,I,13656.36
1177,88845,3/31/2010,2010,1,INDL,C,D,STD,00817Y108,USD,2010Q1,2010Q1,9923.9,I,14918.239
1177,88845,6/30/2010,2010,2,INDL,C,D,STD,00817Y108,USD,2010Q2,2010Q2,10346.3,I,11011.012
1177,88845,9/30/2010,2010,3,INDL,C,D,STD,00817Y108,USD,2010Q3,2010Q3,9996.6,I,12647.161
1177,88845,12/31/2010,2010,4,INDL,C,D,STD,00817Y108,USD,2010Q4,2010Q4,9890.8,I,11728.044
1177,88845,3/31/2011,2011,1,INDL,C,D,STD,00817Y108,USD,2011Q1,2011Q1,10203.2,I,14204.685
1177,88845,6/30/2011,2011,2,INDL,C,D,STD,00817Y108,USD,2011Q2,2011Q2,10423.5,I,16441.161
1177,88845,9/30/2011,2011,3,INDL,C,D,STD,00817Y108,USD,2011Q3,2011Q3,10528.7,I,13165.982
1177,88845,12/31/2011,2011,4,INDL,C,D,STD,00817Y108,USD,2011Q4,2011Q4,10120.2,I,14753.843
1177,88845,3/31/2012,2012,1,INDL,C,D,STD,00817Y108,USD,2012Q1,2012Q1,10299,I,17425.584
1177,88845,6/30/2012,2012,2,INDL,C,D,STD,00817Y108,USD,2012Q2,2012Q2,10255.8,I,12956.934
1177,88845,9/30/2012,2012,3,INDL,C,D,STD,00817Y108,USD,2012Q3,2012Q3,10896.8,I,13246.2
1177,88845,12/31/2012,2012,4,INDL,C,D,STD,00817Y108,USD,2012Q4,2012Q4,10405.8,I,15171.156
1177,88845,3/31/2013,2013,1,INDL,C,D,STD,00817Y108,USD,2013Q1,2013Q1,10726.8,I,16663.267
1177,88845,6/30/2013,2013,2,INDL,C,D,STD,00817Y108,USD,2013Q2,2013Q2,13501.2,I,23643.234
1177,88845,9/30/2013,2013,3,INDL,C,D,STD,00817Y108,USD,2013Q3,2013Q3,13669.5,I,23527.35
1177,88845,12/31/2013,2013,4,INDL,C,D,STD,00817Y108,USD,2013Q4,2013Q4,14078.2,I,24843.298
1177,88845,3/31/2014,2014,1,INDL,C,D,STD,00817Y108,USD,2014Q1,2014Q1,14361,I,26794.278
1177,88845,6/30/2014,2014,2,INDL,C,D,STD,00817Y108,USD,2014Q2,2014Q2,14752.8,I,28750.968
1177,88845,9/30/2014,2014,3,INDL,C,D,STD,00817Y108,USD,2014Q3,2014Q3,14982.4,I,28487.7
1177,88845,12/31/2014,2014,4,INDL,C,D,STD,00817Y108,USD,2014Q4,2014Q4,14551.8,I,31072.734
1177,88845,3/31/2015,2015,1,INDL,C,D,STD,00817Y108,USD,2015Q1,2015Q1,15118.9,I,37200.276
1177,88845,6/30/2015,2015,2,INDL,C,D,STD,00817Y108,USD,2015Q2,2015Q2,15467.8,I,44432.556
1177,88845,9/30/2015,2015,3,INDL,C,D,STD,00817Y108,USD,2015Q3,2015Q3,15932.5,I,38151.267
1177,88845,12/31/2015,2015,4,INDL,C,D,STD,00817Y108,USD,2015Q4,2015Q4,16178.6,I,37787.94
1177,88845,3/31/2016,2016,1,INDL,C,D,STD,00817Y108,USD,2016Q1,2016Q1,16878.7,I,39389.91
1177,88845,6/30/2016,2016,2,INDL,C,D,STD,00817Y108,USD,2016Q2,2016Q2,17777.7,I,42843.204
1177,88845,9/30/2016,2016,3,INDL,C,D,STD,00817Y108,USD,2016Q3,2016Q3,18344.5,I,40511.405
1177,88845,12/31/2016,2016,4,INDL,C,D,STD,00817Y108,USD,2016Q4,2016Q4,17943,I,43614.317
1177,88845,3/31/2017,2017,1,INDL,C,D,STD,00817Y108,USD,2017Q1,2017Q1,14338,I,42308.335
1177,88845,6/30/2017,2017,2,INDL,C,D,STD,00817Y108,USD,2017Q2,2017Q2,15575,I,50422.743
1177,88845,9/30/2017,2017,3,INDL,C,D,STD,00817Y108,USD,2017Q3,2017Q3,15818,I,51853.161
1177,88845,12/31/2017,2017,4,INDL,C,D,STD,00817Y108,USD,2017Q4,2017Q4,15837,I,58951.452
1177,88845,3/31/2018,2018,1,INDL,C,D,STD,00817Y108,USD,2018Q1,2018Q1,16665,I,55279.9
1177,88845,6/30/2018,2018,2,INDL,C,D,STD,00817Y108,USD,2018Q2,2018Q2,17671,I,60077.9
1177,88845,9/30/2018,2018,3,INDL,C,D,STD,00817Y108,USD,2018Q3,2018Q3,18563,I,66413.09
1209,28222,6/30/2009,2009,3,INDL,C,D,STD,9158106,USD,2009Q2,2009Q3,4928.3,A,13569.1964
1209,28222,9/30/2009,2009,4,INDL,C,D,STD,9158106,USD,2009Q3,2009Q4,4791.9,A,16389.5508
1209,28222,12/31/2009,2010,1,INDL,C,D,STD,9158106,USD,2009Q4,2010Q1,5184.1,A,17197.1222
1209,28222,3/31/2010,2010,2,INDL,C,D,STD,9158106,USD,2010Q1,2010Q2,5418.3,A,15703.5044
1209,28222,6/30/2010,2010,3,INDL,C,D,STD,9158106,USD,2010Q2,2010Q3,5371.9,A,13774.523
1209,28222,9/30/2010,2010,4,INDL,C,D,STD,9158106,USD,2010Q3,2010Q4,5697.6,A,17707.1645
1209,28222,12/31/2010,2011,1,INDL,C,D,STD,9158106,USD,2010Q4,2011Q1,5977.2,A,19546.974
1209,28222,3/31/2011,2011,2,INDL,C,D,STD,9158106,USD,2011Q1,2011Q2,5999.2,A,19108.8715
1209,28222,6/30/2011,2011,3,INDL,C,D,STD,9158106,USD,2011Q2,2011Q3,6397,A,20371.2521
1209,28222,9/30/2011,2011,4,INDL,C,D,STD,9158106,USD,2011Q3,2011Q4,5938.7,A,16051.8285
1209,28222,12/31/2011,2012,1,INDL,C,D,STD,9158106,USD,2011Q4,2012Q1,6057.1,A,17941.5251
1209,28222,3/31/2012,2012,2,INDL,C,D,STD,9158106,USD,2012Q1,2012Q2,6407.4,A,19409.4576
1209,28222,6/30/2012,2012,3,INDL,C,D,STD,9158106,USD,2012Q2,2012Q3,6647.4,A,17091.1061
1209,28222,9/30/2012,2012,4,INDL,C,D,STD,9158106,USD,2012Q3,2012Q4,6623.3,A,17571.7652
1209,28222,12/31/2012,2013,1,INDL,C,D,STD,9158106,USD,2012Q4,2013Q1,6451.2,A,17444.6525
1209,28222,3/31/2013,2013,2,INDL,C,D,STD,9158106,USD,2013Q1,2013Q2,6517.4,A,18149.7967
1209,28222,6/30/2013,2013,3,INDL,C,D,STD,9158106,USD,2013Q2,2013Q3,6691.4,A,19197.2842
1209,28222,9/30/2013,2013,4,INDL,C,D,STD,9158106,USD,2013Q3,2013Q4,7198.9,A,22505.346
1209,28222,12/31/2013,2014,1,INDL,C,D,STD,9158106,USD,2013Q4,2014Q1,7422.7,A,23660.8079
1209,28222,3/31/2014,2014,2,INDL,C,D,STD,9158106,USD,2014Q1,2014Q2,7527.8,A,25269.335
1209,28222,6/30/2014,2014,3,INDL,C,D,STD,9158106,USD,2014Q2,2014Q3,7856.2,A,27398.1179
1209,28222,9/30/2014,2014,4,INDL,C,D,STD,9158106,USD,2014Q3,2014Q4,7521.4,A,27798.507
1209,28222,12/31/2014,2015,1,INDL,C,D,STD,9158106,USD,2014Q4,2015Q1,7503.3,A,30904.739
1209,28222,3/31/2015,2015,2,INDL,C,D,STD,9158106,USD,2015Q1,2015Q2,7476.3,A,32489.6492
1209,28222,6/30/2015,2015,3,INDL,C,D,STD,9158106,USD,2015Q2,2015Q3,7731.3,A,29415.9871
