cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"57899","0","3317192","3370517","1ST ADVANTAGE BANK","Saint Peters","MO","63376","12/31/2010","11/15/2020","NM","240 Salt Lick Rd.","1ST ADVANTAGE BANCSHARES INC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","80980","80980","80917","16","47","0","0","0","","6239","3791","74741","11840","1484","61417","77189","3791","77189","61162","75701","2285","13070","13070","","",""
"16522","0","888253","2003975","1ST BANK","Evanston","WY","82930","12/31/2010","11/15/2020","SM","1001 Main St.","GLACIER BCORP INC","10","0","1","5","0","Uinta","","","1/1/1934","12/23/1946","2/1/2009","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","0","0","","468966","468966","399245","88","67893","1740","0","0","","37081","20260","431885","89277","192754","149854","448706","84794","384172","395956","406204","16133","53275","50333","","",""
"22039","0","564856","1128415","1ST BANK","Sidney","MT","59270","12/31/2010","11/15/2020","SM","120 2nd St, N.W.","1ST UNITED BCORP INC","2","0","0","2","1","Richland","","","6/9/1975","6/9/1975","6/22/2007","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","96563","96563","96232","32","299","0","0","0","","36900","23895","59663","28033","8678","22952","72668","23895","72668","94766","91441","2901","0","0","","",""
"16419","17301","419255","1055780","1ST BANK & TRUST","Broken Bow","OK","74728","12/31/2010","11/15/2020","SM","710 S. Park Dr.","SOUTHEASTERN BANCSHARES INC","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","97592","97592","92661","0","4931","0","0","0","","43343","24875","54249","5670","13354","35225","72717","24875","72717","94590","88652","5057","0","0","","",""
"30367","5236","148470","","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","12/31/2010","11/15/2020","SA","4301 Landis Ave.","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","3/31/2006","Stock","0","0","OTS","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","215812","215812","215813","0","0","0","0","0","","34138","17793","181675","1540","107223","72912","181675","17793","198019","203725","179323","12382","0","0","","",""
"4788","0","488055","1055904","1ST BANK OF TROY","Troy","KS","66087","12/31/2010","11/15/2020","NM","212 S. Main St.","DON-CO INVESTMENT CO","1","0","0","2","0","Doniphan","41140","St. Joseph, MO-KS","2/4/1870","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","21290","21290","15943","0","5347","0","0","0","","12110","2331","9180","0","1410","7770","18959","2331","18959","21290","17638","521","0","0","","",""
"31826","7509","589671","1058165","1ST BANK OKLAHOMA","Claremore","OK","74017","12/31/2010","11/15/2020","SA","1698 S Lynn Riggs Blvd","MORRILL BANCSHARES INC","6","0","0","4","0","Rogers","46140","Tulsa, OK","10/12/1976","10/12/1976","3/31/2006","Stock","0","0","OTS","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","181181","181181","181181","0","0","0","0","0","","42462","23775","138719","30237","20942","87540","138719","23775","157406","147438","142973","11411","25000","25000","","",""
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","12/31/2010","11/15/2020","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","4","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","118958","118958","118551","0","407","0","0","0","","40168","31094","78790","17520","13974","47297","87864","32064","86894","102261","101849","3764","0","0","","",""
"32487","8322","941653","1064791","1ST CAMERON STATE BANK","Cameron","MO","64429","12/31/2010","11/15/2020","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","0","5","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","36662","36662","33814","2","2846","0","0","0","","9577","4539","27085","2357","5331","19397","32123","4539","32123","33477","34730","4252","0","0","","",""
"58485","0","3594797","","1ST CAPITAL BANK","Monterey","CA","93940","12/31/2010","11/15/2020","NM","5 Harris Court, Bldg. N, # N","","4","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","4/21/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","197277","197277","187219","2","9241","815","0","0","","81321","71654","115956","36744","26807","52406","125623","71654","125623","179648","193217","4981","3033","3033","","",""
