cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"57899","0","3317192","3370517","1ST ADVANTAGE BANK","Saint Peters","MO","63376","12/31/2010","11/15/2020","NM","240 Salt Lick Rd.","1ST ADVANTAGE BANCSHARES INC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","12033","433","829","10771","4068","448","472","3148","0","0","0","0","0","0","0","0","36","7","6","23","28","16","7","5","0","0","0","0","0","0","0","0"
"16522","0","888253","2003975","1ST BANK","Evanston","WY","82930","12/31/2010","11/15/2020","SM","1001 Main St.","GLACIER BCORP INC","10","0","1","5","0","Uinta","","","1/1/1934","12/23/1946","2/1/2009","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","0","0","","41186","1741","8799","30646","27394","8988","7161","11245","5733","1210","2700","1823","9500","3498","3684","2318","200","47","69","84","690","575","76","39","72","38","25","9","221","175","34","12"
"22039","0","564856","1128415","1ST BANK","Sidney","MT","59270","12/31/2010","11/15/2020","SM","120 2nd St, N.W.","1ST UNITED BCORP INC","2","0","0","2","1","Richland","","","6/9/1975","6/9/1975","6/22/2007","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","3668","3668","0","0","10256","10256","0","0","10643","854","4917","4872","15438","6479","6033","2926","44","44","0","0","179","179","0","0","77","23","37","17","399","316","70","13"
"16419","17301","419255","1055780","1ST BANK & TRUST","Broken Bow","OK","74728","12/31/2010","11/15/2020","SM","710 S. Park Dr.","SOUTHEASTERN BANCSHARES INC","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","9721","3107","4327","2287","5011","2769","1331","911","3592","2021","1292","279","1587","1587","0","0","155","110","38","7","180","162","11","7","81","64","15","2","177","177","0","0"
"30367","5236","148470","","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","12/31/2010","11/15/2020","SA","4301 Landis Ave.","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","3/31/2006","Stock","0","0","OTS","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","31650","600","3666","27384","1451","1201","0","250","0","0","0","0","0","0","0","0","74","16","21","37","45","44","0","1","0","0","0","0","0","0","0","0"
"4788","0","488055","1055904","1ST BANK OF TROY","Troy","KS","66087","12/31/2010","11/15/2020","NM","212 S. Main St.","DON-CO INVESTMENT CO","1","0","0","2","0","Doniphan","41140","St. Joseph, MO-KS","2/4/1870","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","1549","1549","0","0","1104","1104","0","0","1644","1644","0","0","1529","1529","0","0","18","18","0","0","36","36","0","0","27","27","0","0","79","79","0","0"
"31826","7509","589671","1058165","1ST BANK OKLAHOMA","Claremore","OK","74017","12/31/2010","11/15/2020","SA","1698 S Lynn Riggs Blvd","MORRILL BANCSHARES INC","6","0","0","4","0","Rogers","46140","Tulsa, OK","10/12/1976","10/12/1976","3/31/2006","Stock","0","0","OTS","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","22733","3780","5276","13677","4657","2178","1113","1366","4654","973","2447","1234","4437","1589","1443","1405","131","44","43","44","172","149","13","10","50","22","19","9","89","71","13","5"
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","12/31/2010","11/15/2020","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","4","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","23160","795","5551","16814","11445","2381","3569","5495","2185","44","834","1307","1344","154","196","994","89","16","35","38","121","72","29","20","12","1","6","5","9","3","2","4"
"32487","8322","941653","1064791","1ST CAMERON STATE BANK","Cameron","MO","64429","12/31/2010","11/15/2020","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","0","5","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","2886","849","706","1331","937","148","238","551","4111","1318","1846","947","351","223","128","0","37","26","7","4","14","11","2","1","49","33","12","4","17","16","1","0"
"58485","0","3594797","","1ST CAPITAL BANK","Monterey","CA","93940","12/31/2010","11/15/2020","NM","5 Harris Court, Bldg. N, # N","","4","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","4/21/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","17231","156","983","16092","39169","2821","11553","24795","578","0","171","407","179","80","99","0","40","2","6","32","262","92","90","80","2","0","1","1","3","2","1","0"
