cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,NETINBM,NETIMIN,netinc,ntlnls,eqcdiv,eqcstkrx,noij
"57899","0","3317192","3370517","1ST ADVANTAGE BANK","Saint Peters","MO","63376","12/31/2010","11/15/2020","NM","240 Salt Lick Rd.","1ST ADVANTAGE BANCSHARES INC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","5029","2154","2875","3319","-770","0","19","0","-789","2798","1129","216","1453","-4012","350","8","-3670","0","-3670","0","-3670","3851","0","-7","-4020"
"16522","0","888253","2003975","1ST BANK","Evanston","WY","82930","12/31/2010","11/15/2020","SM","1001 Main St.","GLACIER BCORP INC","10","0","1","5","0","Uinta","","","1/1/1934","12/23/1946","2/1/2009","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","0","0","","27409","4181","23228","2150","2348","0","1959","0","389","15322","6422","1600","7300","8104","-312","2080","5712","0","5712","0","5712","2578","3000","75","5939.76"
"22039","0","564856","1128415","1ST BANK","Sidney","MT","59270","12/31/2010","11/15/2020","SM","120 2nd St, N.W.","1ST UNITED BCORP INC","2","0","0","2","1","Richland","","","6/9/1975","6/9/1975","6/22/2007","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","4302","785","3517","53","667","0","303","0","364","2607","1708","208","691","1524","0","0","1524","0","1524","0","1524","10","348","45","1524"
"16419","17301","419255","1055780","1ST BANK & TRUST","Broken Bow","OK","74728","12/31/2010","11/15/2020","SM","710 S. Park Dr.","SOUTHEASTERN BANCSHARES INC","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","5333","560","4773","250","1408","0","706","0","702","3392","1734","713","945","2539","0","0","2539","0","2539","0","2539","376","5950","0","2539"
"30367","5236","148470","","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","12/31/2010","11/15/2020","SA","4301 Landis Ave.","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","3/31/2006","Stock","0","0","OTS","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","10638","3565","7073","647","515","","","0","515","5495","3124","1286","1085","1446","0","506","940","0","940","0","940","605","0","0","940"
"4788","0","488055","1055904","1ST BANK OF TROY","Troy","KS","66087","12/31/2010","11/15/2020","NM","212 S. Main St.","DON-CO INVESTMENT CO","1","0","0","2","0","Doniphan","41140","St. Joseph, MO-KS","2/4/1870","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","1074","222","852","120","197","0","147","0","50","802","497","90","215","127","1","49","79","0","79","0","79","211","75","0","78.36"
"31826","7509","589671","1058165","1ST BANK OKLAHOMA","Claremore","OK","74017","12/31/2010","11/15/2020","SA","1698 S Lynn Riggs Blvd","MORRILL BANCSHARES INC","6","0","0","4","0","Rogers","46140","Tulsa, OK","10/12/1976","10/12/1976","3/31/2006","Stock","0","0","OTS","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","10830","2341","8489","1175","3127","","","0","3127","6121","3626","1428","1067","4320","364","1559","3125","0","3125","0","3125","892","735","0","2881.12"
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","12/31/2010","11/15/2020","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","4","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","7429","1175","6254","995","986","0","425","0","561","5204","2685","608","1911","1041","-404","108","529","0","529","0","529","876","0","21","864.32"
"32487","8322","941653","1064791","1ST CAMERON STATE BANK","Cameron","MO","64429","12/31/2010","11/15/2020","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","0","5","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","2199","477","1722","68","213","0","185","0","28","1601","866","239","496","266","0","84","182","0","182","0","182","-1","75","0","182"
"58485","0","3594797","","1ST CAPITAL BANK","Monterey","CA","93940","12/31/2010","11/15/2020","NM","5 Harris Court, Bldg. N, # N","","4","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","4/21/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","9177","1250","7927","642","116","0","66","0","50","6247","3290","779","2178","1154","0","148","1006","0","1006","0","1006","0","0","192","1006"
