cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"4829","0","746223","2706726","1880 BANK","Cambridge","MD","21613","9/30/2019","8/22/2022","SM","304 High St.","DELMARVA BANCSHARES INC","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","40","377107","57145","54453","43984","796","246327","1894","0","5192","0","2050","21613","377107","322431","316517","228911","316517","71.0444461987842","0","0","0","0","5914","54676","54676","0","13242","33764","7670","0","3378","0","615","345560","109896","377957.75","373376.5","247812","365062","14452","4397","0","10055","19432","8541","0","0","36371","49972","1965","36371","0"
"57899","0","3317192","4526496","1ST ADVANTAGE BANK","Saint Peters","MO","63376","9/30/2019","8/22/2022","NM","240 Salt Lick Rd.","BANC INVESTORS LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","18","109442","11119","9594","2364","0","90688","912","0","1943","2414","0","914","109442","98089","89811","68531","89811","78.9849352382011","0","0","8000","0","278","11353","11353","0","534","16797","-5978","0","25","0","221","102646","5222","108901","108569","91227","109420","0","0","0","0","14761","1937","8000","0","12107","11335","912","12107","0"
"22039","0","564856","1128415","1ST BANK","Broadus","MT","59317","9/30/2019","8/22/2022","SM","201 N. Wilbur Ave","1ST UNITED BCORP INC","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","2/23/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","9","47377","23042","21319","0","0","22394","1038","0","873","0","0","1068","47377","40188","40016","28958","40016","89.6559467079165","0","0","0","0","172","7189","7189","0","657","4443","2089","0","0","0","799","43713","34","48291.75","47364.5","23054","46723","0","0","0","0","556","0","0","0","1344","7189","297","1344","0"
"16419","17301","419255","1055780","1ST BANK & TRUST","Broken Bow","OK","74728","9/30/2019","8/22/2022","SM","710 S. Park Dr.","SOUTHEASTERN BANCSHARES INC","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/19/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","42","156919","8719","1081","37102","11921","92804","1150","0","4940","0","0","1433","156919","138296","137947","88968","137947","80.3793708067064","0","0","0","0","349","18623","18623","0","500","752","17371","0","254","0","985","142908","37459","156841","158109.5","84458","158502","0","0","0","0","4392","402","0","0","2037","18268","1057","2037","0"
"4122","0","350657","","1ST BANK IN HOMINY","Hominy","OK","74035","9/30/2019","8/22/2022","SM","117 N. Price","","1","0","0","8","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","7/19/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","14","40314","11340","10579","9030","90","18708","246","0","596","25","0","525","40314","36630","36527","28885","36527","91.5046087360849","0","0","0","0","103","3684","3684","0","300","300","3084","0","214","0","373","38407","4399","40309.25","40465.5","16531","40371","0","0","0","0","2183","51","0","0","1229","3655","207","1229","0"
"30367","5236","148470","3848427","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","9/30/2019","8/22/2022","SB","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","42","245271","36534","33836","21135","500","171513","1230","0","4919","0","0","10670","245271","218381","211124","165108","211124","71.5745200846868","0","0","0","0","7257","26890","26890","0","100","0","26790","0","1542","0","709","226984","129313","246277.25","249807","143830","254295","6252","4854","0","1398","12458","8493","0","0","17169","26900","1230","17169","0"
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","9/30/2019","8/22/2022","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","70","355019","70351","56526","17067","6645","240043","2441","0","6978","0","2920","11015","355019","317482","314557","169963","314557","71.640467297147","0","0","0","0","2925","37537","37537","0","5165","13820","18552","0","160","0","937","320281","146248","347041.5","361520.5","274304","356543","7556","4469","0","3087","12119","9258","0","0","79999","35054","2473","79999","0"
"32487","8322","941653","1064791","1ST CAMERON STATE BANK","Cameron","MO","64429","9/30/2019","8/22/2022","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","14","57331","14073","12839","12496","6648","23099","250","0","659","0","0","356","57331","51875","44573","34889","44573","82.6562885534196","7088","0","0","0","214","5456","5456","0","500","1337","3619","0","199","0","192","55082","7406","56534.25","56647.5","20952","55961","0","0","0","0","8522","50","0","0","3057","5456","250","3057","0"
"58485","0","3594797","","1ST CAPITAL BANK","Salinas","CA","93901","9/30/2019","8/22/2022","NM","150 Main St, # 150, Salinas,","","6","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","5/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapitalbank.com","85","637456","53476","38958","68386","0","487688","6582","0","4911","0","58","22937","637456","571121","565655","310286","565655","50.5181026589219","0","0","2944","0","2522","66335","66335","0","54549","2844","8942","0","0","0","1696","595032","181752","631240.25","634123","466421","613972","8020","0","0","8020","9353","11974","0","0","74742","65536","5841","74742","0"
"35456","0","2920773","3118513","1ST COLONIAL COMMUNITY BANK","Collingswood","NJ","8108","9/30/2019","8/22/2022","NM","1040 Haddon Ave.","1ST COLONIAL BCORP INC","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","69","545043","19424","18590","93674","7","416837","5470","0","709","657","0","13735","545043","498466","493520","432937","493520","51.4426465941225","3174","0","0","0","1772","46577","46577","0","1025","16200","29352","0","4729","0","1740","529108","198114","544395","544245","351692","547567","8543","7233","0","1310","64362","1494","0","7700","61868","46328","4409","61868","0"
