cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,szislres,szislhel,szislccd,szislaut,szislcon,szislci,szisloth,ENCERES,ENCEAUTO,ENCECON,ENCECI,ENCEOTH,ASCERES,ASCEOTH
"8056","0","963945","3530786","MERCHANTS BANK OF INDIANA","Lynn","IN","47355","3/31/2011","11/15/2020","NM","7375 S. Us Hwy. 27","P R BCORP","3","0","0","7","1","Randolph","","","6/23/1923","1/1/1934","4/1/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.merchantsbankofindiana.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8866","13801","779351","1128769","MERCHANTS BANK, NATIONAL ASSOCIATION","Winona","MN","55987","3/31/2011","11/15/2020","N","100-106 E. 3rd St.","MERCHANTS FINANCIAL GROUP INC","18","0","1","4","0","Winona","","","1/1/1875","1/1/1934","10/8/2010","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.merchantsbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58184","0","3487433","","MERCHANTS COMMERCIAL BANK","St Thomas","VI","802","3/31/2011","11/15/2020","NM","4608 Tutu Park Mall","","0","0","0","4","0","Saint Thomas","","","10/30/2006","10/30/2006","3/27/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","2","1","http://www.merchantscommercial.bank","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1125","0","289757","1363908","MERCHANTS STATE BANK","Freeman","SD","57029","3/31/2011","11/15/2020","SM","305 S. Main St","H&W HOLDING CO","3","0","0","2","1","Hutchinson","","","8/8/1899","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.msb-sd.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17180","7994","576608","","MEREDITH VILLAGE SAVINGS BANK","Meredith","NH","3253","3/31/2011","11/15/2020","SB","24 State Rt. 25","","13","0","0","4","0","Belknap","","","1/1/1869","1/28/1953","3/3/2009","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.mvsb.com","0","0","0","0","0","0","0","0","0","0","0","0","40","0"
"57777","0","3271799","","MERIDIAN BANK","Paoli","PA","19301","3/31/2011","11/15/2020","NM","1776 E. Lancaster Ave.","","3","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/8/2004","7/8/2004","6/25/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.meridianbanker.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11895","10439","3565265","1123193","MERIDIAN BANK TEXAS","Fort Worth","TX","76102","3/31/2011","11/15/2020","NM","100 Lexington St, # 100","MARQUETTE FINANCIAL COMPANIES","2","0","0","4","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","4/9/1907","1/1/1934","10/29/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22644","0","978369","1123193","MERIDIAN BANK, NATIONAL ASSOCIATION","Wickenburg","AZ","85390","3/31/2011","11/15/2020","N","2001 W. Wickenburg Way","MARQUETTE FINANCIAL COMPANIES","7","0","0","4","1","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","5/1/1978","5/1/1978","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","","0","0","0","0","0","0","0","2680","0","0","0","11364","0","0"
"4675","0","667850","3488289","MERIT BANK","Goff","KS","66428","3/31/2011","11/15/2020","NM","5200 Stahl Ave.","COMMUNITY BANCSHARES OF KS INC","2","0","0","4","0","Nemaha","","","9/21/1904","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34519","0","2615190","","MERRICK BANK","South Jordan","UT","84095","3/31/2011","11/15/2020","NM","10705 S. Jordan Gateway, # 2","","1","0","0","3","0","Salt Lake","41620","Salt Lake City, UT","9/22/1997","9/22/1997","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.merrickbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30120","4783","929174","","MERRILL FEDERAL SAVINGS AND LOAN ASSOCIATION","Merrill","WI","54452","3/31/2011","11/15/2020","SA","907 E. Main St","","1","0","0","4","0","Lincoln","48140","Wausau, WI","1/1/1924","2/10/1941","3/31/2006","Non-Stock","0","0","OTS","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","","","","","","","","","","","","","","",""
"90240","0","875909","","MERRIMAC SAVINGS BANK","Merrimac","MA","1860","3/31/2011","11/15/2020","SB","1 W. Main St.","","2","0","1","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/19/1871","11/19/1985","10/23/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17960","13444","74403","3405521","MERRIMACK COUNTY SAVINGS BANK","Concord","NH","3301","3/31/2011","11/15/2020","SB","89 N. Main St.","MERRIMACK BCORP MHC","7","0","0","4","0","Merrimack","","","1/1/1867","1/22/1959","9/6/2010","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","http://www.mcsbnh.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30776","5902","435077","","METABANK","Storm Lake","IA","50588","3/31/2011","11/15/2020","SA","121 E. 5th St","","12","0","1","5","0","Buena Vista","","","1/1/1954","9/6/1955","3/30/2009","Stock","0","0","OTS","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","0","http://www.metabank.com","","","","","","","","","","","","","",""
"16539","0","55336","2699583","METAIRIE BANK & TRUST COMPANY","Metairie","LA","70004","3/31/2011","11/15/2020","NM","3344 Metairie Rd.","ALBERT J ORTTE FAMILY PARTNERSHIP","7","0","0","8","0","Jefferson","35380","New Orleans-Metairie, LA","2/15/1947","2/15/1947","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.METAIRIEBANK.COM","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26247","0","704559","1094314","METCALF BANK","Lees Summit","MO","64086","3/31/2011","11/15/2020","SM","609 N. 291 Hwy.","CENTRAL BANCOMPANY INC","26","0","1","4","0","Jackson","28140","Kansas City, MO-KS","5/20/1985","5/20/1985","10/1/2010","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.centralbank.net","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26512","0","157379","","METHUEN CO-OPERATIVE BANK","Methuen","MA","1844","3/31/2011","11/15/2020","SB","243 Broadway","","1","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1923","1/23/1986","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","WWW.METHUENCOOP.COM","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35055","0","2777650","2945824","METLIFE BANK, NATIONAL ASSOCIATION","Convent Station","NJ","7961","3/31/2011","11/15/2020","N","334 Madison Ave.","METLIFE INC","3","0","1","5","0","Somerset","35620","New York-Newark-Jersey City, NY-NJ-PA","2/23/1999","2/23/1999","2/14/2011","Stock","0","1","OCC","DIF","New York","WASHINGTON","Jamesburg","New York","Northeastern","Northeast","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","2012","0"
"27510","0","1394621","","METRO BANK","Pell City","AL","35128","3/31/2011","11/15/2020","NM","800 Martin St. S.","","9","0","0","4","0","Saint Clair","13820","Birmingham-Hoover, AL","5/30/1989","5/30/1989","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.metrobankpc.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34308","0","2496081","2496063","METRO BANK","Louisville","KY","40211","3/31/2011","11/15/2020","NM","2901 W. Broadway","LOUISVILLE DEVELOPMENT BCORP","1","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","1/6/1997","1/6/1997","2/9/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58653","0","3650273","3650255","METRO BANK","Douglasville","GA","30135","3/31/2011","11/15/2020","NM","7475 Douglas Blvd.","METRO BANCSHARES INC","2","0","0","4","0","Douglas","12060","Atlanta-Sandy Springs-Roswell, GA","1/28/2008","1/28/2008","1/28/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26255","11852","775214","2807614","METRO BANK","Lemoyne","PA","17043","3/31/2011","11/15/2020","NM","1249 Market St","METRO BCORP INC","33","0","0","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","6/1/1985","6/1/1985","7/21/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58181","0","3437456","","METRO CITY BANK","Doraville","GA","30340","3/31/2011","11/15/2020","NM","5441 Buford Hwy.","","4","0","0","4","0","Dekalb","12060","Atlanta-Sandy Springs-Roswell, GA","4/4/2006","4/4/2006","4/12/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","https://www.metrocitybank.bank","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58402","0","3634394","","METRO PHOENIX BANK","Phoenix","AZ","85008","3/31/2011","11/15/2020","NM","4686 E. Van Buren, # 150","","1","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","9/13/2007","9/13/2007","7/14/2009","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","www.metrophoenixbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33401","0","1864601","2344799","METRO UNITED BANK","San Diego","CA","92111","3/31/2011","11/15/2020","NM","7320 Clairemont Mesa Blvd.","METROCORP BANCSHARES INC","6","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","5/15/1991","5/15/1991","11/2/2009","Stock","0","0","FDIC","DIF","San Francisco","DALLAS","Orange","San Francisco","Western","Western","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16641","0","383534","1204627","METROBANK","Berwyn","IL","60402","3/31/2011","11/15/2020","NM","3322 S. Oak Park Ave.","METROPOLITAN BANK GROUP INC","22","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/8/1947","11/8/1947","3/30/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26937","10521","189352","2344799","METROBANK, NATIONAL ASSOCIATION","Houston","TX","77036","3/31/2011","11/15/2020","N","9600 Bellaire Blvd, # 252","METROCORP BANCSHARES INC","14","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/15/1987","4/15/1987","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22346","10760","699132","3637984","METROPOLITAN BANK","Crystal Springs","MS","39059","3/31/2011","11/15/2020","NM","201 S. Jackson St.","METROPOLITAN BANCGROUP INC","7","0","1","4","0","Copiah","27140","Jackson, MS","10/11/1976","10/11/1976","3/1/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25869","8804","534466","1139439","METROPOLITAN BANK","Oakland","CA","94606","3/31/2011","11/15/2020","NM","250 E. 18th St.","MET FINANCIAL CORP","4","0","0","4","1","Alameda","41860","San Francisco-Oakland-Hayward, CA","9/1/1983","12/17/1984","8/18/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.met.bank","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33656","0","449515","","METROPOLITAN BANK AND TRUST COMPANY","New York","NY","10022","3/31/2011","11/15/2020","OI","10 E. 53rd St.","","1","0","0","7","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","9/5/1962","6/1/1983","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57488","0","3153233","3153224","METROPOLITAN CAPITAL BANK","Chicago","IL","60611","3/31/2011","11/15/2020","NM","9 E. Ontario St.","METROPOLITAN CAPITAL BCORP INC","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/25/2005","1/25/2005","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.metcapbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34699","0","2705895","2702577","METROPOLITAN NATIONAL BANK","New York","NY","10016","3/31/2011","11/15/2020","N","99 Park Ave, 4th Fl.","PASL HOLDING LLC","6","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","6/21/1999","6/21/1999","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.metropolitanbankny.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24311","14731","294256","3149339","METROPOLITAN NATIONAL BANK","Springfield","MO","65802","3/31/2011","11/15/2020","N","600 S. Glenstone Ave.","MARSHFLD INV EMPLOYEE STK OWNERSHIP PLAN&TR","12","0","0","4","1","Greene","44180","Springfield, MO","1/7/1983","1/7/1983","4/30/2009","Stock","0","0","OCC","DIF","Kansas City","DALLAS","Springfield Mo","St. louis","Western","West","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20280","14757","874649","2066886","METROPOLITAN NATIONAL BANK","Little Rock","AR","72201","3/31/2011","11/15/2020","N","425 W. Capitol","ROGERS BANCSHARES INC","48","0","0","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","10/19/1970","10/19/1970","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30099","4742","849777","","METUCHEN SAVINGS BANK","Metuchen","NJ","8840","3/31/2011","11/15/2020","SB","429 Main St","","2","0","0","5","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1897","12/30/1960","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1945","0","772754","","METZ BANKING COMPANY","Nevada","MO","64772","3/31/2011","11/15/2020","NM","123 N. Osage Blvd.","","2","0","0","2","1","Vernon","","","9/14/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","www.metzbank.bank","0","0","0","0","0","0","0","0","0","0","0","0","206","0"
"32293","8104","367178","","MIAMI SAVINGS BANK","Miamitown","OH","45041","3/31/2011","11/15/2020","SA","8008 Ferry St.","","3","0","0","4","0","Hamilton","17140","Cincinnati, OH-KY-IN","12/27/1909","3/26/1985","3/31/2006","Non-Stock","0","0","OTS","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.miamisavings.bank","","","","","","","","","","","","","",""
"33134","13785","1478222","1247334","MICHIGAN COMMERCE BANK","Ann Arbor","MI","48104","3/31/2011","11/15/2020","NM","2950 State St. S.","CAPITOL BCORP LTD","10","0","0","4","0","Washtenaw","11460","Ann Arbor, MI","10/1/1990","10/1/1990","3/31/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11459","0","873259","1978151","MID AMERICA BANK","Linn","MO","65051","3/31/2011","11/15/2020","NM","502 E Main St","FRIENDSHIP BANCSHARES INC","5","0","0","4","1","Osage","27620","Jefferson City, MO","4/12/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.midambk.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15183","14164","659042","3711866","MID AMERICA BANK","Janesville","WI","53545","3/31/2011","11/15/2020","NM","2317 Milton Ave.","WISCONSIN BCORP INC","4","0","0","4","0","Rock","27500","Janesville-Beloit, WI","1/3/1910","1/6/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1624","0","894151","2600347","MID AMERICA BANK & TRUST COMPANY","Dixon","MO","65459","3/31/2011","11/15/2020","SM","216 W. 2nd St.","MID AMERICA BANKING CORP","3","0","0","4","0","Pulaski","","","1/3/1920","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19397","0","63359","1053209","MID CITY BANK, INC.","Omaha","NE","68131","3/31/2011","11/15/2020","NM","304 S. 42nd St.","304 CORP","8","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","3/29/1965","3/29/1965","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9889","10447","786612","1944204","MID PENN BANK","Millersburg","PA","17061","3/31/2011","11/15/2020","NM","349 Union St.","MID PENN BCORP INC","14","0","0","4","0","Dauphin","25420","Harrisburg-Carlisle, PA","2/21/1868","1/1/1934","12/4/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.midpennbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17374","0","919456","2521059","MID-AMERICA BANK","Baldwin City","KS","66006","3/31/2011","11/15/2020","NM","802 Ames St.","MID-AMERICA BANKSHARES INC","2","0","0","4","0","Douglas","29940","Lawrence, KS","12/11/1900","12/16/1954","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.mid-americabank.com","0","0","0","0","0","0","0","0","0","0","0","0","891","0"
"30943","6149","773171","","MID-CENTRAL FEDERAL SAVINGS BANK","Wadena","MN","56482","3/31/2011","11/15/2020","SA","520 S. Jefferson St","","3","0","0","5","1","Wadena","","","3/11/1957","3/11/1957","3/29/2009","Stock","0","0","OTS","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.midcentralbank.com","","","","","","","","","","","","","",""
"15584","10756","950141","1133455","MID-MISSOURI BANK","Springfield","MO","65810","3/31/2011","11/15/2020","NM","330 W. Plainview, # K","MID-MISSOURI BANCSHARES INC","15","0","0","4","0","Greene","44180","Springfield, MO","6/20/1872","2/24/1938","1/8/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.midmobank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30133","4817","857875","","MID-SOUTHERN SAVINGS BANK, FSB","Salem","IN","47167","3/31/2011","11/15/2020","SA","300 N Water St.","","3","0","0","6","0","Washington","31140","Louisville-Jefferson County, KY-IN","1/1/1891","2/6/1941","3/31/2006","Stock","0","0","OTS","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.mid-southern.com","","","","","","","","","","","","","",""
"13273","10784","645054","1139185","MID-WISCONSIN BANK","Medford","WI","54451","3/31/2011","11/15/2020","NM","132 W. State St.","MID-WISCONSIN FINL SERVICES","13","0","0","4","0","Taylor","","","9/1/1890","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3612","0","510938","1206573","MIDAMERICA NATIONAL BANK","Canton","IL","61520","3/31/2011","11/15/2020","N","100 W. Elm St.","MIDAMERICA NATL BANCSHARES INC","8","0","0","8","0","Fulton","37900","Peoria, IL","11/22/1933","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.midnatbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34454","0","2602220","3104730","MIDCAROLINA BANK","Burlington","NC","27215","3/31/2011","11/15/2020","NM","3101 S. Church St.","MIDCAROLINA FINANCIAL CORP","8","0","0","4","0","Alamance","15500","Burlington, NC","8/14/1997","8/14/1997","3/31/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58498","0","3592609","4144265","MIDCOAST COMMUNITY BANK","Wilmington","DE","19808","3/31/2011","11/15/2020","NM","4900 Kirkwood Hwy.","MIDCOAST COMMUNITY BCORP INC","2","0","0","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","3/15/2007","3/15/2007","4/9/2008","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28865","2518","3971","","MIDCOUNTRY BANK","Marion","IL","62959","3/31/2011","11/15/2020","SA","2611 Blue Heron Dr.","","22","0","1","8","0","Williamson","16060","Carbondale-Marion, IL","1/1/1933","10/11/1934","11/3/2006","Stock","0","0","OTS","DIF","Chicago","KANSAS CITY","Minneapolis","St. louis","Central","Central","0","1","www.midcountrybank.com","","","","","","","","","","","","","",""
"28368","1452","87579","","MIDDLESEX FEDERAL SAVINGS, F.A.","Somerville","MA","2144","3/31/2011","11/15/2020","SA","1 College Ave","","3","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","2/8/1937","1/21/2010","Non-Stock","0","0","OTS","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.middlesexfederal.com","","","","","","","","","","","","","",""
"90183","11307","888002","3932072","MIDDLESEX SAVINGS BANK","Natick","MA","1760","3/31/2011","11/15/2020","SB","6 Main St.","MIDDLESEX BCORP MHC","34","0","0","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","3/5/1835","11/8/1985","7/1/2009","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.middlesexbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33978","14437","2267683","3264447","MIDDLETON COMMUNITY BANK","Middleton","WI","53562","3/31/2011","11/15/2020","NM","3207 Parmenter St.","MCB BANKSHARES INC","4","0","0","4","0","Dane","31540","Madison, WI","1/31/1995","1/31/1995","12/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","29","0"
"10463","15586","770545","2513250","MIDDLETOWN STATE BANK","Middletown","IL","62666","3/31/2011","11/15/2020","NM","6th &madison St.","BARKER BROTHERS INC","3","0","0","4","1","Logan","","","6/5/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"14017","0","41825","","MIDDLETOWN VALLEY BANK","Middletown","MD","21769","3/31/2011","11/15/2020","NM","24 W. Main St.","","5","0","0","8","0","Frederick","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/4/1908","3/8/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.mvbbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4063","14191","595270","","MIDFIRST BANK","Oklahoma City","OK","73118","3/31/2011","11/15/2020","SA","501 Nw Grand Blvd.","","77","0","1","4","1","Oklahoma","36420","Oklahoma City, OK","2/28/1911","1/1/1934","8/14/2009","Stock","0","1","OTS","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.midfirst.com","","","","","","","","","","","","","",""
"19796","0","822631","2609489","MIDLAND COMMUNITY BANK","Kincaid","IL","62540","3/31/2011","11/15/2020","NM","112 Market St.","MIDLAND BANCSHARES INC","2","0","0","5","0","Christian","","","3/29/1968","3/29/1968","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://WWW.MCBBANK.NET","0","0","0","0","0","0","0","0","0","0","0","0","145","0"
"29980","4475","820477","","MIDLAND FEDERAL SAVINGS AND LOAN ASSOCIATION","Bridgeview","IL","60455","3/31/2011","11/15/2020","SA","8929 S. Harlem Ave.","","4","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1914","7/25/1950","3/31/2006","Stock","0","1","OTS","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","MIDLANDFEDERAL.COM","","","","","","","","","","","","","",""
"1040","15512","773247","1491351","MIDLAND STATES BANK","Effingham","IL","62401","3/31/2011","11/15/2020","SM","133 W. Jefferson St.","MIDLAND STATES BCORP INC","32","0","1","4","0","Effingham","","","1/1/1881","1/1/1934","10/15/2010","Stock","0","1","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.midlandsb.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57659","0","3208049","","MIDSOUTH BANK","Murfreesboro","TN","37133","3/31/2011","11/15/2020","SM","One E. College St.","","5","0","0","4","0","Rutherford","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","1/20/2004","1/20/2004","5/2/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","15320","0"
"25884","11275","223331","1086654","MIDSOUTH BANK, NATIONAL ASSOCIATION","Lafayette","LA","70502","3/31/2011","11/15/2020","N","102 Versailles Blvd.","MIDSOUTH BCORP INC","35","0","1","4","0","Lafayette","29180","Lafayette, LA","2/7/1985","2/7/1985","3/22/2008","Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
