cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"11706","12404","338945","1204083","1ST COMMUNITY BANK","Sherrard","IL","61281","12/31/2019","8/22/2022","NM","407 3rd St.","ILLINOIS HOLDING CO","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","18","65371","9936","7811","6656","1000","46396","475","0","660","0","0","723","65371","58764","58592","49769","58592","76.7012628457488","0","0","0","0","172","6607","6607","0","200","1320","5087","0","405","0","593","61863","4920","63686","64903.5","48720","66102","0","0","0","0","7708","2540","0","0","6156","6573","475","6156","0"
"27552","10064","1412619","2784920","1ST CONSTITUTION BANK","Cranbury","NJ","8512","12/31/2019","8/22/2022","NM","2650 Rt. 130","1ST CONSTITUTION BCORP","27","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","11/8/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","218","1585704","13871","12278","232402","0","1212684","9271","0","33219","571","39263","53694","1585704","1397447","1277956","989807","1277956","82.9794857104051","0","0","110667","0","8824","188257","188257","0","6061","114915","67281","0","6307","0","4944","1457364","562784","1319927.4","1463856","1370904","1430137","36678","26572","0","10106","144598","5482","71050","5927","381019","150725","9271","381019","1816"
"34393","0","2531562","2531553","1ST EQUITY BANK","Skokie","IL","60076","12/31/2019","8/22/2022","NM","3956 W. Dempster St.","FIRST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","8","96826","18310","15018","212","0","75954","1136","0","1446","0","0","904","96826","82065","76691","67341","76691","86.661800930572","0","0","5177","0","197","14761","14761","0","2500","7750","4511","0","4332","0","194","91184","4306","98597.2","96018.5","74540","96546","459","459","0","0","5247","1500","5177","0","3609","14761","934","3609","0"
"57611","0","3203996","3203987","1ST EQUITY BANK NORTHWEST","Buffalo Grove","IL","60089","12/31/2019","8/22/2022","NM","1330 Dundee Rd.","NORTHWEST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","4","41041","5998","3985","0","0","34383","404","0","125","0","0","535","41041","32315","31231","31093","31231","91.5938689961921","0","0","1024","0","60","8726","8726","0","1","7951","774","0","370","0","100","38368","4706","40515.2","40959","31357","40964","330","330","0","0","4332","1506","1024","0","549","8726","392","549","0"
"31410","6903","535575","3834710","1ST FEDERAL SAVINGS BANK OF SC, INC.","Walterboro","SC","29488","12/31/2019","8/22/2022","SA","300 Robertson Blvd.","FIRST CAROLINA BANCSHARES M H C","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","26","97007","5888","4745","7114","0","80314","857","0","2027","0","408","1256","97007","87834","81669","68327","81669","94.0008325375254","0","0","6000","0","165","9173","9173","0","1013","1111","7049","0","186","0","277","92173","13315","95073.8","97329.5","55850","98200","0","0","0","0","7800","941","6000","0","11981","9168","700","11981","0"
"1673","0","526452","","1ST FINANCIAL BANK USA","Dakota Dunes","SD","57049","12/31/2019","8/22/2022","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","333","661796","41202","31676","50813","2100","487384","26051","0","50860","514","0","28923","661796","493511","457511","447405","457511","96.8177967581919","0","0","19252","0","16748","168285","168285","0","88","89912","78285","0","15511","0","6680","571973","1782","664378.8","659832.5","594434","655661","0","0","0","0","7107","211","0","0","1754054","168285","7660","1754054","0"
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","12/31/2019","8/22/2022","N","730 E. Main St.","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","75","203154","19937","13332","25254","3971","137985","1303","0","4471","298","3405","7833","203154","186025","179397","136594","179397","80.145099282849","0","0","4000","0","2628","17129","17129","0","850","821","15458","0","871","93","1547","180542","64822","192175.6","199374.5","124555","203610","2317","1171","0","1146","19296","2010","4000","9832","34239","15288","1470","34239","43470"
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","12/31/2019","8/22/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","23","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/15/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","452","1712897","66600","53675","126057","80","1406058","13229","0","28100","168","19328","66506","1712897","1508327","1405275","1373770","1405275","78.7847801862344","0","0","84864","0","18188","204570","204570","0","0","89274","115296","0","3033","0","5908","1585870","805759","1658854.8","1703387","1431270","1695212","35356","26186","0","9170","104446","3403","84864","69699","278358","196013","13522","278358","125652"
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","12/31/2019","8/22/2022","SM","100 N. Michigan St, # B","1ST SOURCE CORP","83","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","1177","6622194","88996","21781","1040583","0","4994550","111254","22273","79448","521","87471","308352","6622194","5795643","5357828","4140991","5357828","57.4176628886655","227743","22651","94389","0","93032","826551","806192","0","2818","273814","529560","20359","11541","2652","19125","6056914","1034210","6521337.8","6647551","5927362","6612505","68774","49497","0","19277","577377","19431","65819","20277","1095054","729541","74590","1095054","1143278"
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","12/31/2019","8/22/2022","NM","4800 Fashion Sq. Blvd, # 100","1ST STATE FINANCIAL LTD","5","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","62","323664","89551","82937","2797","0","212850","3162","0","14836","159","1072","2399","323664","294379","276753","166272","276753","50.7454598658281","0","0","16500","0","1126","29285","29285","0","6040","21152","2093","0","3923","139","547","298584","10215","292742.8","307636","267201","303166","0","0","0","0","4315","19005","16500","415","112984","29292","3162","112984","5449"
"22543","14261","170640","3070152","1ST STATE BANK OF MASON CITY","Mason City","IL","62664","12/31/2019","8/22/2022","NM","123 W. Elm St.","FIRSTATE BCORP INC","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","5","24888","2149","1357","10132","4016","8242","355","0","114","10","0","225","24888","21298","21259","16665","21259","94.5705824284304","0","0","0","0","39","3590","3590","0","309","391","2890","0","223","0","136","23747","9775","26071.4","25103.5","11007","25249","0","0","0","0","269","2","0","0","819","3492","140","819","0"
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","12/31/2019","8/22/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","191","1103543","8910","164","491998","0","562735","5505","0","14105","336","339","25120","1103543","991579","950827","882952","950827","72.6347165817623","0","0","30132","2000","8620","111964","111964","0","771","9363","101830","0","2638","0","3642","1054897","769421","1085667","1100918.5","603794","1097689","14086","9779","15","4292","87342","25130","30132","0","101622","108676","6705","101622","0"
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","12/31/2019","8/22/2022","NM","44 Commerce Dr.","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/16/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","51","268796","45429","42897","10336","515","202256","1594","0","8350","344","0","1566","268796","246152","240455","199410","240455","71.2942565236547","0","0","5096","0","601","22644","22644","0","9231","6000","7413","0","4580","0","588","256004","70045","261766.6","270016","195367","265283","0","0","0","0","55133","6857","5096","55","13687","22639","1594","13687","0"
"31249","6607","350572","4498726","1ST UNITED BANK","Faribault","MN","55021","12/31/2019","8/22/2022","NM","430 4th St Nw","J&B FINANCIAL HOLDINGS INC","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","28","144428","5082","3843","56279","0","74448","704","0","2678","157","4538","1246","144428","124063","123752","101117","123752","91.3720548918882","0","0","0","0","311","20365","20365","0","77","17303","2985","0","47","0","551","134570","38223","143421","143787","92407","138730","0","0","0","0","730","0","0","1044","24821","16336","704","24821","1540"
"9751","0","340256","3304352","21ST CENTURY BANK","Loretto","MN","55357","12/31/2019","8/22/2022","NM","699 N. Medina St.","DOLPHIN FAMILY MANAGEMENT CO","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","67","530719","8180","6366","63988","0","443968","2431","0","563","7348","0","6672","530719","467031","443964","351738","443964","78.4482971885563","11000","0","10000","0","2067","63688","63688","0","341","40659","22688","0","1391","1032","1517","514322","64028","514539","519908.5","394836","533716","1068","1068","0","0","13109","1313","10000","0","41303","63923","2431","41303","0"
"16910","0","449430","3438051","22ND STATE BANK","Louisville","AL","36048","12/31/2019","8/22/2022","NM","1920 Main St.","FEB BANCSHARES INC","5","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","10/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.22ndstatebank.com","43","140311","11298","8703","18138","5720","97959","1461","0","1790","309","0","5097","140312","125618","110275","92015","110275","83.2822947433272","0","0","15000","0","343","14694","14694","0","50","23017","-8373","0","2385","0","483","130520","38587","141315.8","137671.5","99155","136689","3346","3346","0","0","33048","3755","15000","0","18403","14748","1242","18403","0"
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80914","12/31/2019","8/22/2022","NM","Peterson Air Force Base, 455","LITTLE LONDON BCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","45","271474","4987","53","2000","27400","231562","3015","0","2250","0","965","2310","271474","231088","230059","175179","230059","71.948013574523","0","0","0","0","1029","40386","40386","0","385","30965","9036","0","0","0","821","261015","55375","233147.6","261090","240888","266812","0","0","0","0","10640","3708","0","0","40037","39479","3011","40037","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","12/31/2019","8/22/2022","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","35","195255","25547","20508","1184","0","162167","1934","0","2544","0","0","3813","195255","175719","156699","99512","156699","66.8776680939041","0","0","18270","0","750","19536","19536","0","3750","23112","-7326","0","844","0","538","183859","22694","192080.6","193414","162367","193060","0","0","0","0","11951","14082","1000","158","38096","17216","1934","38096","0"
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","12/31/2019","8/22/2022","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","99","353374","46766","42632","0","0","294094","2993","0","4500","0","2075","5939","353375","306375","304861","218790","304861","90.8184817615921","0","0","0","0","1514","47000","47000","0","2000","0","45000","0","229","0","1076","336726","140061","343821.8","344332","185674","340081","0","0","0","0","8956","591","0","2295","4776","40331","2411","4776","0"
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","12/31/2019","8/22/2022","SB","1212 Charity St.","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","20","53909","1888","1635","992","0","44014","492","0","1505","329","4148","1033","53909","37774","34841","32740","34841","90.3841188789122","0","0","2000","0","933","16135","16135","0","0","0","16135","0","1072","0","209","46641","24688","53894.4","53728.5","39821","54025","0","0","0","0","4620","25","2000","404","16862","14804","492","16862","5182"
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","12/31/2019","8/22/2022","SB","205 S. Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","17","78451","4346","3423","20837","0","47987","599","0","466","0","0","4815","78451","70120","59023","51711","59023","96.6811235726629","0","0","10500","0","597","8331","8331","0","0","0","8331","0","243","0","318","72247","51167","78264.6","78567","42482","76426","2350","2350","0","0","3912","830","10500","0","4439","7036","532","4439","0"
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","12/31/2019","8/22/2022","NM","401 E. Spruce St.","ABBY BCORP INC","8","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","10/25/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","111","549882","20659","14546","78026","3909","419743","5696","0","14390","804","3255","9096","549882","503257","462379","389339","462379","88.4417804523223","7000","0","32000","0","1878","46625","46625","0","3000","10027","33598","0","2788","170","1771","516224","120575","521576.4","538453.5","450522","537531","6489","6489","0","0","49150","1369","32000","1063","60822","44979","5632","60822","7323"
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","12/31/2019","8/22/2022","SM","6 Harrison Ave.","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/18/2019","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","www.abingtonbank.com","73","565988","22764","18288","47914","4765","429899","411","0","14477","0","26189","19980","565988","476909","438062","373138","438062","83.8235596249855","0","0","34761","0","4086","89079","89079","0","1","86459","2619","0","2205","0","1454","500866","265247","456802.8","571699","370548","546274","10740","10740","0","0","65478","170","34761","0","61894","62993","611","61894","0"
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Kansas City","MO","64154","12/31/2019","8/22/2022","N","8551 N Boardwalk Ave.","DICKINSON FINANCIAL CORP II","80","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","10/18/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","669","2095381","255601","206565","206929","0","1558825","18832","0","29429","71","14364","30162","2095381","1827718","1753890","1461098","1753890","73.2852577421702","3244","0","55045","0","15539","267663","267663","0","12400","219955","35308","0","10288","119","5687","1972319","738707","1672450","1857255.5","1670503","1912657","2854","2854","0","0","161574","16251","55045","10051","318758","252340","19262","318758","25537"
"4061","13760","266253","1055708","ACB BANK","Cherokee","OK","73728","12/31/2019","8/22/2022","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","20","129366","7389","693","20293","0","94903","1198","0","1354","40","0","5387","129367","115486","114054","95920","114054","84.0004906212492","0","0","646","0","786","13881","13881","0","300","4642","8939","0","6479","0","2189","115889","30073","130760","129677","112487","129535","2222","2222","0","0","4889","78","646","0","9540","13630","1198","9540","0"
"58727","0","3614837","3637939","ACCESS BANK","Omaha","NE","68114","12/31/2019","8/22/2022","NM","8712 W. Dodge Rd.","3MV BCORP INC","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","109","658907","107518","102778","47778","0","472501","7250","0","9883","0","11803","9424","658907","583340","570283","318338","570283","44.0543547779462","0","0","8061","0","4996","75567","75567","0","789","55601","19177","0","2136","0","1586","623057","132833","590664","648421","571840","624042","5009","5009","0","0","30123","6280","8061","4392","112100","63994","7149","112100","20917"
"58562","0","3535848","4556381","ACCESSBANK TEXAS","Denton","TX","76201","12/31/2019","8/22/2022","NM","320 W. Eagle Drive, # 100","ACCESS BCORP INC","6","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","79","466940","33683","30807","47754","40550","324072","4932","0","10102","0","398","10381","466940","418816","417304","313086","417304","60.4423428408538","0","0","0","0","1512","48124","48124","0","3311","43848","965","0","7507","2100","1063","443183","90203","409339.4","445573","351078","445834","6151","6151","0","0","45472","1390","0","1197","51759","47780","4395","51759","8280"
"7506","12499","5210","1117464","ACNB BANK","Gettysburg","PA","17325","12/31/2019","8/22/2022","NM","16 Lincoln Sq.","ACNB CORP","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.acnb.com","340","1706094","114356","97478","211116","0","1261172","13835","0","27896","364","14678","76512","1706094","1529405","1420245","1350614","1420245","92.7719565069189","33435","0","62218","0","13507","176689","176689","0","4798","43353","128538","0","5138","0","4368","1569766","495129","1676999.2","1714040","1211417","1724556","50663","44425","0","6238","121438","4915","58716","2406","319681","171179","13916","319681","0"
