cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,LNPLEDGE,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"4829","0","746223","2706726","1880 BANK","Cambridge","MD","21613","6/30/2016","2/22/2022","SM","304 High St.","DELMARVA BANCSHARES INC","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","225843","1461","227304","0","227304","202642","202642","3444","84525","51533","32992","1510","94680","18483","","5251","15396","0","3049","0","243","31","2775","966","0","927","39","0","0","0","51472","0","6440","5120","2140","1304","1719",""
"57899","0","3317192","4526496","1ST ADVANTAGE BANK","Saint Peters","MO","63376","6/30/2016","2/22/2022","NM","240 Salt Lick Rd.","BANC INVESTORS LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","75211","623","75834","0","75834","64815","64815","6948","44887","23147","21740","2930","9610","440","","0","9878","","158","0","18","93","47","983","0","0","983","0","0","0","26911","","0","0","1814","5134","623",""
"22039","0","564856","1128415","1ST BANK","Broadus","MT","59317","6/30/2016","2/22/2022","SM","201 N. Wilbur Ave","1ST UNITED BCORP INC","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","9/20/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","25602","993","26595","0","26595","7716","7716","0","425","0","425","0","479","6812","","13599","4352","","918","0","2","558","358","10","0","0","10","0","0","0","0","","0","0","0","0","993",""
"16419","17301","419255","1055780","1ST BANK & TRUST","Broken Bow","OK","74728","6/30/2016","2/22/2022","SM","710 S. Park Dr.","SOUTHEASTERN BANCSHARES INC","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/19/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","80293","1023","81316","16","81332","50868","50868","4361","17121","4561","12560","0","25452","3934","","3660","4326","","21927","0","28","15623","6276","551","0","177","0","374","0","0","24187","","0","0","934","3427","1023",""
"30367","5236","148470","3848427","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","6/30/2016","2/22/2022","SB","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","171266","2073","173339","125","173464","171973","171973","18802","25000","18403","6597","83","128088","0","","0","854","","637","0","0","0","637","0","0","0","0","0","0","0","80664","","0","0","17081","1721","1856",""
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","6/30/2016","2/22/2022","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","9/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","196027","2007","198034","973","199007","167395","167395","16848","121129","61488","59641","6982","13200","9236","","2568","21561","","1621","0","429","241","951","5862","0","5862","0","0","0","997","93411","","605","112","2563","14285","2022",""
"32487","8322","941653","1064791","1ST CAMERON STATE BANK","Cameron","MO","64429","6/30/2016","2/22/2022","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","27742","264","28006","0","28006","25866","25866","267","2419","2419","0","165","19670","3345","","440","384","","1315","0","48","213","1054","1","0","0","1","0","0","0","17622","","0","0","196","71","264",""
"58485","0","3594797","","1ST CAPITAL BANK","Monterey","CA","93940","6/30/2016","2/22/2022","NM","5 Harris Court, Bldg. N, # N","","5","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","8/12/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapitalbank.com","378372","5987","384359","0","384359","327567","327567","3869","140339","51419","88920","49868","121705","11786","","1937","49530","0","189","0","5","0","184","5136","0","0","5136","0","0","1937","140493","0","207","207","0","3869","4304",""
"57657","0","3247598","3602236","1ST CENTURY BANK, NATIONAL ASSOCIATION","Los Angeles","CA","90067","6/30/2016","2/22/2022","N","1875 Century Park East, # 14","1ST CENTURY BANCSHARES INC","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/1/2004","3/1/2004","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","633307","9262","642569","0","642569","547867","547867","73870","192290","29479","162811","85214","196493","0","","0","83788","0","10914","0","7809","0","3105","0","0","0","0","0","0","0","642569","0","46","0","51380","22490","8690",""
"35456","0","2920773","3118513","1ST COLONIAL COMMUNITY BANK","Collingswood","NJ","8108","6/30/2016","2/22/2022","NM","1040 Haddon Ave.","1ST COLONIAL BCORP INC","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","330271","4653","334924","0","334924","312667","312667","42819","67212","42657","24555","5782","196817","37","","0","18309","0","3462","0","125","2270","1067","486","0","0","486","0","0","0","0","0","1056","1056","42819","0","3725",""
