cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"11706","12404","338945","1204083","1ST COMMUNITY BANK","Sherrard","IL","61281","12/31/2018","8/22/2022","NM","407 3rd St.","ILLINOIS HOLDING CO","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","18","62612","4951","1285","9448","0","46930","463","0","674","0","0","609","62612","56564","54407","45376","54407","82.3845800826067","0","0","2000","0","157","6048","6048","0","200","1320","4528","0","0","0","447","57663","6987","63817","62317","49004","63275","0","0","0","0","9481","2790","2000","0","3845","6388","463","3845","0"
"27552","10064","1412619","2784920","1ST CONSTITUTION BANK","Cranbury","NJ","8512","12/31/2018","8/22/2022","NM","2650 Rt. 130","1ST CONSTITUTION BCORP","20","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/11/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","189","1177275","16844","12655","211794","0","877782","8402","0","11653","2515","13249","43438","1177275","1032179","951097","737691","951097","82.0162459075875","0","0","71775","0","9307","145096","145096","0","6061","84637","54398","0","6580","0","3859","1102231","194050","1147456","1184599.5","1076865","1137888","28705","18684","0","10021","109821","5537","71775","3020","426078","133548","8402","426078","1889"
"34393","0","2531562","2531553","1ST EQUITY BANK","Skokie","IL","60076","12/31/2018","8/22/2022","NM","3956 W. Dempster St.","FIRST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","10","100338","14778","11511","246","0","83182","1134","0","1193","0","0","939","100338","85552","77046","69791","77046","90.1398583253328","0","0","8325","0","181","14786","14786","0","2500","7750","4536","0","4028","0","236","94939","3623","100469","99752.5","81357","100540","389","389","0","0","9252","1500","8325","0","3794","14786","1018","3794","0"
"57611","0","3203996","3203987","1ST EQUITY BANK NORTHWEST","Buffalo Grove","IL","60089","12/31/2018","8/22/2022","NM","1330 Dundee Rd.","NORTHWEST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","4","41954","10596","8548","0","0","30675","404","0","147","0","0","536","41954","33081","32975","32843","32975","90.4379451432035","0","0","0","0","106","8873","8873","0","1","7951","921","0","0","0","105","39223","887","42656","42311","27360","41479","286","286","0","0","4265","1506","0","0","1207","8873","343","1207","0"
"31410","6903","535575","3834710","1ST FEDERAL SAVINGS BANK OF SC, INC.","Walterboro","SC","29488","12/31/2018","8/22/2022","SA","300 Robertson Blvd.","FIRST CAROLINA BANCSHARES M H C","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","25","89513","6258","5037","8048","0","71137","877","0","1976","215","389","1490","89513","81110","74959","63786","74959","95.2993904147047","0","0","6000","0","151","8403","8403","0","1013","1111","6279","0","115","0","219","84222","13755","87496.2","90387.5","50006","89763","0","0","0","0","6093","935","6000","0","8372","8673","628","8372","0"
"1673","0","526452","","1ST FINANCIAL BANK USA","Dakota Dunes","SD","57049","12/31/2018","8/22/2022","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","353","678900","76170","65926","30757","0","495448","25972","0","51127","71","0","25327","678900","519902","479439","469261","479439","96.9666285385688","0","0","25614","0","14849","158998","158998","0","88","89912","68998","0","15767","0","6729","592131","2131","672806.4","671784","597801","667617","0","0","0","0","13133","394","0","0","1945702","158998","7701","1945702","0"
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","12/31/2018","8/22/2022","N","730 E. Main St.","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","68","178829","7508","4273","25999","975","129754","1184","0","4342","184","3385","6682","178829","162814","150668","116823","150668","81.019601089023","0","0","10000","0","2146","16015","16015","0","850","826","14339","0","1582","187","1419","161001","77879","173286.2","182262","120938","181368","2271","1144","0","1127","18568","2217","10000","4222","27651","14570","1351","27651","12290"
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","12/31/2018","8/22/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","23","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/15/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","424","1621478","54777","45369","97205","75","1363718","12349","0","28490","689","18958","57566","1621478","1438604","1288291","1042438","1288291","75.5105193216466","0","0","137149","0","13164","182874","182874","0","0","89275","93599","0","4164","0","5761","1506367","611506","1193562","1405697","1393659","1647098","34485","25521","0","8964","202535","3479","137149","51195","265233","175824","12648","265233","107191"
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","12/31/2018","8/22/2022","SM","100 N. Michigan St, # B","1ST SOURCE CORP","83","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","1153","6289875","104709","9802","990129","0","4746285","100469","7128","54348","299","87582","299395","6289875","5547671","5122824","3905702","5122824","57.5549902210311","220273","7253","127839","0","69482","742204","740696","0","2818","273489","464389","1508","29617","1841","18880","5746216","910193","6166911.8","6289835.5","5601902","6226310","67434","48237","0","19197","585616","18292","126444","11290","1095053","673888","70438","1095053","878830"
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","12/31/2018","8/22/2022","NM","4800 Fashion Sq. Blvd, # 100","1ST STATE FINANCIAL LTD","5","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","61","283186","62859","56994","5798","0","195795","2865","0","14996","297","910","2531","283186","256703","239145","130795","239145","55.9713878402502","0","0","16500","0","1058","26483","26483","0","6040","18100","2343","0","2757","701","530","258587","6451","265501.6","277725.5","244645","281458","0","0","0","0","7155","11621","16500","778","102892","26517","2865","102892","3211"
"22543","14261","170640","3070152","1ST STATE BANK OF MASON CITY","Mason City","IL","62664","12/31/2018","8/22/2022","NM","123 W. Elm St.","FIRSTATE BCORP INC","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","4","26894","2373","1748","11231","3407","9520","116","0","89","10","0","264","26894","23268","23231","18220","23231","96.1492126323036","0","0","0","0","37","3626","3626","0","309","391","2926","0","224","0","167","25906","11702","27132.4","26645.5","11640","26239","0","0","0","0","265","17","0","0","359","3851","116","359","0"
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","12/31/2018","8/22/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","181","1057573","11912","164","482197","0","528215","5718","0","8912","400","339","25598","1057573","960847","931307","863741","931307","72.9116611183481","0","0","22502","2000","5038","96726","96726","0","771","9363","86592","0","2794","0","3552","1010576","734801","1038887","1052841.5","583305","1058926","13356","9117","17","4222","79818","29195","22502","0","107717","102253","7318","107717","0"
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","12/31/2018","8/22/2022","NM","44 Commerce Dr.","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/16/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","50","257172","31389","21715","10490","501","204317","1730","0","8534","501","0","1440","257172","235424","224772","181627","224772","64.9285790522271","0","0","10129","0","523","21748","21748","0","9231","6000","6517","0","1783","0","558","237023","73626","248832.2","252634","194230","238399","0","0","0","0","62285","11374","10129","762","14741","21787","1730","14741","0"
"31249","6607","350572","4498726","1ST UNITED BANK","Faribault","MN","55021","12/31/2018","8/22/2022","NM","430 4th St Nw","J&B FINANCIAL HOLDINGS INC","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","30","142380","7802","6901","55164","0","70574","584","0","2603","0","4869","1368","142380","124228","123985","102547","123985","92.8497141981828","0","0","0","0","243","18152","18152","0","77","17303","772","0","504","0","540","132639","28331","145785.4","143908","86886","139995","0","0","0","0","1007","38","0","0","27367","14919","584","27367","1478"
"9751","0","340256","3304352","21ST CENTURY BANK","Loretto","MN","55357","12/31/2018","8/22/2022","NM","699 N. Medina St.","DOLPHIN FAMILY MANAGEMENT CO","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","62","488971","10391","8877","60390","0","392082","2152","0","8268","12159","0","5681","488971","432461","425756","337644","425756","77.7082605668635","5300","0","0","0","1405","56510","56510","0","341","40659","15510","0","2242","1875","1367","461349","77955","454462.6","468806.5","361025","477246","1035","1035","0","0","7310","1338","0","0","28237","57438","2152","28237","0"
"16910","0","449430","3438051","22ND STATE BANK","Louisville","AL","36048","12/31/2018","8/22/2022","NM","1920 Main St.","FEB BANCSHARES INC","4","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","10/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.22ndstatebank.com","41","142815","5738","815","25396","5015","99835","1035","0","1815","695","0","4321","142815","129725","129394","109456","129394","86.7739818567844","0","0","0","0","331","13090","13090","0","50","21382","-8342","0","2892","0","486","131061","49834","136753.2","138784.5","106294","137955","3264","3264","0","0","8009","3655","0","0","13485","14412","1035","13485","0"
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80914","12/31/2018","8/22/2022","NM","Peterson Air Force Base, 455","LITTLE LONDON BCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","44","209438","4811","88","20270","6800","172562","2165","0","2232","0","1046","1717","209438","171944","171335","124741","171335","71.2820333286654","0","0","0","0","609","37494","37494","0","385","30965","6144","0","14","0","556","199720","30224","206947.6","212917","180281","214019","0","0","0","0","11927","2873","0","0","27082","36757","2165","27082","0"
"27831","358","671370","4523459","A J SMITH FEDERAL SAVINGS BANK","Midlothian","IL","60445","12/31/2018","8/22/2022","SA","14757 S Cicero Ave","AJS BCORP INC","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","35","181531","28230","24490","49500","0","91844","650","0","2882","73","0","9002","181531","154213","151660","125073","151660","92.4143975538393","0","0","948","0","1605","27318","27318","0","6","15595","11717","0","1089","0","446","165834","101919","188466.2","182193","79753","180438","6424","6424","0","0","3557","1167","0","0","4649","26723","650","4649","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","12/31/2018","8/22/2022","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","36","193884","29510","21872","1743","0","155836","1905","0","2493","0","0","4302","193884","175577","158988","111229","158988","70.9366018703109","0","0","16123","0","466","18307","18307","0","3750","23729","-9172","0","35","0","523","179451","22861","180861.4","184329","156742","183155","0","0","0","0","22584","15233","0","538","32568","15504","1905","32568","0"
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","12/31/2018","8/22/2022","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","79","339694","43033","39833","0","0","283891","2905","0","4405","0","2632","5733","339694","294766","293131","215668","293131","90.0874257665531","0","0","0","0","1635","44928","44928","0","2000","0","42928","0","281","0","1031","323724","127202","326031.8","338127","185774","335006","0","0","0","0","7064","0","0","98","5775","39653","2394","5775","0"
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","12/31/2018","8/22/2022","SB","1212 Charity St.","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","21","55111","6650","6425","3039","0","38080","513","0","1563","6","4641","1132","55111","39072","38052","35823","38052","91.3910416393012","0","0","0","0","1020","16039","16039","0","0","0","16039","0","608","0","186","47544","22098","59104","55049.5","35928","54442","0","0","0","0","1779","25","0","0","13420","14389","470","13420","5373"
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","12/31/2018","8/22/2022","SB","205 S. Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","17","77440","5797","4906","20854","0","45786","627","0","472","404","0","4127","77440","68799","57048","50685","57048","95.752773931182","0","0","11500","0","251","8641","8641","0","0","0","8641","0","169","0","341","71546","40359","77277.8","76937.5","39155","76191","2284","2284","0","0","5025","870","11500","0","2731","8038","491","2731","0"
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","12/31/2018","8/22/2022","NM","401 E. Spruce St.","ABBY BCORP INC","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","103","508065","18172","7327","70471","0","394744","4613","0","13087","178","2618","8795","508065","464237","419118","361554","419118","91.3517054115854","12540","0","31000","0","1579","43828","43828","0","3000","10027","30801","0","3099","170","1343","472542","131172","488386.6","502901","424539","500044","6351","6351","0","0","69372","1226","31000","501","52667","44520","4623","52667","974"
"26549","0","117672","","ABINGTON BANK","Abington","MA","2351","12/31/2018","8/22/2022","SM","6 Harrison Ave.","","3","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/1/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","54","314124","15678","14189","32072","1758","242424","1519","0","6088","0","2417","13687","314125","280991","267617","223296","267617","83.1020334955048","0","0","11400","0","1974","33134","33134","0","0","0","33134","0","1548","0","1192","290443","140763","310972.8","311485","219253","309297","8097","8097","0","0","20923","182","11400","0","41915","31550","1674","41915","0"
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Kansas City","MO","64154","12/31/2018","8/22/2022","N","8551 N Boardwalk Ave.","DICKINSON FINANCIAL CORP II","74","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","5/1/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","525","1462159","182774","142038","157929","0","1079611","14396","0","13370","94","3295","25086","1462160","1239786","1150774","934502","1150774","80.5032750798054","7179","0","70036","0","11797","222374","222374","0","12400","186099","23875","0","4845","149","3682","1379578","516413","1335950.6","1399876.5","1170565","1377693","0","0","0","0","73083","15546","70036","4320","258122","221975","14633","258122","14033"
"4061","13760","266253","1055708","ACB BANK","Cherokee","OK","73728","12/31/2018","8/22/2022","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","22","132268","3174","251","20005","189","101546","1641","0","1409","45","0","5900","132268","121257","105117","86931","105117","81.9468942626837","0","0","15385","0","755","11011","11011","0","300","3792","6919","0","1909","0","2260","121991","31402","127689.6","132383","113792","133258","2077","2077","0","0","20366","0","15385","0","8818","11495","1425","8818","0"
"58727","0","3614837","3637939","ACCESS BANK","Omaha","NE","68114","12/31/2018","8/22/2022","NM","8712 W. Dodge Rd.","3MV BCORP INC","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","113","533050","18380","10305","47601","0","436437","5920","0","8866","0","12042","9724","533050","464869","434147","281333","434147","58.6563277747976","0","0","26625","0","4097","68181","68181","0","789","55424","11968","0","699","0","1423","494343","119382","521646","530213","512129","545678","4913","4913","0","0","55131","23678","26625","4533","110011","57147","5920","110011","9316"
"35189","0","2859903","3109904","ACCESS NATIONAL BANK","Reston","VA","20191","12/31/2018","8/22/2022","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORP","15","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","4/1/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","360","3031323","87307","68716","443718","0","2177810","18181","0","27431","585","178032","116440","3031323","2607313","2288768","1549529","2288768","58.5506408790196","35930","0","261000","0","21615","424010","424010","0","5850","303213","114947","0","7094","721","8365","2690244","1079809","2927247.6","3022110","2385298","2809189","52927","40106","7117","5704","434051","6723","261000","20537","648052","251365","19214","648052","57139"
