cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"4829","0","746223","2706726","1880 BANK","Cambridge","MD","21613","12/31/2014","8/25/2021","SM","304 High St.","DELMARVA BANCSHARES INC","3","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","10/31/2014","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","17936","743","3149","14044","6064","1278","2435","2351","2776","1130","418","1228","1372","348","451","573","72","16","26","30","97","66","24","7","10","3","3","4","30","24","4","2"
"33785","15377","2713920","3063622","1919 INVESTMENT COUNSEL & TRUST COMPANY, NATIONAL ASSOCIATION","Baltimore","MD","21202","12/31/2014","8/25/2021","N","100 Light St.","STIFEL FINANCIAL CORP","1","0","0","7","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","2/16/1993","9/29/1999","10/8/2014","Stock","0","1","OCC","DIF","New York","KANSAS CITY","St. Louis","Richmond","Northeastern","Southeast","0","0","http://www.stifeltrust.com/","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57899","0","3317192","4526496","1ST ADVANTAGE BANK","Saint Peters","MO","63376","12/31/2014","8/25/2021","NM","240 Salt Lick Rd.","BANC INVESTORS LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","17222","232","2002","14988","6436","659","1007","4770","0","0","0","0","0","0","0","0","44","4","12","28","51","28","12","11","0","0","0","0","0","0","0","0"
"22039","0","564856","1128415","1ST BANK","Broadus","MT","59317","12/31/2014","8/25/2021","SM","201 N. Wilbur Ave","1ST UNITED BCORP INC","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","9/20/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","375","375","0","0","4116","4116","0","0","2982","173","1686","1123","6842","3615","2047","1180","12","12","0","0","68","68","0","0","28","6","17","5","206","169","29","8"
"16419","17301","419255","1055780","1ST BANK & TRUST","Broken Bow","OK","74728","12/31/2014","8/25/2021","SM","710 S. Park Dr.","SOUTHEASTERN BANCSHARES INC","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","13684","4583","5960","3141","4565","2542","1376","647","2676","1783","664","229","1898","1898","0","0","216","159","48","9","145","126","17","2","60","50","8","2","174","174","0","0"
"30367","5236","148470","3848427","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","12/31/2014","8/25/2021","SB","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","12905","357","2875","9673","853","481","125","247","0","0","0","0","0","0","0","0","53","8","18","27","24","22","1","1","0","0","0","0","0","0","0","0"
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","12/31/2014","8/25/2021","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","4","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","2/21/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","42414","1351","6710","34353","18588","1974","2836","13778","2116","95","1432","589","638","188","30","420","137","27","43","67","146","74","32","40","15","1","11","3","8","6","1","1"
"3881","0","273149","1135413","1ST BANK, NATIONAL ASSOCIATION.","Texarkana","TX","75503","12/31/2014","8/25/2021","N","3625 Richmond Rd.","MAGNOLIA BANKING CORP","8","0","1","4","1","Bowie","45500","Texarkana, TX-AR","1/1/1909","1/1/1934","2/20/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","28451","2872","5439","20140","20874","6806","5446","8622","10521","2446","4882","3193","7692","3546","2225","1921","175","75","47","53","383","307","50","26","116","68","37","11","205","169","26","10"
"32487","8322","941653","1064791","1ST CAMERON STATE BANK","Cameron","MO","64429","12/31/2014","8/25/2021","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","2423","532","588","1303","292","86","206","0","4229","888","2331","1010","708","452","256","0","25","15","6","4","8","6","2","0","47","27","16","4","28","26","2","0"
"58485","0","3594797","","1ST CAPITAL BANK","Monterey","CA","93940","12/31/2014","8/25/2021","NM","5 Harris Court, Bldg. N, # N","","4","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","7/26/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","28442","0","2654","25788","31820","2774","6275","22771","543","0","543","0","1046","167","441","438","64","0","16","48","269","104","82","83","3","0","3","0","11","4","4","3"
