cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"57899","0","3317192","3370517","1ST ADVANTAGE BANK","Saint Peters","MO","63376","6/30/2011","11/15/2020","NM","240 Salt Lick Rd.","1ST ADVANTAGE BANCSHARES INC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","14238","388","1144","12706","3675","329","351","2995","0","0","0","0","0","0","0","0","41","7","8","26","26","14","6","6","0","0","0","0","0","0","0","0"
"16522","0","888253","2003975","1ST BANK","Evanston","WY","82930","6/30/2011","11/15/2020","NM","1001 Main St.","GLACIER BCORP INC","10","0","1","5","0","Uinta","","","1/1/1934","12/23/1946","4/20/2011","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","0","0","","37802","1512","8401","27889","30993","9809","7456","13728","5336","1080","2405","1851","10697","3874","3542","3281","184","40","66","78","701","584","75","42","66","33","24","9","210","167","30","13"
"22039","0","564856","1128415","1ST BANK","Sidney","MT","59270","6/30/2011","11/15/2020","SM","120 2nd St, N.W.","1ST UNITED BCORP INC","2","0","0","2","1","Richland","","","6/9/1975","6/9/1975","6/22/2007","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","4008","4008","0","0","12675","12675","0","0","9917","809","4647","4461","17883","8255","6589","3039","48","48","0","0","199","199","0","0","70","20","35","15","423","344","66","13"
"16419","17301","419255","1055780","1ST BANK & TRUST","Broken Bow","OK","74728","6/30/2011","11/15/2020","SM","710 S. Park Dr.","SOUTHEASTERN BANCSHARES INC","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","9245","3430","3870","1945","5582","2908","1928","746","3353","1708","1387","258","1684","1684","0","0","158","117","34","7","183","163","15","5","76","58","16","2","182","182","0","0"
"30367","5236","148470","","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","6/30/2011","11/15/2020","SA","4301 Landis Ave.","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","3/31/2006","Stock","0","0","OTS","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","36486","636","3476","32374","1696","846","200","650","0","0","0","0","0","0","0","0","77","15","20","42","43","39","2","2","0","0","0","0","0","0","0","0"
"4788","0","488055","1055904","1ST BANK OF TROY","Troy","KS","66087","6/30/2011","11/15/2020","NM","212 S. Main St.","DON-CO INVESTMENT CO","1","0","0","2","0","Doniphan","41140","St. Joseph, MO-KS","2/4/1870","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","1576","1576","0","0","1241","1241","0","0","1140","1140","0","0","2024","2024","0","0","19","19","0","0","38","38","0","0","24","24","0","0","83","83","0","0"
"31826","7509","589671","1058165","1ST BANK OKLAHOMA","Claremore","OK","74017","6/30/2011","11/15/2020","SA","1698 S Lynn Riggs Blvd","MORRILL BANCSHARES INC","6","0","0","4","0","Rogers","46140","Tulsa, OK","10/12/1976","10/12/1976","3/31/2006","Stock","0","0","OTS","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","20570","2450","5137","12983","5118","2317","1175","1626","5307","931","2437","1939","5096","1744","2034","1318","126","41","43","42","172","146","13","13","48","22","19","7","100","79","16","5"
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","6/30/2011","11/15/2020","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","4","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","23600","716","4218","18666","12413","2124","4184","6105","2151","44","812","1295","1610","96","412","1102","86","15","28","43","137","77","37","23","12","1","6","5","12","2","5","5"
"32487","8322","941653","1064791","1ST CAMERON STATE BANK","Cameron","MO","64429","6/30/2011","11/15/2020","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","0","6","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","2972","846","813","1313","237","83","154","0","3933","1326","1720","887","321","196","125","0","38","26","8","4","8","6","2","0","53","37","12","4","11","10","1","0"
"58485","0","3594797","","1ST CAPITAL BANK","Monterey","CA","93940","6/30/2011","11/15/2020","NM","5 Harris Court, Bldg. N, # N","","4","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","4/21/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","19867","80","1571","18216","43063","3573","12165","27325","594","0","192","402","477","252","225","0","46","3","8","35","299","154","81","64","2","0","1","1","6","5","1","0"
