cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,LNPLEDGE,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"4829","0","746223","2706726","1880 BANK","Cambridge","MD","21613","3/31/2016","2/22/2022","SM","304 High St.","DELMARVA BANCSHARES INC","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","226888","1541","228429","0","228429","202651","202651","3338","87901","52690","35211","1553","90874","18985","","4118","17329","0","3328","0","242","42","3044","1003","0","969","34","0","0","0","59399","0","6708","5097","2148","1190","1799",""
"57899","0","3317192","4526496","1ST ADVANTAGE BANK","Saint Peters","MO","63376","3/31/2016","2/22/2022","NM","240 Salt Lick Rd.","BANC INVESTORS LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","70316","664","70980","0","70980","62505","62505","6512","43088","22696","20392","2942","9519","444","","0","7324","","170","0","18","97","55","981","0","0","981","0","0","0","21689","","0","0","1674","4838","664",""
"22039","0","564856","1128415","1ST BANK","Broadus","MT","59317","3/31/2016","2/22/2022","SM","201 N. Wilbur Ave","1ST UNITED BCORP INC","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","9/20/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","23422","993","24415","0","24415","7472","7472","0","471","0","471","0","494","6507","","11662","4441","","830","0","1","524","305","10","0","0","10","0","0","0","0","","0","0","0","0","993",""
"16419","17301","419255","1055780","1ST BANK & TRUST","Broken Bow","OK","74728","3/31/2016","2/22/2022","SM","710 S. Park Dr.","SOUTHEASTERN BANCSHARES INC","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/19/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","79905","1042","80947","18","80965","51417","51417","5050","17109","5479","11630","0","25405","3853","","3284","4318","","21373","0","29","15303","6041","573","0","185","0","388","0","0","23996","","0","0","1609","3441","1042",""
"30367","5236","148470","3848427","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","3/31/2016","2/22/2022","SB","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","168333","1982","170315","179","170494","168863","168863","16510","25323","18441","6882","84","126946","0","","0","960","","671","0","0","0","671","0","0","0","0","0","0","0","81382","","0","0","13852","2658","1830",""
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","3/31/2016","2/22/2022","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","9/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","200297","1950","202247","1018","203265","172051","172051","16893","123323","62996","60327","6227","13699","11909","","1835","27702","","1677","0","411","258","1008","0","0","0","0","0","0","285","94990","","610","114","2915","13978","1964",""
"32487","8322","941653","1064791","1ST CAMERON STATE BANK","Cameron","MO","64429","3/31/2016","2/22/2022","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","27902","265","28167","0","28167","26146","26146","269","2473","2473","0","167","19851","3386","","419","449","","1152","0","48","256","848","1","0","0","1","0","0","0","17776","","0","0","194","75","265",""
"58485","0","3594797","","1ST CAPITAL BANK","Monterey","CA","93940","3/31/2016","2/22/2022","NM","5 Harris Court, Bldg. N, # N","","5","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","8/12/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapitalbank.com","373883","5940","379823","0","379823","331229","331229","3985","140688","55450","85238","44360","129779","12417","","925","42802","0","12","0","12","0","0","4855","0","0","4855","0","0","2896","379811","0","208","208","0","3985","4193",""
"57657","0","3247598","3602236","1ST CENTURY BANK, NATIONAL ASSOCIATION","Los Angeles","CA","90067","3/31/2016","2/22/2022","N","1875 Century Park East, # 14","1ST CENTURY BANCSHARES INC","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/1/2004","3/1/2004","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","","600021","9161","609182","0","609182","517257","517257","66207","190709","28873","161836","70941","189400","0","","0","81425","0","10500","0","7420","0","3080","0","0","0","0","0","0","112","609182","0","46","0","45523","20684","8238",""
"35456","0","2920773","3118513","1ST COLONIAL COMMUNITY BANK","Collingswood","NJ","8108","3/31/2016","2/22/2022","NM","1040 Haddon Ave.","1ST COLONIAL BCORP INC","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","315877","4492","320369","0","320369","298656","298656","43257","69076","43238","25838","5861","180425","37","","0","17534","0","3633","0","262","2334","1037","547","0","0","547","0","0","0","0","0","1064","1064","43257","0","3656",""
"11706","12404","338945","1204083","1ST COMMUNITY BANK","Sherrard","IL","61281","3/31/2016","2/22/2022","NM","407 3rd St.","ILLINOIS HOLDING CO","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","46113","390","46503","0","46503","28856","28856","840","3475","2772","703","0","13112","11429","","8804","7380","","1378","0","17","993","368","85","0","67","18","0","0","0","11934","","0","0","600","240","390",""
"27552","10064","1412619","2784920","1ST CONSTITUTION BANK","Cranbury","NJ","8512","3/31/2016","2/22/2022","NM","2650 Rt. 130","1ST CONSTITUTION BCORP","19","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","2/8/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","652545","7302","659847","0","659847","385434","385434","78591","217985","110854","107131","20084","68774","0","","0","268143","0","972","0","0","344","628","5297","0","0","0","5297","0","0","162069","0","1020","1020","63726","14865","7302",""
"34393","0","2531562","2531553","1ST EQUITY BANK","Skokie","IL","60076","3/31/2016","2/22/2022","NM","3956 W. Dempster St.","FIRST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","69795","833","70628","11","70639","57060","57060","0","21980","10503","11477","13692","21388","0","","0","13503","","76","0","1","0","75","0","0","0","0","0","0","0","16413","","1279","1120","0","0","832",""
"57611","0","3203996","3203987","1ST EQUITY BANK NORTHWEST","Buffalo Grove","IL","60089","3/31/2016","2/22/2022","NM","1330 Dundee Rd.","NORTHWEST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","26414","362","26776","2","26778","25028","25028","0","6945","2152","4793","10083","8000","0","","0","1596","","154","0","0","154","0","0","0","0","0","0","0","0","7080","","0","0","0","0","314",""
"1673","0","526452","","1ST FINANCIAL BANK USA","Dakota Dunes","SD","57049","3/31/2016","2/22/2022","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","507162","23985","531147","0","531147","3632","3632","3398","15","0","15","0","173","46","","4535","1696","0","519776","516752","0","436","2588","1508","0","522","819","167","0","898","0","0","13835","13802","0","3398","7628",""
"58548","0","3655081","","1ST MANATEE BANK","Parrish","FL","34219","3/31/2016","2/22/2022","NM","12215 Us Hwy. 301 N","","3","0","0","4","0","Manatee","35840","North Port-Sarasota-Bradenton, FL","11/13/2007","11/13/2007","1/25/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","115520","1124","116644","202","116846","93486","93486","8718","48393","19573","28820","222","33073","3080","","133","22571","","485","0","0","51","434","171","0","0","171","0","0","0","29447","","0","0","236","8482","1124",""
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","3/31/2016","2/22/2022","N","730 E. Main St.","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","91356","997","92353","8","92361","86908","86908","7991","19909","10337","9572","5473","53535","0","","0","4143","","1244","0","389","449","406","66","0","66","0","0","0","0","34359","","0","0","5162","2829","1090",""
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","3/31/2016","2/22/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","12","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","1/23/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","584949","8327","593276","1027","594303","362434","362434","76704","57464","27274","30190","30718","197548","0","","0","70221","0","161619","0","1057","463","160099","29","0","0","29","0","0","18466","330267","0","206","0","68163","8541","7378",""
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","3/31/2016","2/22/2022","SM","100 N. Michigan St, # B","1ST SOURCE CORP","83","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","3954678","89296","4043974","0","4043974","1392813","1392813","61791","655115","387261","267854","41426","531727","102754","","20997","2298734","98059","121936","0","32065","37372","52499","209494","0","3059","25314","181121","0","13830","1428288","0","7383","7018","7251","54540","57155",""
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","3/31/2016","2/22/2022","NM","4800 Fashion Sq. Blvd, # 100","VALLEY FINANCIAL GROUP LTD","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","158751","2279","161030","107","161137","97300","97300","13324","59925","46030","13895","2020","22004","27","","0","61273","","919","10","196","112","601","1645","0","368","317","960","0","0","27951","","0","0","1233","12091","2279",""
"22543","14261","170640","3070152","1ST STATE BANK OF MASON CITY","Mason City","IL","62664","3/31/2016","2/22/2022","NM","123 W. Elm St.","FIRSTATE BCORP INC","1","0","0","8","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","11700","153","11853","0","11853","6458","6458","0","958","404","554","0","4766","734","","1868","408","","3119","0","24","1506","1589","0","0","0","0","0","0","0","0","","0","0","0","0","153",""
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","3/31/2016","2/22/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","15","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","468000","6069","474069","0","474069","360084","360084","17764","104544","74602","29942","11782","224630","1364","","72","68340","0","27926","2978","1475","15092","8381","17647","0","17486","161","0","0","0","427845","0","1462","1462","6915","10849","6069",""
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","3/31/2016","2/22/2022","NM","24 Commerce Dr.","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","173000","1088","174088","15","174103","64288","64288","4888","36494","34873","1621","0","22434","472","","681","102177","","4244","0","539","867","2838","2713","0","0","2713","0","0","0","0","","303","303","70","4818","1088",""
"31249","6607","350572","3800630","1ST UNITED BANK","Faribault","MN","55021","3/31/2016","2/22/2022","NM","430 4th St Nw","FARIBAULT FSL BCORP INC","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","77810","791","78601","0","78601","59948","59948","5297","29902","24868","5034","1023","19498","4228","","4899","10620","","2962","0","736","1053","1173","172","0","0","172","0","0","0","26431","","130","0","3699","1598","791",""
"9751","0","340256","3304352","21ST CENTURY BANK","Loretto","MN","55357","3/31/2016","2/22/2022","NM","699 N. Medina St.","DOLPHIN FAMILY MANAGEMENT CO","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","269758","1513","271271","0","271271","211517","211517","15586","122294","84014","38280","39816","32845","976","","280","58071","0","566","0","28","149","389","838","0","0","838","0","0","0","228959","0","690","613","9716","5870","1513",""
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80914","3/31/2016","2/22/2022","NM","Peterson Air Force Base, 455","LITTLE LONDON BCORP","4","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","115741","557","116298","417","116715","101331","101331","10204","68867","28114","40753","2701","18815","744","","1583","12714","","658","0","29","207","422","429","0","0","1","428","0","0","0","","49","49","3604","6600","557",""
"27831","358","671370","4523459","A J SMITH FEDERAL SAVINGS BANK","Midlothian","IL","60445","3/31/2016","2/22/2022","SA","14757 S Cicero Ave","AJS BCORP INC","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","113272","901","114173","0","114173","114062","114062","0","5447","3608","1839","2521","106094","0","","0","36","","75","0","0","0","75","0","0","0","0","0","0","36","70816","","1654","333","0","0","901",""
"35029","0","2775151","2775142","AB&T NATIONAL BANK","Albany","GA","31708","3/31/2016","2/22/2022","N","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","1/1/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","117808","1924","119732","0","119732","84744","84744","1321","40508","20007","20501","1786","33242","7887","","4120","26383","","4476","0","2487","180","1809","9","0","0","9","0","0","0","14550","","1012","778","269","1052","1459",""
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","3/31/2016","2/22/2022","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","180143","1885","182028","25","182053","181867","181867","0","60311","329","59982","38425","83131","0","","0","19","","167","167","0","0","0","0","0","0","0","0","0","0","19512","","1310","0","0","0","1781",""
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","3/31/2016","2/22/2022","SB","1212 Charity St.","","1","0","0","8","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","40323","567","40890","0","40890","40824","40824","15844","0","0","0","0","24980","0","","0","0","","66","0","0","0","66","0","0","0","0","0","0","0","0","","228","0","14364","1480","464",""
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","3/31/2016","2/22/2022","SB","205 S. Main St","","2","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","42132","690","42822","0","42822","41223","41223","1704","5742","5742","0","197","33580","0","","0","913","","680","0","20","249","411","6","0","0","6","0","0","0","24363","","1154","0","1240","464","469",""
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","3/31/2016","2/22/2022","NM","401 E. Spruce St.","ABBY BCORP INC","4","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","254373","3864","258237","0","258237","212603","212603","8942","63564","31066","32498","22313","61436","56348","","24954","11692","0","1199","0","63","440","696","7789","0","7736","53","0","0","47","44280","0","1159","382","2942","6000","3380",""
"11694","11442","4839","1143641","ABC BANK","Chicago","IL","60644","3/31/2016","2/22/2022","NM","5645 W. Lake St.","GREATER CHICAGO FINANCIAL CORP","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/10/1891","1/1/1934","6/1/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","228903","5145","234048","0","234048","227130","227130","11878","127361","69073","58288","48737","39154","0","","0","4542","0","1573","0","279","212","1082","803","0","0","803","0","0","0","63476","0","14276","14122","4834","7044","3203",""
"26549","0","117672","","ABINGTON BANK","Abington","MA","2351","3/31/2016","2/22/2022","SM","6 Harrison Ave.","","1","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/21/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","101452","849","102301","0","102301","100218","100218","13598","18920","9073","9847","9217","58483","0","","0","1953","","130","0","0","9","121","0","0","0","0","0","0","0","22875","","1712","0","8930","4668","935",""
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Colorado Springs","CO","80920","3/31/2016","2/22/2022","N","2835 Briargate Blvd.","DICKINSON FINANCIAL CORP II","88","0","1","4","0","El Paso","17820","Colorado Springs, CO","6/15/1966","6/15/1966","6/19/2015","Stock","0","0","OCC","DIF","Dallas","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","0","www.academybank.com","621847","11558","633405","0","633405","435427","435427","33659","286272","53835","232437","14134","101181","181","","0","179044","9806","11465","3837","30","33","7565","7469","0","0","6141","1328","0","4115","58967","0","170","0","528","33131","8593",""
"4061","13760","266253","1055708","ACB BANK","Cherokee","OK","73728","3/31/2016","2/22/2022","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","86830","1535","88365","1","88366","49242","49242","200","19244","191","19053","0","10663","19135","","27739","8235","","2910","0","0","1481","1429","240","0","0","240","0","0","0","35704","","294","112","200","0","1183",""
"58727","0","3614837","3637939","ACCESS BANK","Omaha","NE","68114","3/31/2016","2/22/2022","NM","8712 W. Dodge Rd.","3MV BCORP INC","5","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","209214","3121","212335","0","212335","129490","129490","17339","60378","26905","33473","18967","31219","1587","","1396","73568","","5735","0","48","292","5395","2145","0","0","2145","0","0","636","77441","","0","0","6557","10782","2997",""
"35189","0","2859903","3109904","ACCESS NATIONAL BANK","Reston","VA","20191","3/31/2016","2/22/2022","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORP","5","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","951044","13614","964658","2054","966712","697810","697810","72530","359327","218435","140892","10301","253032","2620","","0","259040","0","9858","0","0","711","9147","4","0","0","4","0","0","0","270106","0","1186","1006","17686","54844","12596",""
